withdrawal_id,complaint_id,terminal_account,channel,location_id,bank,city,state,latitude,longitude,withdrawal_amount,withdrawal_timestamp,time_bucket,split_index,split_count
W00005820,C0005186,ACC000036,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,15100.0,2026-01-02T23:18:00,Night,1,1
W00005821,C0005187,ACC000731,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,1524800.0,2026-01-02T14:45:00,BankingHours,1,1
W00005822,C0005188,ACC000069,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,24700.0,2026-01-02T10:21:00,BankingHours,1,1
W00005823,C0005189,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,284000.0,2026-01-02T22:09:00,Night,1,1
W00005824,C0005190,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,42200.0,2026-01-02T06:31:00,Morning,1,1
W00005825,C0005191,ACC000001,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,25800.0,2026-01-02T10:15:00,Morning,1,1
W00005826,C0005192,ACC000050,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,3700.0,2026-01-02T14:04:00,Afternoon,1,1
W00005827,C0005193,ACC001413,ATM,ATM_PAT_001,Bank_B,Patna,Bihar,25.5941,85.1376,21800.0,2026-01-02T12:23:00,Afternoon,1,1
W00005828,C0005194,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,173900.0,2026-01-02T19:52:00,Evening,1,1
W00005829,C0005195,ACC000005,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,19200.0,2026-01-02T18:11:00,Evening,1,1
W00005830,C0005196,ACC000348,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,58700.0,2026-01-02T14:16:00,BankingHours,1,1
W00005831,C0005197,ACC000006,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,13100.0,2026-01-02T14:42:00,BankingHours,1,1
W00005832,C0005198,ACC000004,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,88000.0,2026-01-02T20:06:00,Evening,1,1
W00005833,C0005199,ACC000021,ATM,ATM_PAT_001,Bank_B,Patna,Bihar,25.5941,85.1376,10600.0,2026-01-02T21:15:00,Evening,1,1
W00005834,C0005200,ACC000024,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,296300.0,2026-01-02T13:27:00,BankingHours,1,1
W00005835,C0005201,ACC000303,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,5800.0,2026-01-02T23:10:00,Night,1,1
W00005836,C0005202,ACC000871,ATM,ATM_MUM_002,Bank_B,Mumbai,Maharashtra,19.076,72.8777,2900.0,2026-01-02T22:04:00,Night,1,1
W00005837,C0005203,ACC000003,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,287000.0,2026-01-02T14:07:00,BankingHours,1,1
W00005838,C0005204,ACC000003,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,476100.0,2026-01-02T14:50:00,BankingHours,1,1
W00005839,C0005205,ACC000002,BRANCH,BR_MUM_001,Bank_A,Mumbai,Maharashtra,19.076,72.8777,1000.0,2026-01-02T13:00:00,BankingHours,1,1
W00005840,C0005206,ACC000244,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,8400.0,2026-01-02T10:05:00,Morning,1,1
W00005841,C0005207,ACC000006,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,1000.0,2026-01-02T23:00:00,Night,1,1
W00005842,C0005208,ACC000849,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,9900.0,2026-01-02T23:18:00,Night,1,1
W00005843,C0005209,ACC000002,ATM,ATM_MUM_002,Bank_B,Mumbai,Maharashtra,19.076,72.8777,71700.0,2026-01-02T18:23:00,Evening,1,1
W00005844,C0005210,ACC001786,ATM,ATM_PAT_001,Bank_B,Patna,Bihar,25.5941,85.1376,62800.0,2026-01-02T23:04:00,Night,1,1
W00005845,C0005211,ACC001726,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,20300.0,2026-01-02T11:22:00,BankingHours,1,1
W00005846,C0005212,ACC000002,BRANCH,BR_MUM_001,Bank_A,Mumbai,Maharashtra,19.076,72.8777,1900.0,2026-01-02T15:55:00,BankingHours,1,1
W00005847,C0005213,ACC000245,BRANCH,BR_CHN_001,Bank_A,Chennai,Tamil Nadu,13.0827,80.2707,255800.0,2026-01-02T14:59:00,BankingHours,1,1
W00005848,C0005214,ACC001072,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,328600.0,2026-01-02T15:35:00,BankingHours,1,1
W00005849,C0005215,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,67300.0,2026-01-02T23:59:00,Night,1,1
W00005850,C0005216,ACC000003,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,2300.0,2026-01-03T12:50:39.113218,BankingHours,1,1
W00005851,C0005217,ACC000260,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,8200.0,2026-01-02T17:46:00,Evening,1,1
W00005852,C0005218,ACC000054,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,67000.0,2026-01-02T10:51:00,BankingHours,1,1
W00005853,C0005219,ACC000018,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,44500.0,2026-01-02T12:02:00,BankingHours,1,1
W00005854,C0005220,ACC000160,BRANCH,BR_MUM_001,Bank_A,Mumbai,Maharashtra,19.076,72.8777,1600.0,2026-01-02T12:21:00,BankingHours,1,1
W00005855,C0005221,ACC000003,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,1000.0,2026-01-02T12:21:00,BankingHours,1,1
W00005856,C0005222,ACC000088,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,2500.0,2026-01-02T11:12:00,BankingHours,1,1
W00005857,C0005223,ACC000165,BRANCH,BR_BLR_001,Bank_B,Bengaluru,Karnataka,12.9716,77.5946,115300.0,2026-01-02T10:47:00,BankingHours,1,1
W00005858,C0005224,ACC000021,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,46000.0,2026-01-02T12:43:00,BankingHours,1,1
W00005859,C0005225,ACC000032,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,377600.0,2026-01-02T12:53:00,BankingHours,1,1
W00005860,C0005226,ACC000021,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,13400.0,2026-01-02T15:37:00,BankingHours,1,1
W00005861,C0005227,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,8300.0,2026-01-02T13:15:00,Afternoon,1,1
W00005862,C0005228,ACC000010,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,94400.0,2026-01-02T22:48:00,Night,1,1
W00005863,C0005229,ACC000002,ATM,ATM_MUM_001,Bank_A,Mumbai,Maharashtra,19.076,72.8777,87100.0,2026-01-02T13:09:00,Afternoon,1,1
W00005864,C0005230,ACC000028,ATM,ATM_PAT_001,Bank_B,Patna,Bihar,25.5941,85.1376,29700.0,2026-01-02T22:37:00,Night,1,1
W00005865,C0005231,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,4100.0,2026-01-02T14:45:00,Afternoon,1,1
W00005866,C0005232,ACC000912,ATM,ATM_DEL_001,Bank_A,Delhi,Delhi,28.7041,77.1025,9500.0,2026-01-02T20:28:00,Evening,1,1
W00005867,C0005233,ACC000262,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,4200.0,2026-01-02T22:28:00,Night,1,1
W00005868,C0005234,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,43700.0,2026-01-02T20:30:00,Evening,1,1
W00005869,C0005235,ACC000006,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,65500.0,2026-01-02T14:07:00,BankingHours,1,1
W00005870,C0005236,ACC000245,ATM,ATM_CHN_001,Bank_B,Chennai,Tamil Nadu,13.0827,80.2707,16800.0,2026-01-02T15:26:00,Afternoon,1,1
W00005871,C0005237,ACC001764,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,11600.0,2026-01-02T15:42:00,BankingHours,1,1
W00005872,C0005238,ACC000503,ATM,ATM_MUM_002,Bank_B,Mumbai,Maharashtra,19.076,72.8777,251400.0,2026-01-02T20:09:00,Evening,1,2
W00005873,C0005238,ACC000503,ATM,ATM_MUM_002,Bank_B,Mumbai,Maharashtra,19.076,72.8777,251400.0,2026-01-02T20:23:00,Evening,2,2
W00005874,C0005239,ACC000001,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,174700.0,2026-01-02T12:29:34.140569,BankingHours,1,1
W00005875,C0005240,ACC000020,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,22900.0,2026-01-02T15:34:00,Afternoon,1,1
W00005876,C0005241,ACC000003,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,12600.0,2026-01-02T12:17:00,BankingHours,1,1
W00005877,C0005242,ACC001868,ATM,ATM_LKO_001,Bank_C,Lucknow,Uttar Pradesh,26.8467,80.9462,179700.0,2026-01-02T23:39:00,Night,1,2
W00005878,C0005242,ACC001868,ATM,ATM_LKO_001,Bank_C,Lucknow,Uttar Pradesh,26.8467,80.9462,179700.0,2026-01-02T23:53:00,Night,2,2
W00005879,C0005243,ACC000175,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,121200.0,2026-01-02T07:17:00,Morning,1,1
W00005880,C0005244,ACC000021,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,36800.0,2026-01-02T14:20:00,BankingHours,1,1
W00005881,C0005245,ACC000006,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,296500.0,2026-01-02T15:56:00,BankingHours,1,1
W00005882,C0005246,ACC000478,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,278500.0,2026-01-02T10:54:00,BankingHours,1,1
W00005883,C0005247,ACC000001,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,1300.0,2026-01-02T21:51:00,Evening,1,1
W00005884,C0005248,ACC000032,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,1600.0,2026-01-02T12:42:00,BankingHours,1,1
W00005885,C0005249,ACC000116,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,33700.0,2026-01-02T12:42:00,Afternoon,1,1
W00005886,C0005250,ACC000212,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,4500.0,2026-01-02T22:47:00,Night,1,1
W00005887,C0005251,ACC000006,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,30600.0,2026-01-02T14:35:00,BankingHours,1,1
W00005888,C0005252,ACC000017,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,2300.0,2026-01-02T14:59:00,BankingHours,1,1
W00005889,C0005253,ACC000173,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,9500.0,2026-01-02T22:50:00,Night,1,1
W00005890,C0005254,ACC000170,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,33300.0,2026-01-02T18:19:00,Evening,1,1
W00005891,C0005255,ACC000028,ATM,ATM_PAT_001,Bank_B,Patna,Bihar,25.5941,85.1376,154700.0,2026-01-02T12:14:00,Afternoon,1,1
W00005892,C0005256,ACC000012,BRANCH,BR_PUN_001,Bank_C,Pune,Maharashtra,18.5204,73.8567,29100.0,2026-01-02T14:26:00,BankingHours,1,1
W00005893,C0005257,ACC000005,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,70500.0,2026-01-02T22:52:00,Night,1,1
W00005894,C0005258,ACC000001,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,179600.0,2026-01-02T22:45:00,Night,1,1
W00005895,C0005259,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,9400.0,2026-01-02T17:02:00,Evening,1,1
W00005896,C0005260,ACC000022,BRANCH,BR_DEL_001,Bank_C,Delhi,Delhi,28.7041,77.1025,213300.0,2026-01-02T14:02:00,BankingHours,1,1
W00005897,C0005261,ACC000085,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,1110000.0,2026-01-02T13:41:00,BankingHours,1,2
W00005898,C0005261,ACC000085,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,1110000.0,2026-01-02T14:00:00,BankingHours,2,2
W00005899,C0005262,ACC000037,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,197750.0,2026-01-02T11:48:00,BankingHours,1,2
W00005900,C0005262,ACC000037,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,197750.0,2026-01-02T11:54:00,BankingHours,2,2
W00005901,C0005263,ACC000216,ATM,ATM_DEL_001,Bank_A,Delhi,Delhi,28.7041,77.1025,12900.0,2026-01-02T21:54:00,Evening,1,1
W00005902,C0005264,ACC000003,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,156100.0,2026-01-02T12:54:00,BankingHours,1,1
W00005903,C0005265,ACC000112,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,2500.0,2026-01-02T22:20:00,Night,1,1
W00005904,C0005266,ACC000691,ATM,ATM_PUN_001,Bank_A,Pune,Maharashtra,18.5204,73.8567,53800.0,2026-01-02T17:29:00,Evening,1,1
W00005905,C0005267,ACC000139,ATM,ATM_MUM_001,Bank_A,Mumbai,Maharashtra,19.076,72.8777,3600.0,2026-01-02T13:47:00,Afternoon,1,1
W00005906,C0005268,ACC000010,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,375500.0,2026-01-03T11:04:00,BankingHours,1,1
W00005907,C0005269,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,2300.0,2026-01-02T22:59:00,Night,1,1
W00005908,C0005270,ACC000256,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,4400.0,2026-01-02T12:29:00,BankingHours,1,1
W00005909,C0005271,ACC000006,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,81200.0,2026-01-02T13:47:00,BankingHours,1,1
W00005910,C0005272,ACC000003,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,2100.0,2026-01-02T11:19:00,BankingHours,1,1
W00005911,C0005273,ACC000704,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,228900.0,2026-01-02T11:57:00,BankingHours,1,1
W00005912,C0005274,ACC000002,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,1500.0,2026-01-02T17:35:00,Evening,1,1
W00005913,C0005275,ACC000045,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,1110000.0,2026-01-02T11:55:00,BankingHours,1,2
W00005914,C0005275,ACC000045,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,1110000.0,2026-01-02T12:00:00,BankingHours,2,2
W00005915,C0005276,ACC000009,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,38300.0,2026-01-02T22:55:00,Night,1,1
W00005916,C0005277,ACC000111,BRANCH,BR_PUN_001,Bank_C,Pune,Maharashtra,18.5204,73.8567,540400.0,2026-01-02T11:27:00,BankingHours,1,3
W00005917,C0005277,ACC000111,BRANCH,BR_PUN_001,Bank_C,Pune,Maharashtra,18.5204,73.8567,540400.0,2026-01-02T11:32:00,BankingHours,2,3
W00005918,C0005277,ACC000111,BRANCH,BR_PUN_001,Bank_C,Pune,Maharashtra,18.5204,73.8567,540400.0,2026-01-02T11:39:00,BankingHours,3,3
W00005919,C0005278,ACC000282,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,33700.0,2026-01-02T12:48:00,Afternoon,1,1
W00005920,C0005279,ACC000003,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,3100.0,2026-01-02T12:47:39.491666,BankingHours,1,1
W00005921,C0005280,ACC000139,BRANCH,BR_MUM_001,Bank_A,Mumbai,Maharashtra,19.076,72.8777,2200.0,2026-01-02T12:17:39.612295,BankingHours,1,1
W00005922,C0005281,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,21700.0,2026-01-02T12:58:00,Afternoon,1,1
W00005923,C0005282,ACC000032,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,1000.0,2026-01-02T09:59:00,Morning,1,1
W00005924,C0005283,ACC000001,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,643100.0,2026-01-02T13:53:00,BankingHours,1,1
W00005925,C0005284,ACC000006,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,4500.0,2026-01-02T12:16:00,BankingHours,1,1
W00005926,C0005285,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,191100.0,2026-01-02T16:40:00,Afternoon,1,1
W00005927,C0005286,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,82800.0,2026-01-02T23:24:00,Night,1,1
W00005928,C0005287,ACC000060,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,6000.0,2026-01-02T23:33:00,Night,1,1
W00005929,C0005288,ACC000388,BRANCH,BR_CHN_001,Bank_A,Chennai,Tamil Nadu,13.0827,80.2707,480100.0,2026-01-02T10:43:00,BankingHours,1,2
W00005930,C0005288,ACC000388,BRANCH,BR_CHN_001,Bank_A,Chennai,Tamil Nadu,13.0827,80.2707,480100.0,2026-01-02T10:53:00,BankingHours,2,2
W00005931,C0005289,ACC000134,BRANCH,BR_AHM_001,Bank_A,Ahmedabad,Gujarat,23.0225,72.5714,263600.0,2026-01-02T15:31:00,BankingHours,1,1
W00005932,C0005290,ACC000883,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,23900.0,2026-01-02T15:48:00,BankingHours,1,1
W00005933,C0005291,ACC000009,BRANCH,BR_LKO_001,Bank_A,Lucknow,Uttar Pradesh,26.8467,80.9462,2900.0,2026-01-02T10:16:00,BankingHours,1,1
W00005934,C0005292,ACC000085,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,23700.0,2026-01-02T14:51:01.742065,BankingHours,1,1
W00005935,C0005293,ACC000121,ATM,ATM_PAT_001,Bank_B,Patna,Bihar,25.5941,85.1376,2900.0,2026-01-02T12:28:00,Afternoon,1,1
W00005936,C0005294,ACC000288,BRANCH,BR_DEL_001,Bank_C,Delhi,Delhi,28.7041,77.1025,3100.0,2026-01-02T11:11:00,BankingHours,1,1
W00005937,C0005295,ACC000021,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,11200.0,2026-01-02T14:06:00,BankingHours,1,1
W00005938,C0005296,ACC000117,ATM,ATM_PAT_001,Bank_B,Patna,Bihar,25.5941,85.1376,16800.0,2026-01-02T22:34:00,Night,1,1
W00005939,C0005297,ACC000005,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,263600.0,2026-01-02T12:34:30.425856,BankingHours,1,1
W00005940,C0005298,ACC000257,ATM,ATM_PUN_001,Bank_A,Pune,Maharashtra,18.5204,73.8567,7400.0,2026-01-02T18:22:00,Evening,1,1
W00005941,C0005299,ACC000150,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,16300.0,2026-01-02T19:49:00,Evening,1,1
W00005942,C0005300,ACC000013,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,53200.0,2026-01-02T10:02:00,BankingHours,1,1
W00005943,C0005301,ACC000441,ATM,ATM_CHN_001,Bank_B,Chennai,Tamil Nadu,13.0827,80.2707,7200.0,2026-01-02T23:07:00,Night,1,1
W00005944,C0005302,ACC000056,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,177800.0,2026-01-03T13:21:00,BankingHours,1,3
W00005945,C0005302,ACC000056,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,177800.0,2026-01-03T13:37:00,BankingHours,2,3
W00005946,C0005302,ACC000056,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,177800.0,2026-01-03T13:51:00,BankingHours,3,3
W00005947,C0005303,ACC000516,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,9100.0,2026-01-02T11:23:00,BankingHours,1,1
W00005948,C0005304,ACC000002,ATM,ATM_CHN_001,Bank_B,Chennai,Tamil Nadu,13.0827,80.2707,43900.0,2026-01-02T20:50:00,Evening,1,1
W00005949,C0005305,ACC000004,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,2220000.0,2026-01-02T15:17:00,BankingHours,1,1
W00005950,C0005306,ACC000006,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,19000.0,2026-01-02T19:53:00,Evening,1,1
W00005951,C0005307,ACC000334,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,84000.0,2026-01-02T15:53:00,BankingHours,1,1
W00005952,C0005308,ACC000219,ATM,ATM_PAT_001,Bank_B,Patna,Bihar,25.5941,85.1376,105900.0,2026-01-02T21:06:00,Evening,1,1
W00005953,C0005309,ACC000091,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,6100.0,2026-01-02T22:23:00,Night,1,1
W00005954,C0005310,ACC000001,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,30600.0,2026-01-02T23:01:00,Night,1,1
W00005955,C0005311,ACC000079,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,27600.0,2026-01-02T15:01:00,Afternoon,1,1
W00005956,C0005312,ACC001521,BRANCH,BR_PUN_001,Bank_C,Pune,Maharashtra,18.5204,73.8567,192000.0,2026-01-02T15:09:00,BankingHours,1,1
W00005957,C0005313,ACC000951,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,178800.0,2026-01-02T15:23:00,Afternoon,1,1
W00005958,C0005314,ACC000143,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,1800.0,2026-01-02T23:17:00,Night,1,1
W00005959,C0005315,ACC000003,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,273000.0,2026-01-03T13:41:00,BankingHours,1,2
W00005960,C0005315,ACC000003,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,273000.0,2026-01-03T13:53:00,BankingHours,2,2
W00005961,C0005316,ACC000006,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,1110000.0,2026-01-02T11:31:08.079263,BankingHours,1,2
W00005962,C0005316,ACC000006,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,1110000.0,2026-01-02T11:50:08.079263,BankingHours,2,2
W00005963,C0005317,ACC000136,BRANCH,BR_CHN_001,Bank_A,Chennai,Tamil Nadu,13.0827,80.2707,239300.0,2026-01-02T10:54:00,BankingHours,1,1
W00005964,C0005318,ACC000016,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,46800.0,2026-01-02T11:45:00,BankingHours,1,1
W00005965,C0005319,ACC000003,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,202400.0,2026-01-02T13:50:00,BankingHours,1,1
W00005966,C0005320,ACC001524,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,6400.0,2026-01-02T17:30:00,Evening,1,1
W00005967,C0005321,ACC000239,ATM,ATM_MUM_001,Bank_A,Mumbai,Maharashtra,19.076,72.8777,8200.0,2026-01-02T12:05:00,Afternoon,1,1
W00005968,C0005322,ACC000210,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,26000.0,2026-01-02T22:35:00,Night,1,1
W00005969,C0005323,ACC000322,ATM,ATM_PAT_001,Bank_B,Patna,Bihar,25.5941,85.1376,6700.0,2026-01-02T22:48:00,Night,1,1
W00005970,C0005324,ACC000008,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,42600.0,2026-01-02T14:18:00,Afternoon,1,1
W00005971,C0005325,ACC000001,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,8400.0,2026-01-02T23:01:00,Night,1,1
W00005972,C0005326,ACC000068,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,4000.0,2026-01-02T19:41:00,Evening,1,1
W00005973,C0005327,ACC001574,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,10700.0,2026-01-02T23:54:00,Night,1,1
W00005974,C0005328,ACC000006,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,49000.0,2026-01-02T11:18:00,BankingHours,1,1
W00005975,C0005329,ACC001842,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,68200.0,2026-01-02T10:27:00,BankingHours,1,1
W00005976,C0005330,ACC000035,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,956900.0,2026-01-02T10:41:00,BankingHours,1,1
W00005977,C0005331,ACC000014,ATM,ATM_CHN_001,Bank_B,Chennai,Tamil Nadu,13.0827,80.2707,4100.0,2026-01-02T22:01:00,Night,1,1
W00005978,C0005332,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,213400.0,2026-01-02T13:05:00,Afternoon,1,1
W00005979,C0005333,ACC000003,ATM,ATM_HYD_001,Bank_A,Hyderabad,Telangana,17.385,78.4867,83500.0,2026-01-02T13:55:00,Afternoon,1,1
W00005980,C0005334,ACC000006,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,7900.0,2026-01-02T15:52:00,BankingHours,1,1
W00005981,C0005335,ACC000001,BRANCH,BR_HYD_001,Bank_C,Hyderabad,Telangana,17.385,78.4867,309500.0,2026-01-02T10:56:00,BankingHours,1,1
W00005982,C0005336,ACC000277,BRANCH,BR_PAT_001,Bank_A,Patna,Bihar,25.5941,85.1376,59400.0,2026-01-02T11:03:00,BankingHours,1,1
W00005983,C0005337,ACC000029,ATM,ATM_PAT_001,Bank_B,Patna,Bihar,25.5941,85.1376,23100.0,2026-01-02T14:58:00,Afternoon,1,1
