account_id,ring_id,bank,state,city,account_type,account_age_days,total_case_count,final_reputation_score,reused_in_multiple_cases
ACC000308,R0057,Bank_A,Telangana,Hyderabad,SAVINGS,827,40,1.0,1
ACC000309,R0057,Bank_B,Telangana,Hyderabad,SAVINGS,750,41,1.0,1
ACC000310,R0057,Bank_D,Odisha,Lucknow,SAVINGS,2032,42,1.0,1
ACC000311,R0057,Bank_D,Tamil Nadu,Chennai,CURRENT,2050,38,1.0,1
ACC000312,R0058,Bank_E,Telangana,Hyderabad,SAVINGS,443,31,1.0,1
ACC000313,R0058,Bank_A,Telangana,Hyderabad,CURRENT,1578,34,1.0,1
ACC000314,R0058,Bank_B,Telangana,Hyderabad,CURRENT,132,34,1.0,1
ACC000315,R0058,Bank_C,Telangana,Hyderabad,SAVINGS,1919,35,1.0,1
ACC000316,R0059,Bank_A,Bihar,Patna,SAVINGS,2188,46,1.0,1
ACC000317,R0059,Bank_B,Bihar,Patna,SAVINGS,1699,47,1.0,1
ACC000318,R0059,Bank_D,Bihar,Patna,CURRENT,2084,45,1.0,1
ACC000319,R0060,Bank_E,Bihar,Patna,SAVINGS,87,39,1.0,1
ACC000320,R0060,Bank_E,Bihar,Patna,SAVINGS,732,39,1.0,1
ACC000321,R0060,Bank_A,Bihar,Patna,SAVINGS,1147,39,1.0,1
ACC000322,R0060,Bank_B,Bihar,Patna,SAVINGS,112,37,1.0,1
ACC000323,R0061,Bank_E,Telangana,Hyderabad,SAVINGS,248,47,1.0,1
ACC000324,R0061,Bank_B,Maharashtra,Pune,SAVINGS,584,47,1.0,1
ACC000325,R0061,Bank_D,Telangana,Hyderabad,SAVINGS,1495,48,1.0,1
ACC000326,R0062,Bank_D,Telangana,Hyderabad,SAVINGS,228,30,1.0,1
ACC000327,R0062,Bank_D,Telangana,Hyderabad,SAVINGS,1231,28,0.9999,1
ACC000328,R0062,Bank_B,Telangana,Hyderabad,SAVINGS,1535,30,1.0,1
ACC000329,R0062,Bank_B,Bihar,Patna,SAVINGS,1841,28,0.9999,1
ACC000330,R0062,Bank_D,Telangana,Hyderabad,SAVINGS,985,31,1.0,1
ACC000331,R0063,Bank_D,Telangana,Hyderabad,SAVINGS,1965,39,1.0,1
ACC000332,R0063,Bank_D,Telangana,Hyderabad,SAVINGS,2010,39,1.0,1
ACC000333,R0063,Bank_C,Telangana,Hyderabad,CURRENT,2091,39,1.0,1
ACC000334,R0064,Bank_A,Telangana,Hyderabad,SAVINGS,325,37,1.0,1
ACC000335,R0064,Bank_A,Telangana,Hyderabad,SAVINGS,779,37,1.0,1
ACC000336,R0064,Bank_A,Telangana,Hyderabad,SAVINGS,603,38,1.0,1
ACC000337,R0065,Bank_E,Telangana,Hyderabad,CURRENT,2111,29,1.0,1
ACC000338,R0065,Bank_A,Telangana,Hyderabad,SAVINGS,935,29,1.0,1
ACC000339,R0065,Bank_D,Telangana,Hyderabad,SAVINGS,538,28,0.9999,1
ACC000340,R0066,Bank_B,Telangana,Hyderabad,SAVINGS,1027,40,1.0,1
ACC000341,R0066,Bank_D,Telangana,Hyderabad,SAVINGS,1579,39,1.0,1
ACC000342,R0066,Bank_E,Telangana,Hyderabad,SAVINGS,1940,40,1.0,1
ACC000343,R0067,Bank_B,Telangana,Hyderabad,CURRENT,873,13,0.9894,1
ACC000344,R0067,Bank_B,Telangana,Hyderabad,SAVINGS,1851,6,0.8775,1
ACC000345,R0067,Bank_A,Telangana,Hyderabad,SAVINGS,1086,14,0.9926,1
ACC000346,R0067,Bank_B,Telangana,Hyderabad,SAVINGS,1033,10,0.9698,1
ACC000347,R0067,Bank_C,Telangana,Hyderabad,SAVINGS,1043,10,0.9698,1
ACC000348,R0067,Bank_D,Telangana,Hyderabad,SAVINGS,1801,15,0.9948,1
ACC000349,R0067,Bank_C,Telangana,Hyderabad,SAVINGS,1879,6,0.8775,1
ACC000350,R0067,Bank_D,Telangana,Hyderabad,SAVINGS,1628,15,0.9948,1
ACC000351,R0067,Bank_C,Telangana,Hyderabad,SAVINGS,1129,8,0.9392,1
ACC000352,R0067,Bank_E,Odisha,Mumbai,CURRENT,402,8,0.9392,1
ACC000353,R0067,Bank_E,Andhra Pradesh,Pune,CURRENT,1518,12,0.985,1
ACC000354,R0067,Bank_C,Telangana,Hyderabad,SAVINGS,1563,11,0.9787,1
ACC000355,R0067,Bank_B,Telangana,Hyderabad,SAVINGS,383,9,0.9571,1
ACC000356,R0067,Bank_B,Telangana,Hyderabad,SAVINGS,556,9,0.9571,1
ACC000357,R0067,Bank_B,Telangana,Hyderabad,SAVINGS,1111,8,0.9392,1
ACC000358,R0067,Bank_C,Andhra Pradesh,Hyderabad,SAVINGS,561,12,0.985,1
ACC000359,R0067,Bank_B,Telangana,Hyderabad,SAVINGS,1856,9,0.9571,1
ACC000360,R0067,Bank_D,Telangana,Hyderabad,CURRENT,1978,10,0.9698,1
ACC000361,R0068,Bank_D,Maharashtra,Mumbai,SAVINGS,407,35,1.0,1
ACC000362,R0068,Bank_D,Maharashtra,Mumbai,SAVINGS,670,33,1.0,1
ACC000363,R0068,Bank_C,Maharashtra,Pune,SAVINGS,1724,31,1.0,1
ACC000364,R0069,Bank_A,Andhra Pradesh,Patna,SAVINGS,1176,20,0.9991,1
ACC000365,R0069,Bank_E,Andhra Pradesh,Lucknow,SAVINGS,1914,20,0.9991,1
ACC000366,R0069,Bank_D,Andhra Pradesh,Chennai,SAVINGS,1654,20,0.9991,1
ACC000367,R0070,Bank_E,Tamil Nadu,Chennai,SAVINGS,204,34,1.0,1
ACC000368,R0070,Bank_D,Uttar Pradesh,Lucknow,SAVINGS,489,33,1.0,1
ACC000369,R0070,Bank_E,Tamil Nadu,Chennai,SAVINGS,1446,35,1.0,1
ACC000370,R0071,Bank_A,Maharashtra,Pune,SAVINGS,1406,29,1.0,1
ACC000371,R0071,Bank_B,Maharashtra,Mumbai,SAVINGS,1572,29,1.0,1
ACC000372,R0071,Bank_C,Odisha,Chennai,SAVINGS,1630,27,0.9999,1
ACC000373,R0071,Bank_E,Telangana,Hyderabad,SAVINGS,783,31,1.0,1
ACC000374,R0072,Bank_B,Tamil Nadu,Chennai,SAVINGS,546,9,0.9571,1
ACC000375,R0072,Bank_E,Tamil Nadu,Chennai,SAVINGS,372,4,0.7534,1
ACC000376,R0072,Bank_C,Tamil Nadu,Chennai,SAVINGS,97,11,0.9787,1
ACC000377,R0072,Bank_D,Tamil Nadu,Chennai,SAVINGS,1316,12,0.985,1
ACC000378,R0072,Bank_D,Tamil Nadu,Chennai,SAVINGS,1497,12,0.985,1
ACC000379,R0072,Bank_E,Tamil Nadu,Chennai,CURRENT,1628,9,0.9571,1
ACC000380,R0072,Bank_C,Tamil Nadu,Chennai,SAVINGS,1622,10,0.9698,1
ACC000381,R0072,Bank_B,Tamil Nadu,Chennai,SAVINGS,1819,12,0.985,1
ACC000382,R0072,Bank_C,Tamil Nadu,Chennai,SAVINGS,602,6,0.8775,1
ACC000383,R0072,Bank_B,Tamil Nadu,Chennai,SAVINGS,958,8,0.9392,1
ACC000384,R0072,Bank_B,Tamil Nadu,Chennai,SAVINGS,1297,8,0.9392,1
ACC000385,R0072,Bank_D,Tamil Nadu,Chennai,SAVINGS,834,7,0.9137,1
ACC000386,R0072,Bank_C,Tamil Nadu,Chennai,SAVINGS,712,12,0.985,1
ACC000387,R0072,Bank_A,Telangana,Hyderabad,SAVINGS,1647,10,0.9698,1
ACC000388,R0072,Bank_B,Tamil Nadu,Chennai,SAVINGS,705,10,0.9698,1
ACC000389,R0072,Bank_E,Tamil Nadu,Chennai,SAVINGS,908,8,0.9392,1
ACC000390,R0072,Bank_D,Tamil Nadu,Chennai,SAVINGS,1370,13,0.9894,1
ACC000391,R0072,Bank_E,Tamil Nadu,Chennai,SAVINGS,269,9,0.9571,1
ACC000392,R0073,Bank_A,Telangana,Hyderabad,SAVINGS,364,18,0.9982,1
ACC000393,R0073,Bank_C,Telangana,Hyderabad,SAVINGS,1210,20,0.9991,1
ACC000394,R0073,Bank_B,Telangana,Hyderabad,CURRENT,247,20,0.9991,1
ACC000395,R0074,Bank_D,Telangana,Hyderabad,CURRENT,203,24,0.9998,1
ACC000396,R0074,Bank_D,Kerala,Lucknow,SAVINGS,968,26,0.9999,1
ACC000397,R0074,Bank_D,Maharashtra,Pune,SAVINGS,1430,26,0.9999,1
ACC000398,R0075,Bank_C,Telangana,Hyderabad,SAVINGS,1178,9,0.9571,1
ACC000399,R0075,Bank_E,Bihar,Patna,SAVINGS,544,10,0.9698,1
ACC000400,R0075,Bank_D,Andhra Pradesh,Bengaluru,SAVINGS,1923,9,0.9571,1
ACC000401,R0075,Bank_A,Bihar,Patna,SAVINGS,569,13,0.9894,1
ACC000402,R0075,Bank_D,Bihar,Patna,SAVINGS,1136,10,0.9698,1
ACC000403,R0075,Bank_C,Bihar,Patna,CURRENT,2035,13,0.9894,1
ACC000404,R0075,Bank_D,Bihar,Patna,SAVINGS,2012,9,0.9571,1
ACC000405,R0075,Bank_B,Bihar,Patna,SAVINGS,296,14,0.9926,1
ACC000406,R0075,Bank_E,Bihar,Patna,SAVINGS,284,11,0.9787,1
ACC000407,R0075,Bank_B,Telangana,Hyderabad,SAVINGS,215,10,0.9698,1
ACC000408,R0075,Bank_D,Bihar,Patna,SAVINGS,440,14,0.9926,1
ACC000409,R0075,Bank_B,Bihar,Patna,SAVINGS,1501,11,0.9787,1
ACC000410,R0075,Bank_E,Telangana,Hyderabad,SAVINGS,257,10,0.9698,1
ACC000411,R0075,Bank_B,Bihar,Patna,SAVINGS,357,10,0.9698,1
ACC000412,R0075,Bank_C,Bihar,Patna,SAVINGS,565,12,0.985,1
ACC000413,R0075,Bank_A,Telangana,Hyderabad,SAVINGS,1499,11,0.9787,1
ACC000414,R0075,Bank_D,Bihar,Patna,SAVINGS,1826,13,0.9894,1
ACC000415,R0075,Bank_B,Bihar,Patna,SAVINGS,1642,10,0.9698,1
ACC000416,R0076,Bank_E,Maharashtra,Mumbai,SAVINGS,1809,30,1.0,1
ACC000417,R0076,Bank_C,Maharashtra,Pune,SAVINGS,1816,32,1.0,1
ACC000418,R0076,Bank_D,Maharashtra,Pune,SAVINGS,1825,29,1.0,1
ACC000419,R0077,Bank_A,Maharashtra,Mumbai,SAVINGS,1179,24,0.9998,1
ACC000420,R0077,Bank_B,Maharashtra,Mumbai,SAVINGS,1957,23,0.9997,1
ACC000421,R0077,Bank_D,Telangana,Hyderabad,SAVINGS,2086,25,0.9998,1
ACC000422,R0077,Bank_B,Maharashtra,Pune,SAVINGS,777,23,0.9997,1
ACC000423,R0078,Bank_D,Telangana,Hyderabad,SAVINGS,1870,31,1.0,1
ACC000424,R0078,Bank_E,Telangana,Hyderabad,SAVINGS,837,33,1.0,1
ACC000425,R0078,Bank_A,Telangana,Hyderabad,CURRENT,292,35,1.0,1
ACC000426,R0079,Bank_D,Telangana,Hyderabad,SAVINGS,526,27,0.9999,1
ACC000427,R0079,Bank_E,Telangana,Hyderabad,CURRENT,395,26,0.9999,1
ACC000428,R0079,Bank_C,Telangana,Hyderabad,SAVINGS,462,28,0.9999,1
ACC000429,R0079,Bank_E,Telangana,Hyderabad,SAVINGS,1340,27,0.9999,1
ACC000430,R0080,Bank_D,Telangana,Hyderabad,SAVINGS,514,26,0.9999,1
ACC000431,R0080,Bank_C,Telangana,Hyderabad,CURRENT,709,26,0.9999,1
ACC000432,R0080,Bank_B,Telangana,Hyderabad,SAVINGS,323,28,0.9999,1
ACC000433,R0081,Bank_D,Telangana,Hyderabad,CURRENT,35,31,1.0,1
ACC000434,R0081,Bank_E,Telangana,Hyderabad,SAVINGS,1703,29,1.0,1
ACC000435,R0081,Bank_B,Telangana,Hyderabad,SAVINGS,672,32,1.0,1
ACC000436,R0082,Bank_D,Tamil Nadu,Chennai,SAVINGS,1760,17,0.9974,1
ACC000437,R0082,Bank_E,Telangana,Hyderabad,CURRENT,292,19,0.9987,1
ACC000438,R0082,Bank_C,Tamil Nadu,Chennai,SAVINGS,1365,16,0.9963,1
ACC000439,R0082,Bank_B,Tamil Nadu,Chennai,SAVINGS,128,17,0.9974,1
ACC000440,R0082,Bank_E,Telangana,Hyderabad,SAVINGS,1565,14,0.9926,1
ACC000441,R0082,Bank_D,Tamil Nadu,Chennai,SAVINGS,1501,18,0.9982,1
ACC000442,R0083,Bank_B,Telangana,Hyderabad,SAVINGS,1679,21,0.9994,1
ACC000443,R0083,Bank_D,Telangana,Hyderabad,SAVINGS,2021,22,0.9995,1
ACC000444,R0083,Bank_B,Telangana,Hyderabad,SAVINGS,1506,23,0.9997,1
ACC000445,R0083,Bank_A,Telangana,Hyderabad,SAVINGS,1615,20,0.9991,1
ACC000446,R0083,Bank_E,Telangana,Hyderabad,SAVINGS,1525,24,0.9998,1
ACC000447,R0084,Bank_C,Odisha,Mumbai,SAVINGS,2191,18,0.9982,1
ACC000448,R0084,Bank_A,Bihar,Patna,SAVINGS,1619,20,0.9991,1
ACC000449,R0084,Bank_B,Bihar,Patna,SAVINGS,11,19,0.9987,1
ACC000450,R0084,Bank_B,Bihar,Patna,SAVINGS,417,16,0.9963,1
ACC000451,R0084,Bank_D,Bihar,Patna,SAVINGS,2016,21,0.9994,1
ACC000452,R0084,Bank_E,Bihar,Patna,CURRENT,322,22,0.9995,1
ACC000453,R0084,Bank_B,Bihar,Patna,SAVINGS,220,20,0.9991,1
ACC000454,R0084,Bank_B,Bihar,Patna,SAVINGS,2170,15,0.9948,1
ACC000455,R0085,Bank_A,Andhra Pradesh,Ahmedabad,CURRENT,1673,17,0.9974,1
ACC000456,R0085,Bank_E,Andhra Pradesh,Delhi,SAVINGS,186,19,0.9987,1
ACC000457,R0085,Bank_E,Andhra Pradesh,Pune,SAVINGS,646,19,0.9987,1
ACC000458,R0086,Bank_A,Bihar,Patna,SAVINGS,572,30,1.0,1
ACC000459,R0086,Bank_C,Bihar,Patna,CURRENT,1186,30,1.0,1
ACC000460,R0086,Bank_D,Telangana,Hyderabad,CURRENT,1867,30,1.0,1
ACC000461,R0087,Bank_C,Telangana,Hyderabad,SAVINGS,391,19,0.9987,1
ACC000462,R0087,Bank_D,Telangana,Hyderabad,SAVINGS,566,19,0.9987,1
ACC000463,R0087,Bank_B,Telangana,Hyderabad,SAVINGS,1840,17,0.9974,1
ACC000464,R0088,Bank_B,Telangana,Hyderabad,SAVINGS,767,30,1.0,1
ACC000465,R0088,Bank_C,Telangana,Hyderabad,SAVINGS,812,32,1.0,1
ACC000466,R0088,Bank_A,Telangana,Hyderabad,CURRENT,539,31,1.0,1
ACC000467,R0088,Bank_B,Telangana,Hyderabad,CURRENT,2082,28,0.9999,1
ACC000468,R0088,Bank_B,Maharashtra,Pune,SAVINGS,766,30,1.0,1
ACC000469,R0089,Bank_D,Bihar,Patna,SAVINGS,91,29,1.0,1
ACC000470,R0089,Bank_A,Bihar,Patna,SAVINGS,104,29,1.0,1
ACC000471,R0089,Bank_A,Bihar,Patna,SAVINGS,1054,30,1.0,1
ACC000472,R0090,Bank_B,Telangana,Hyderabad,CURRENT,316,24,0.9998,1
ACC000473,R0090,Bank_C,Telangana,Hyderabad,SAVINGS,1552,24,0.9998,1
ACC000474,R0090,Bank_E,Telangana,Hyderabad,SAVINGS,240,24,0.9998,1
ACC000475,R0091,Bank_E,Bihar,Patna,SAVINGS,1408,16,0.9963,1
ACC000476,R0091,Bank_A,Bihar,Patna,SAVINGS,959,15,0.9948,1
ACC000477,R0091,Bank_C,Bihar,Patna,SAVINGS,1086,19,0.9987,1
ACC000478,R0091,Bank_E,Bihar,Patna,SAVINGS,1098,17,0.9974,1
ACC000479,R0092,Bank_B,Odisha,Hyderabad,SAVINGS,744,19,0.9987,1
ACC000480,R0092,Bank_A,Telangana,Hyderabad,SAVINGS,712,20,0.9991,1
ACC000481,R0092,Bank_A,Telangana,Hyderabad,SAVINGS,965,20,0.9991,1
ACC000482,R0093,Bank_B,Telangana,Hyderabad,SAVINGS,725,16,0.9963,1
ACC000483,R0093,Bank_A,Telangana,Hyderabad,SAVINGS,1215,17,0.9974,1
ACC000484,R0093,Bank_D,Tamil Nadu,Chennai,SAVINGS,1278,17,0.9974,1
ACC000485,R0094,Bank_A,Odisha,Delhi,SAVINGS,779,6,0.8775,1
ACC000486,R0094,Bank_E,Odisha,Kolkata,SAVINGS,421,3,0.6501,1
ACC000487,R0094,Bank_B,Bihar,Patna,SAVINGS,998,8,0.9392,1
ACC000488,R0094,Bank_D,Telangana,Hyderabad,SAVINGS,1959,6,0.8775,1
ACC000489,R0094,Bank_B,Odisha,Mumbai,SAVINGS,1095,5,0.8262,1
ACC000490,R0094,Bank_C,Odisha,Kolkata,SAVINGS,391,3,0.6501,1
ACC000491,R0094,Bank_E,Odisha,Ahmedabad,SAVINGS,1316,4,0.7534,1
ACC000492,R0094,Bank_B,Odisha,Ahmedabad,SAVINGS,881,6,0.8775,1
ACC000493,R0094,Bank_E,Odisha,Pune,SAVINGS,1882,7,0.9137,1
ACC000494,R0094,Bank_C,Odisha,Hyderabad,SAVINGS,1452,9,0.9571,1
ACC000495,R0094,Bank_A,Odisha,Patna,SAVINGS,1907,8,0.9392,1
ACC000496,R0094,Bank_E,Telangana,Hyderabad,SAVINGS,1212,6,0.8775,1
ACC000497,R0094,Bank_B,Telangana,Hyderabad,SAVINGS,1540,7,0.9137,1
ACC000498,R0094,Bank_D,Andhra Pradesh,Delhi,SAVINGS,1608,9,0.9571,1
ACC000499,R0094,Bank_C,Odisha,Pune,SAVINGS,1837,6,0.8775,1
ACC000500,R0094,Bank_E,Odisha,Chennai,SAVINGS,912,6,0.8775,1
ACC000501,R0094,Bank_D,Odisha,Chennai,SAVINGS,1452,7,0.9137,1
ACC000502,R0094,Bank_C,Odisha,Chennai,SAVINGS,1362,7,0.9137,1
ACC000503,R0095,Bank_B,Odisha,Delhi,SAVINGS,347,33,1.0,1
ACC000504,R0095,Bank_A,Maharashtra,Pune,CURRENT,947,32,1.0,1
ACC000505,R0095,Bank_C,Maharashtra,Pune,CURRENT,552,33,1.0,1
ACC000506,R0096,Bank_C,Telangana,Hyderabad,SAVINGS,1315,19,0.9987,1
ACC000507,R0096,Bank_E,Telangana,Hyderabad,SAVINGS,807,19,0.9987,1
ACC000508,R0096,Bank_D,Odisha,Mumbai,SAVINGS,2064,18,0.9982,1
ACC000509,R0097,Bank_D,Odisha,Lucknow,CURRENT,1723,28,0.9999,1
ACC000510,R0097,Bank_B,Telangana,Hyderabad,SAVINGS,998,27,0.9999,1
ACC000511,R0097,Bank_B,Andhra Pradesh,Hyderabad,SAVINGS,164,29,1.0,1
ACC000512,R0097,Bank_E,Odisha,Kolkata,CURRENT,971,30,1.0,1
ACC000513,R0097,Bank_C,Odisha,Jaipur,SAVINGS,1518,25,0.9998,1
ACC000514,R0098,Bank_C,Telangana,Hyderabad,SAVINGS,488,19,0.9987,1
ACC000515,R0098,Bank_D,Bihar,Patna,SAVINGS,653,18,0.9982,1
ACC000516,R0098,Bank_C,Bihar,Patna,SAVINGS,818,19,0.9987,1
ACC000517,R0099,Bank_A,Tamil Nadu,Chennai,SAVINGS,1348,17,0.9974,1
ACC000518,R0099,Bank_D,Bihar,Patna,SAVINGS,950,17,0.9974,1
ACC000519,R0099,Bank_E,Bihar,Patna,CURRENT,1329,17,0.9974,1
ACC000520,R0099,Bank_D,Telangana,Hyderabad,SAVINGS,2016,16,0.9963,1
ACC000521,R0099,Bank_D,Bihar,Patna,SAVINGS,1166,18,0.9982,1
ACC000522,R0099,Bank_C,Bihar,Patna,SAVINGS,2181,16,0.9963,1
ACC000523,R0100,Bank_C,Telangana,Hyderabad,SAVINGS,67,15,0.9948,1
ACC000524,R0100,Bank_C,Telangana,Hyderabad,SAVINGS,1340,17,0.9974,1
ACC000525,R0100,Bank_B,Telangana,Hyderabad,SAVINGS,757,17,0.9974,1
ACC000526,R0101,Bank_E,Telangana,Hyderabad,CURRENT,363,17,0.9974,1
ACC000527,R0101,Bank_A,Telangana,Hyderabad,SAVINGS,333,17,0.9974,1
ACC000528,R0101,Bank_C,Telangana,Hyderabad,SAVINGS,1183,17,0.9974,1
ACC000529,R0102,Bank_E,Telangana,Hyderabad,CURRENT,1955,14,0.9926,1
ACC000530,R0102,Bank_A,Telangana,Hyderabad,SAVINGS,1248,13,0.9894,1
ACC000531,R0102,Bank_E,Telangana,Hyderabad,SAVINGS,520,13,0.9894,1
ACC000532,R0102,Bank_B,Telangana,Hyderabad,SAVINGS,317,11,0.9787,1
ACC000533,R0103,Bank_D,Maharashtra,Pune,SAVINGS,889,19,0.9987,1
ACC000534,R0103,Bank_E,Maharashtra,Mumbai,SAVINGS,259,20,0.9991,1
ACC000535,R0103,Bank_B,Maharashtra,Mumbai,SAVINGS,1775,19,0.9987,1
ACC000536,R0104,Bank_B,Telangana,Hyderabad,CURRENT,969,25,0.9998,1
ACC000537,R0104,Bank_E,Telangana,Hyderabad,SAVINGS,491,26,0.9999,1
ACC000538,R0104,Bank_A,Andhra Pradesh,Chennai,SAVINGS,561,23,0.9997,1
ACC000539,R0105,Bank_B,Telangana,Hyderabad,SAVINGS,1268,17,0.9974,1
ACC000540,R0105,Bank_D,Telangana,Hyderabad,SAVINGS,632,16,0.9963,1
ACC000541,R0105,Bank_E,Telangana,Hyderabad,SAVINGS,333,15,0.9948,1
ACC000542,R0105,Bank_E,Telangana,Hyderabad,CURRENT,464,18,0.9982,1
ACC000543,R0106,Bank_D,Telangana,Hyderabad,SAVINGS,1704,26,0.9999,1
ACC000544,R0106,Bank_C,Telangana,Hyderabad,CURRENT,170,24,0.9998,1
ACC000545,R0106,Bank_B,Telangana,Hyderabad,SAVINGS,259,24,0.9998,1
ACC000546,R0106,Bank_E,Telangana,Hyderabad,SAVINGS,619,25,0.9998,1
ACC000547,R0107,Bank_C,Maharashtra,Mumbai,SAVINGS,454,11,0.9787,1
ACC000548,R0107,Bank_E,Telangana,Hyderabad,SAVINGS,923,11,0.9787,1
ACC000549,R0107,Bank_C,Bihar,Patna,CURRENT,1959,10,0.9698,1
ACC000550,R0108,Bank_B,Maharashtra,Mumbai,SAVINGS,245,21,0.9994,1
ACC000551,R0108,Bank_A,Maharashtra,Pune,SAVINGS,767,23,0.9997,1
ACC000552,R0108,Bank_B,Telangana,Hyderabad,SAVINGS,619,21,0.9994,1
ACC000553,R0108,Bank_D,Maharashtra,Mumbai,SAVINGS,1603,18,0.9982,1
ACC000554,R0108,Bank_B,Maharashtra,Mumbai,SAVINGS,2095,22,0.9995,1
ACC000555,R0109,Bank_D,Bihar,Patna,SAVINGS,1198,26,0.9999,1
ACC000556,R0109,Bank_C,Tamil Nadu,Chennai,SAVINGS,64,27,0.9999,1
ACC000557,R0109,Bank_C,Bihar,Patna,SAVINGS,1267,26,0.9999,1
ACC000558,R0109,Bank_D,Bihar,Patna,SAVINGS,735,25,0.9998,1
ACC000559,R0110,Bank_E,Telangana,Hyderabad,SAVINGS,2183,15,0.9948,1
ACC000560,R0110,Bank_C,Telangana,Hyderabad,SAVINGS,1765,14,0.9926,1
ACC000561,R0110,Bank_D,Telangana,Hyderabad,SAVINGS,1873,21,0.9994,1
ACC000562,R0110,Bank_E,Telangana,Hyderabad,SAVINGS,2116,16,0.9963,1
ACC000563,R0110,Bank_C,Telangana,Hyderabad,SAVINGS,2060,15,0.9948,1
ACC000564,R0111,Bank_D,Maharashtra,Mumbai,SAVINGS,1423,13,0.9894,1
ACC000565,R0111,Bank_B,Telangana,Hyderabad,SAVINGS,41,13,0.9894,1
ACC000566,R0111,Bank_A,Telangana,Hyderabad,CURRENT,1681,11,0.9787,1
ACC000567,R0111,Bank_B,Telangana,Hyderabad,SAVINGS,1668,10,0.9698,1
ACC000568,R0112,Bank_A,Kerala,Hyderabad,SAVINGS,2041,13,0.9894,1
ACC000569,R0112,Bank_E,Kerala,Pune,SAVINGS,696,16,0.9963,1
ACC000570,R0112,Bank_B,Kerala,Delhi,SAVINGS,748,17,0.9974,1
ACC000571,R0112,Bank_D,Kerala,Bengaluru,CURRENT,887,14,0.9926,1
ACC000572,R0112,Bank_D,Telangana,Hyderabad,SAVINGS,1364,15,0.9948,1
ACC000573,R0112,Bank_A,Telangana,Hyderabad,CURRENT,622,14,0.9926,1
ACC000574,R0113,Bank_E,Telangana,Hyderabad,SAVINGS,1369,17,0.9974,1
ACC000575,R0113,Bank_E,Maharashtra,Pune,SAVINGS,346,18,0.9982,1
ACC000576,R0113,Bank_D,Maharashtra,Mumbai,SAVINGS,1422,18,0.9982,1
ACC000577,R0114,Bank_C,Telangana,Hyderabad,SAVINGS,608,21,0.9994,1
ACC000578,R0114,Bank_A,Telangana,Hyderabad,SAVINGS,1360,20,0.9991,1
ACC000579,R0114,Bank_E,Telangana,Hyderabad,SAVINGS,495,22,0.9995,1
ACC000580,R0115,Bank_A,Bihar,Patna,SAVINGS,1762,15,0.9948,1
ACC000581,R0115,Bank_E,Telangana,Hyderabad,SAVINGS,1210,14,0.9926,1
ACC000582,R0115,Bank_D,Bihar,Patna,SAVINGS,1768,15,0.9948,1
ACC000583,R0116,Bank_E,Telangana,Hyderabad,SAVINGS,635,13,0.9894,1
ACC000584,R0116,Bank_B,Telangana,Hyderabad,SAVINGS,1675,12,0.985,1
ACC000585,R0116,Bank_D,Telangana,Hyderabad,SAVINGS,1136,12,0.985,1
ACC000586,R0116,Bank_D,Telangana,Hyderabad,SAVINGS,829,12,0.985,1
ACC000587,R0117,Bank_D,Telangana,Hyderabad,SAVINGS,2063,14,0.9926,1
ACC000588,R0117,Bank_B,Telangana,Hyderabad,SAVINGS,840,14,0.9926,1
ACC000589,R0117,Bank_E,Telangana,Hyderabad,SAVINGS,44,19,0.9987,1
ACC000590,R0117,Bank_C,Telangana,Hyderabad,SAVINGS,492,18,0.9982,1
ACC000591,R0117,Bank_E,Telangana,Hyderabad,SAVINGS,372,17,0.9974,1
ACC000592,R0118,Bank_D,Telangana,Hyderabad,SAVINGS,1283,24,0.9998,1
ACC000593,R0118,Bank_E,Telangana,Hyderabad,CURRENT,324,24,0.9998,1
ACC000594,R0118,Bank_A,Telangana,Hyderabad,CURRENT,1034,24,0.9998,1
ACC000595,R0119,Bank_D,Tamil Nadu,Chennai,CURRENT,1828,16,0.9963,1
ACC000596,R0119,Bank_E,Tamil Nadu,Chennai,SAVINGS,1068,16,0.9963,1
ACC000597,R0119,Bank_C,Tamil Nadu,Chennai,SAVINGS,1636,17,0.9974,1
ACC000598,R0120,Bank_B,Telangana,Hyderabad,SAVINGS,1670,17,0.9974,1
ACC000599,R0120,Bank_D,Telangana,Hyderabad,SAVINGS,221,18,0.9982,1
ACC000600,R0120,Bank_E,Telangana,Hyderabad,SAVINGS,75,17,0.9974,1
ACC000601,R0121,Bank_C,Telangana,Hyderabad,SAVINGS,2026,8,0.9392,1
ACC000602,R0121,Bank_C,Telangana,Hyderabad,SAVINGS,1903,5,0.8262,1
ACC000603,R0121,Bank_E,Telangana,Hyderabad,SAVINGS,699,5,0.8262,1
ACC000604,R0121,Bank_C,Telangana,Hyderabad,SAVINGS,218,5,0.8262,1
ACC000605,R0121,Bank_E,Telangana,Hyderabad,SAVINGS,1550,7,0.9137,1
ACC000606,R0121,Bank_A,Telangana,Hyderabad,SAVINGS,645,3,0.6501,1
ACC000607,R0121,Bank_D,Telangana,Hyderabad,SAVINGS,2040,2,0.5034,1
ACC000608,R0121,Bank_A,Telangana,Hyderabad,SAVINGS,476,6,0.8775,1
ACC000609,R0121,Bank_E,Telangana,Hyderabad,CURRENT,1885,6,0.8775,1
ACC000610,R0122,Bank_B,Telangana,Hyderabad,SAVINGS,451,16,0.9963,1
ACC000611,R0122,Bank_E,Bihar,Patna,SAVINGS,1167,18,0.9982,1
