victim_id,state,city,age_bracket,bank,account_balance_tier,fraud_type
V0001730,Telangana,Hyderabad,36-50,Bank_B,Low,Cheating
V0001731,Telangana,Hyderabad,36-50,Bank_B,Low,Fraud
V0001732,Maharashtra,Mumbai,51+,Bank_C,Low,Fraud
V0001733,Telangana,Hyderabad,26-35,Bank_C,High,Cheating
V0001734,Maharashtra,Mumbai,36-50,Bank_D,High,Fraud
V0001735,Telangana,Hyderabad,26-35,Bank_C,Low,Cheating
V0001736,Telangana,Hyderabad,51+,Bank_B,High,Fraud
V0001737,Maharashtra,Pune,36-50,Bank_B,High,Fraud
V0001738,Maharashtra,Pune,36-50,Bank_B,Low,Fraud
V0001739,Telangana,Hyderabad,26-35,Bank_E,Low,Fraud
V0001740,Telangana,Hyderabad,26-35,Bank_C,Low,Fraud
V0001741,Telangana,Hyderabad,36-50,Bank_B,Medium,Fraud
V0001742,Telangana,Hyderabad,18-25,Bank_C,Medium,Fraud
V0001743,Telangana,Hyderabad,36-50,Bank_A,Medium,Cheating
V0001744,Telangana,Hyderabad,26-35,Bank_A,High,Cheating
V0001745,Andhra Pradesh,Jaipur,51+,Bank_A,High,Fraud
V0001746,Telangana,Hyderabad,36-50,Bank_B,High,Fraud
V0001747,Gujarat,Ahmedabad,18-25,Bank_E,High,Fraud
V0001748,Telangana,Hyderabad,26-35,Bank_B,Medium,Cheating
V0001749,Telangana,Hyderabad,51+,Bank_A,Medium,Cheating
V0001750,Telangana,Hyderabad,51+,Bank_A,Low,Cyber Blackmailing
V0001751,Maharashtra,Mumbai,18-25,Bank_B,High,Cheating
V0001752,Telangana,Hyderabad,36-50,Bank_D,Medium,Fraud
V0001753,Gujarat,Ahmedabad,36-50,Bank_A,High,Cheating
V0001754,Tamil Nadu,Chennai,18-25,Bank_B,Medium,Cheating
V0001755,Telangana,Hyderabad,18-25,Bank_C,High,Fraud
V0001756,Bihar,Patna,36-50,Bank_B,Medium,Cyber Blackmailing
V0001757,Telangana,Hyderabad,18-25,Bank_E,High,Fraud
V0001758,Andhra Pradesh,Jaipur,36-50,Bank_A,Medium,Fraud
V0001759,Telangana,Hyderabad,51+,Bank_A,High,Fraud
V0001760,Telangana,Hyderabad,51+,Bank_D,Medium,Fraud
V0001761,Bihar,Patna,51+,Bank_C,Low,Forgery
V0001762,Telangana,Hyderabad,51+,Bank_C,Medium,Cheating
V0001763,Uttar Pradesh,Lucknow,51+,Bank_B,High,Fraud
V0001764,Odisha,Patna,26-35,Bank_B,Medium,Cheating
V0001765,Haryana,Kolkata,36-50,Bank_E,High,Cheating
V0001766,Tamil Nadu,Chennai,26-35,Bank_B,Medium,Fraud
V0001767,Telangana,Hyderabad,36-50,Bank_C,Low,Cheating
V0001768,Telangana,Hyderabad,36-50,Bank_E,Low,Fraud
V0001769,Andhra Pradesh,Chennai,18-25,Bank_C,Low,Cheating
V0001770,Telangana,Hyderabad,51+,Bank_C,Medium,Fraud
V0001771,Telangana,Hyderabad,36-50,Bank_E,High,Cheating
V0001772,Telangana,Hyderabad,36-50,Bank_A,Medium,Fraud
V0001773,Telangana,Hyderabad,18-25,Bank_C,Low,Cheating
V0001774,Telangana,Hyderabad,51+,Bank_C,High,Cheating
V0001775,Telangana,Hyderabad,18-25,Bank_B,Low,Fraud
V0001776,Telangana,Hyderabad,18-25,Bank_E,Medium,Fraud
V0001777,Telangana,Hyderabad,36-50,Bank_E,High,Fraud
V0001778,Telangana,Hyderabad,36-50,Bank_E,High,Fraud
V0001779,Telangana,Hyderabad,36-50,Bank_C,High,Fraud
V0001780,Rajasthan,Jaipur,26-35,Bank_B,High,Cheating
V0001781,Maharashtra,Mumbai,36-50,Bank_A,Low,Cheating
V0001782,Telangana,Hyderabad,36-50,Bank_E,Medium,Fraud
V0001783,Telangana,Hyderabad,26-35,Bank_A,Low,Cheating
V0001784,Telangana,Hyderabad,26-35,Bank_E,Medium,Cheating
V0001785,Telangana,Hyderabad,36-50,Bank_E,Medium,Cheating
V0001786,Telangana,Hyderabad,18-25,Bank_E,Low,Fraud
V0001787,Telangana,Hyderabad,18-25,Bank_B,Medium,Cheating
V0001788,Telangana,Hyderabad,26-35,Bank_B,High,Fraud
V0001789,Telangana,Hyderabad,26-35,Bank_A,Low,Fraud
V0001790,Maharashtra,Pune,26-35,Bank_D,Medium,Cheating
V0001791,Telangana,Hyderabad,36-50,Bank_A,Medium,Cheating
V0001792,Delhi,Delhi,36-50,Bank_D,Low,Cheating
V0001793,Bihar,Patna,51+,Bank_E,Medium,Cheating
V0001794,Telangana,Hyderabad,18-25,Bank_A,Medium,Cheating
V0001795,Maharashtra,Mumbai,26-35,Bank_B,Medium,Cheating
V0001796,Telangana,Hyderabad,26-35,Bank_B,Low,Cheating
V0001797,Telangana,Hyderabad,18-25,Bank_E,Low,Fraud
V0001798,Telangana,Hyderabad,36-50,Bank_B,Medium,Fraud
V0001799,Telangana,Hyderabad,26-35,Bank_A,High,Cheating
V0001800,Telangana,Hyderabad,18-25,Bank_C,Medium,Cheating
V0001801,Telangana,Hyderabad,36-50,Bank_B,Low,Cheating
V0001802,Maharashtra,Mumbai,26-35,Bank_C,Low,Fraud
V0001803,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0001804,Tamil Nadu,Chennai,26-35,Bank_C,Low,Cheating
V0001805,Telangana,Hyderabad,51+,Bank_B,Low,Fraud
V0001806,Telangana,Hyderabad,36-50,Bank_A,High,Fraud
V0001807,Bihar,Patna,18-25,Bank_C,High,Fraud
V0001808,Telangana,Hyderabad,26-35,Bank_B,Low,Fraud
V0001809,Telangana,Hyderabad,18-25,Bank_C,High,Cheating
V0001810,Bihar,Patna,51+,Bank_A,Low,Fraud
V0001811,Maharashtra,Mumbai,18-25,Bank_A,High,Cheating
V0001812,Telangana,Hyderabad,18-25,Bank_E,High,Cheating
V0001813,Telangana,Hyderabad,51+,Bank_D,High,Forgery
V0001814,Telangana,Hyderabad,51+,Bank_C,Medium,Cheating
V0001815,Telangana,Hyderabad,18-25,Bank_D,Medium,Cheating
V0001816,Maharashtra,Pune,26-35,Bank_D,High,Fraud
V0001817,Telangana,Hyderabad,18-25,Bank_D,Medium,Cheating
V0001818,Telangana,Hyderabad,51+,Bank_B,Medium,Cheating
V0001819,Telangana,Hyderabad,18-25,Bank_E,High,Cheating
V0001820,Telangana,Hyderabad,51+,Bank_D,Medium,Fraud
V0001821,Telangana,Hyderabad,51+,Bank_E,High,Cheating
V0001822,Telangana,Hyderabad,36-50,Bank_E,Medium,Cheating
V0001823,Telangana,Hyderabad,51+,Bank_D,Medium,Fraud
V0001824,Tamil Nadu,Chennai,26-35,Bank_B,Low,Cheating
V0001825,Bihar,Patna,26-35,Bank_C,Medium,Fraud
V0001826,Telangana,Hyderabad,36-50,Bank_E,Low,Cheating
V0001827,Telangana,Hyderabad,51+,Bank_C,Low,Fraud
V0001828,Odisha,Jaipur,26-35,Bank_B,Medium,Cheating
V0001829,Rajasthan,Jaipur,51+,Bank_B,Low,Fraud
V0001830,Maharashtra,Mumbai,36-50,Bank_D,Medium,Cheating
V0001831,Bihar,Patna,36-50,Bank_B,Low,Fraud
V0001832,Telangana,Hyderabad,51+,Bank_A,High,Cheating
V0001833,Maharashtra,Pune,18-25,Bank_B,Low,Fraud
V0001834,Odisha,Hyderabad,36-50,Bank_B,Low,Fraud
V0001835,Telangana,Hyderabad,51+,Bank_C,Low,Fraud
V0001836,Telangana,Hyderabad,36-50,Bank_D,High,Cheating
V0001837,Bihar,Patna,18-25,Bank_D,Low,Fraud
V0001838,Telangana,Hyderabad,51+,Bank_A,Low,Fraud
V0001839,Telangana,Hyderabad,18-25,Bank_D,Medium,Fraud
V0001840,Telangana,Hyderabad,26-35,Bank_E,Medium,Cyber Blackmailing
V0001841,Uttar Pradesh,Lucknow,26-35,Bank_B,Medium,Fraud
V0001842,Maharashtra,Pune,18-25,Bank_B,Medium,Cheating
V0001843,Maharashtra,Mumbai,51+,Bank_B,Medium,Cheating
V0001844,Telangana,Hyderabad,26-35,Bank_E,Low,Cheating
V0001845,Bihar,Patna,36-50,Bank_E,Low,Cheating
V0001846,Andhra Pradesh,Lucknow,18-25,Bank_A,Low,Fraud
V0001847,Telangana,Hyderabad,26-35,Bank_D,Low,Cheating
V0001848,Telangana,Hyderabad,36-50,Bank_C,Low,Cheating
V0001849,Telangana,Hyderabad,36-50,Bank_E,Medium,Cheating
V0001850,Bihar,Patna,26-35,Bank_C,High,Fraud
V0001851,Telangana,Hyderabad,26-35,Bank_B,Low,Cheating
V0001852,Maharashtra,Pune,18-25,Bank_E,Low,Fraud
V0001853,Telangana,Hyderabad,26-35,Bank_D,Medium,Fraud
V0001854,Odisha,Ahmedabad,36-50,Bank_C,Medium,Fraud
V0001855,Telangana,Hyderabad,51+,Bank_E,High,Fraud
V0001856,Telangana,Hyderabad,36-50,Bank_B,Low,Forgery
V0001857,Telangana,Hyderabad,26-35,Bank_E,High,Fraud
V0001858,Bihar,Patna,36-50,Bank_D,High,Fraud
V0001859,Maharashtra,Pune,26-35,Bank_B,High,Fraud
V0001860,Telangana,Hyderabad,26-35,Bank_B,Medium,Cheating
V0001861,Telangana,Hyderabad,18-25,Bank_C,High,Fraud
V0001862,Odisha,Patna,36-50,Bank_D,High,Cheating
V0001863,Telangana,Hyderabad,26-35,Bank_E,Medium,Cheating
V0001864,Telangana,Hyderabad,18-25,Bank_A,Low,Cheating
V0001865,Bihar,Patna,51+,Bank_D,Low,Cheating
V0001866,Telangana,Hyderabad,18-25,Bank_B,High,Fraud
V0001867,Telangana,Hyderabad,26-35,Bank_C,Medium,Cheating
V0001868,Odisha,Bengaluru,51+,Bank_D,Medium,Fraud
V0001869,Bihar,Patna,26-35,Bank_A,Medium,Cheating
V0001870,Telangana,Hyderabad,36-50,Bank_D,Medium,Fraud
V0001871,Telangana,Hyderabad,26-35,Bank_A,Medium,Fraud
V0001872,Andhra Pradesh,Bengaluru,26-35,Bank_D,High,Cheating
V0001873,Delhi,Delhi,51+,Bank_B,High,Cheating
V0001874,Telangana,Hyderabad,26-35,Bank_C,Medium,Cheating
V0001875,Bihar,Patna,18-25,Bank_C,Low,Cheating
V0001876,Telangana,Hyderabad,36-50,Bank_C,High,Cheating
V0001877,Maharashtra,Mumbai,18-25,Bank_A,Low,Cheating
V0001878,Telangana,Hyderabad,18-25,Bank_C,Low,Fraud
V0001879,Andhra Pradesh,Chennai,18-25,Bank_A,Medium,Cheating
V0001880,Uttar Pradesh,Lucknow,18-25,Bank_D,Medium,Cheating
V0001881,Bihar,Patna,18-25,Bank_D,Medium,Cheating
V0001882,Telangana,Hyderabad,51+,Bank_E,High,Cheating
V0001883,Telangana,Hyderabad,18-25,Bank_A,Medium,Fraud
V0001884,Telangana,Hyderabad,51+,Bank_C,Low,Cheating
V0001885,Tamil Nadu,Chennai,18-25,Bank_C,Low,Cheating
V0001886,Telangana,Hyderabad,26-35,Bank_C,Low,Cheating
V0001887,Odisha,Bengaluru,36-50,Bank_E,Low,Fraud
V0001888,Telangana,Hyderabad,36-50,Bank_B,High,Fraud
V0001889,Telangana,Hyderabad,18-25,Bank_B,Low,Fraud
V0001890,Uttar Pradesh,Lucknow,51+,Bank_C,Medium,Cheating
V0001891,Odisha,Bengaluru,18-25,Bank_B,High,Cheating
V0001892,Telangana,Hyderabad,51+,Bank_C,High,Fraud
V0001893,Telangana,Hyderabad,26-35,Bank_E,Low,Fraud
V0001894,Telangana,Hyderabad,36-50,Bank_B,Low,Fraud
V0001895,Telangana,Hyderabad,36-50,Bank_D,High,Fraud
V0001896,Telangana,Hyderabad,26-35,Bank_D,High,Fraud
V0001897,Telangana,Hyderabad,18-25,Bank_B,High,Cheating
V0001898,Telangana,Hyderabad,51+,Bank_B,High,Fraud
V0001899,Tamil Nadu,Chennai,51+,Bank_B,High,Fraud
V0001900,Telangana,Hyderabad,36-50,Bank_B,Low,Cheating
V0001901,Odisha,Mumbai,18-25,Bank_B,Low,Cheating
V0001902,Bihar,Patna,51+,Bank_A,Low,Fraud
V0001903,Telangana,Hyderabad,51+,Bank_B,Medium,Cheating
V0001904,Telangana,Hyderabad,26-35,Bank_D,Low,Cheating
V0001905,Telangana,Hyderabad,51+,Bank_B,Low,Fraud
V0001906,Uttar Pradesh,Lucknow,36-50,Bank_E,High,Cheating
V0001907,Bihar,Patna,18-25,Bank_C,Low,Fraud
V0001908,Telangana,Hyderabad,26-35,Bank_B,Medium,Cheating
V0001909,Telangana,Hyderabad,36-50,Bank_A,Low,Cheating
V0001910,Bihar,Patna,36-50,Bank_E,Low,Fraud
V0001911,Telangana,Hyderabad,18-25,Bank_D,Low,Fraud
V0001912,Bihar,Patna,36-50,Bank_B,High,Cheating
V0001913,Telangana,Hyderabad,51+,Bank_E,Low,Fraud
V0001914,Telangana,Hyderabad,18-25,Bank_E,Medium,Cyber Blackmailing
V0001915,Bihar,Patna,18-25,Bank_A,Low,Fraud
V0001916,Bihar,Patna,26-35,Bank_C,Medium,Cyber Blackmailing
V0001917,Maharashtra,Mumbai,51+,Bank_E,Medium,Fraud
V0001918,Odisha,Bengaluru,51+,Bank_E,High,Cheating
V0001919,Uttar Pradesh,Lucknow,36-50,Bank_A,High,Cheating
V0001920,Odisha,Jaipur,26-35,Bank_E,Low,Fraud
V0001921,Telangana,Hyderabad,26-35,Bank_D,High,Fraud
V0001922,Odisha,Hyderabad,18-25,Bank_B,Medium,Fraud
V0001923,Telangana,Hyderabad,26-35,Bank_A,Medium,Fraud
V0001924,Telangana,Hyderabad,18-25,Bank_B,High,Cheating
V0001925,Tamil Nadu,Chennai,18-25,Bank_D,Low,Fraud
V0001926,Maharashtra,Pune,26-35,Bank_E,Low,Cheating
V0001927,Maharashtra,Mumbai,36-50,Bank_D,Medium,Cheating
V0001928,Telangana,Hyderabad,18-25,Bank_E,Medium,Fraud
V0001929,Telangana,Hyderabad,36-50,Bank_D,Medium,Forgery
V0001930,Telangana,Hyderabad,51+,Bank_C,Medium,Fraud
V0001931,Bihar,Patna,18-25,Bank_E,Low,Cheating
V0001932,Odisha,Lucknow,51+,Bank_A,Medium,Fraud
V0001933,Maharashtra,Pune,18-25,Bank_E,Medium,Cheating
V0001934,Telangana,Hyderabad,36-50,Bank_E,Medium,Fraud
V0001935,Odisha,Hyderabad,18-25,Bank_C,Low,Fraud
V0001936,Maharashtra,Pune,26-35,Bank_B,High,Fraud
V0001937,Telangana,Hyderabad,36-50,Bank_C,Low,Fraud
V0001938,Maharashtra,Pune,51+,Bank_C,Medium,Fraud
V0001939,Telangana,Hyderabad,18-25,Bank_E,Medium,Cheating
V0001940,Telangana,Hyderabad,36-50,Bank_E,Low,Cyber Blackmailing
V0001941,Telangana,Hyderabad,26-35,Bank_D,Medium,Fraud
V0001942,Telangana,Hyderabad,51+,Bank_D,Medium,Fraud
V0001943,Telangana,Hyderabad,26-35,Bank_E,Low,Fake Profile
V0001944,Telangana,Hyderabad,26-35,Bank_A,High,Cheating
V0001945,Odisha,Delhi,18-25,Bank_C,Low,Cheating
V0001946,Andhra Pradesh,Lucknow,51+,Bank_B,Low,Fraud
V0001947,Tamil Nadu,Chennai,18-25,Bank_D,Medium,Fraud
V0001948,Telangana,Hyderabad,51+,Bank_D,High,Cheating
V0001949,Maharashtra,Pune,26-35,Bank_C,Low,Fraud
V0001950,Telangana,Hyderabad,18-25,Bank_C,Low,Cheating
V0001951,Bihar,Patna,18-25,Bank_E,High,Fraud
V0001952,Telangana,Hyderabad,51+,Bank_A,Medium,Fraud
V0001953,Telangana,Hyderabad,36-50,Bank_E,Low,Fraud
V0001954,Telangana,Hyderabad,18-25,Bank_A,Medium,Fraud
V0001955,Bihar,Patna,51+,Bank_C,Low,Fraud
V0001956,Bihar,Patna,36-50,Bank_A,Low,Fraud
V0001957,Tamil Nadu,Chennai,26-35,Bank_D,Low,Cheating
V0001958,Maharashtra,Pune,18-25,Bank_E,Low,Fraud
V0001959,Andhra Pradesh,Kolkata,18-25,Bank_C,High,Fraud
V0001960,Telangana,Hyderabad,18-25,Bank_A,High,Cheating
V0001961,Bihar,Patna,26-35,Bank_B,Medium,Fraud
V0001962,Telangana,Hyderabad,18-25,Bank_A,Medium,Fraud
V0001963,Telangana,Hyderabad,51+,Bank_A,Medium,Forgery
V0001964,Telangana,Hyderabad,26-35,Bank_E,Medium,Fraud
V0001965,Bihar,Patna,36-50,Bank_C,Medium,Cheating
V0001966,Odisha,Kolkata,51+,Bank_D,Low,Fraud
V0001967,Maharashtra,Pune,36-50,Bank_E,High,Fraud
V0001968,Telangana,Hyderabad,36-50,Bank_C,Medium,Fraud
V0001969,Bihar,Patna,26-35,Bank_B,Low,Cheating
V0001970,Tamil Nadu,Chennai,26-35,Bank_D,Low,Fraud
V0001971,Telangana,Hyderabad,26-35,Bank_A,Medium,Fraud
V0001972,Bihar,Patna,51+,Bank_B,Medium,Fraud
V0001973,Telangana,Hyderabad,18-25,Bank_E,Medium,Fraud
V0001974,Maharashtra,Mumbai,18-25,Bank_E,High,Cheating
V0001975,Telangana,Hyderabad,36-50,Bank_C,Medium,Fraud
V0001976,Telangana,Hyderabad,51+,Bank_A,High,Fraud
V0001977,Telangana,Hyderabad,51+,Bank_D,Low,Cyber Blackmailing
V0001978,Maharashtra,Mumbai,18-25,Bank_A,Medium,Cheating
V0001979,Bihar,Patna,18-25,Bank_D,Low,Cheating
V0001980,Bihar,Patna,18-25,Bank_E,High,Fraud
V0001981,Tamil Nadu,Chennai,26-35,Bank_C,Medium,Fraud
V0001982,Telangana,Hyderabad,36-50,Bank_D,Low,Fraud
V0001983,Telangana,Hyderabad,18-25,Bank_D,Low,Fraud
V0001984,Telangana,Hyderabad,26-35,Bank_B,Low,Fraud
V0001985,Telangana,Hyderabad,26-35,Bank_B,Medium,Cheating
V0001986,Maharashtra,Mumbai,51+,Bank_A,Medium,Cheating
V0001987,Kerala,Jaipur,36-50,Bank_E,High,Fraud
V0001988,Bihar,Patna,36-50,Bank_B,Medium,Cheating
V0001989,Telangana,Hyderabad,26-35,Bank_B,High,Fraud
V0001990,Telangana,Hyderabad,36-50,Bank_B,Medium,Fraud
V0001991,Telangana,Hyderabad,18-25,Bank_D,Medium,Fraud
V0001992,Telangana,Hyderabad,18-25,Bank_A,High,Fraud
V0001993,Telangana,Hyderabad,51+,Bank_E,High,Cheating
V0001994,Bihar,Patna,36-50,Bank_A,Medium,Fraud
V0001995,Telangana,Hyderabad,51+,Bank_E,Medium,Fraud
V0001996,Gujarat,Ahmedabad,26-35,Bank_A,High,Cheating
V0001997,Delhi,Delhi,51+,Bank_D,Low,Fraud
V0001998,Telangana,Hyderabad,51+,Bank_A,Medium,Fraud
V0001999,Telangana,Hyderabad,26-35,Bank_C,High,Fraud
V0002000,Maharashtra,Mumbai,18-25,Bank_C,High,Fraud
V0002001,Maharashtra,Pune,26-35,Bank_A,High,Fraud
V0002002,Bihar,Patna,18-25,Bank_B,Medium,Cheating
V0002003,Tamil Nadu,Chennai,26-35,Bank_A,Medium,Cheating
V0002004,Tamil Nadu,Chennai,36-50,Bank_A,High,Cheating
V0002005,Telangana,Hyderabad,36-50,Bank_E,High,Cheating
V0002006,Odisha,Patna,36-50,Bank_C,Low,Cyber Blackmailing
V0002007,Telangana,Hyderabad,26-35,Bank_D,Medium,Cheating
V0002008,Bihar,Patna,26-35,Bank_D,Medium,Fraud
V0002009,Telangana,Hyderabad,26-35,Bank_C,High,Fraud
V0002010,Telangana,Hyderabad,18-25,Bank_B,High,Fraud
V0002011,Telangana,Hyderabad,18-25,Bank_D,High,Cheating
V0002012,Telangana,Hyderabad,18-25,Bank_C,Low,Cheating
V0002013,Maharashtra,Pune,18-25,Bank_E,Medium,Cheating
V0002014,Telangana,Hyderabad,26-35,Bank_D,Medium,Cheating
V0002015,Bihar,Patna,36-50,Bank_E,Low,Fraud
V0002016,Uttar Pradesh,Lucknow,36-50,Bank_A,High,Fraud
V0002017,Telangana,Hyderabad,18-25,Bank_D,High,Cheating
V0002018,Telangana,Hyderabad,51+,Bank_D,High,Cheating
V0002019,Telangana,Hyderabad,26-35,Bank_B,Medium,Cheating
V0002020,Telangana,Hyderabad,51+,Bank_D,High,Cheating
V0002021,Bihar,Patna,26-35,Bank_C,Medium,Cheating
V0002022,Maharashtra,Mumbai,36-50,Bank_B,High,Cheating
V0002023,Chhattisgarh,Ahmedabad,36-50,Bank_D,High,Fraud
V0002024,Odisha,Patna,26-35,Bank_E,Medium,Fraud
V0002025,Maharashtra,Pune,18-25,Bank_D,High,Cheating
V0002026,Telangana,Hyderabad,51+,Bank_E,High,Cheating
V0002027,Odisha,Mumbai,36-50,Bank_A,High,Fraud
V0002028,Telangana,Hyderabad,26-35,Bank_D,Low,Cheating
V0002029,Telangana,Hyderabad,36-50,Bank_A,High,Fraud
V0002030,Telangana,Hyderabad,36-50,Bank_C,Low,Cheating
V0002031,Tamil Nadu,Chennai,18-25,Bank_B,Medium,Cyber Blackmailing
V0002032,Bihar,Patna,51+,Bank_E,High,Cheating
V0002033,Uttar Pradesh,Lucknow,51+,Bank_E,Medium,Cyber Blackmailing
V0002034,Odisha,Mumbai,51+,Bank_E,Low,Cheating
V0002035,Andhra Pradesh,Kolkata,51+,Bank_C,Low,Fraud
V0002036,Maharashtra,Pune,51+,Bank_D,Medium,Fraud
V0002037,Bihar,Patna,26-35,Bank_D,High,Cheating
V0002038,Telangana,Hyderabad,18-25,Bank_D,Low,Fraud
V0002039,Telangana,Hyderabad,36-50,Bank_C,High,Cheating
V0002040,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0002041,Telangana,Hyderabad,51+,Bank_A,Low,Forgery
V0002042,Odisha,Chennai,36-50,Bank_B,Medium,Fraud
V0002043,Telangana,Hyderabad,51+,Bank_B,Low,Cheating
V0002044,Telangana,Hyderabad,26-35,Bank_E,Medium,Fraud
V0002045,Tamil Nadu,Chennai,51+,Bank_C,Medium,Fraud
V0002046,Odisha,Ahmedabad,18-25,Bank_E,High,Fraud
V0002047,Uttar Pradesh,Lucknow,18-25,Bank_A,High,Cheating
V0002048,Jharkhand,Chennai,51+,Bank_D,Medium,Fraud
V0002049,Maharashtra,Mumbai,18-25,Bank_A,Medium,Fraud
V0002050,Maharashtra,Mumbai,26-35,Bank_B,High,Fraud
V0002051,Telangana,Hyderabad,18-25,Bank_D,Medium,Cheating
V0002052,Bihar,Patna,18-25,Bank_D,Low,Fraud
V0002053,Telangana,Hyderabad,36-50,Bank_E,Medium,Cheating
V0002054,Maharashtra,Mumbai,18-25,Bank_D,Medium,Fraud
V0002055,Telangana,Hyderabad,18-25,Bank_C,High,Fraud
V0002056,Telangana,Hyderabad,51+,Bank_C,Low,Fraud
V0002057,Telangana,Hyderabad,26-35,Bank_D,High,Cheating
V0002058,Telangana,Hyderabad,36-50,Bank_D,High,Cheating
V0002059,Bihar,Patna,51+,Bank_A,Low,Fraud
V0002060,Telangana,Hyderabad,36-50,Bank_A,Low,Cheating
V0002061,Telangana,Hyderabad,18-25,Bank_B,Medium,Cheating
V0002062,Maharashtra,Mumbai,26-35,Bank_A,Low,Fraud
V0002063,Telangana,Hyderabad,36-50,Bank_A,Medium,Fraud
V0002064,Telangana,Hyderabad,26-35,Bank_A,High,Cheating
V0002065,Maharashtra,Pune,26-35,Bank_A,Low,Fraud
V0002066,Telangana,Hyderabad,26-35,Bank_D,High,Cheating
V0002067,Telangana,Hyderabad,36-50,Bank_C,High,Cheating
V0002068,Bihar,Patna,51+,Bank_A,Low,Fraud
V0002069,Telangana,Hyderabad,36-50,Bank_B,Medium,Cheating
V0002070,Telangana,Hyderabad,26-35,Bank_E,Medium,Cheating
V0002071,Telangana,Hyderabad,26-35,Bank_B,High,Fraud
V0002072,Uttar Pradesh,Lucknow,18-25,Bank_B,Medium,Fraud
V0002073,Maharashtra,Mumbai,51+,Bank_D,Low,Cheating
V0002074,Bihar,Patna,18-25,Bank_A,Low,Cheating
V0002075,Telangana,Hyderabad,18-25,Bank_C,Low,Fraud
V0002076,Telangana,Hyderabad,36-50,Bank_E,Low,Cheating
V0002077,Telangana,Hyderabad,51+,Bank_B,Low,Cheating
V0002078,Telangana,Hyderabad,18-25,Bank_B,High,Fraud
V0002079,Odisha,Bengaluru,26-35,Bank_B,Medium,Fraud
V0002080,Bihar,Patna,51+,Bank_C,Medium,Cheating
V0002081,Bihar,Patna,51+,Bank_B,High,Fraud
V0002082,Maharashtra,Mumbai,26-35,Bank_B,High,Fraud
V0002083,Telangana,Hyderabad,18-25,Bank_B,High,Fraud
V0002084,Telangana,Hyderabad,36-50,Bank_A,Medium,Fraud
V0002085,Telangana,Hyderabad,26-35,Bank_D,Low,Cheating
V0002086,Telangana,Hyderabad,51+,Bank_B,High,Cheating
V0002087,Maharashtra,Mumbai,51+,Bank_B,Medium,Fraud
V0002088,Telangana,Hyderabad,26-35,Bank_B,Low,Fraud
V0002089,Telangana,Hyderabad,51+,Bank_A,High,Fraud
V0002090,Telangana,Hyderabad,51+,Bank_B,Medium,Fraud
V0002091,Telangana,Hyderabad,26-35,Bank_A,High,Cheating
V0002092,Maharashtra,Mumbai,36-50,Bank_C,Medium,Fraud
V0002093,Telangana,Hyderabad,18-25,Bank_D,Low,Cheating
V0002094,Tamil Nadu,Chennai,18-25,Bank_E,High,Cyber Blackmailing
V0002095,Bihar,Patna,51+,Bank_A,High,Cheating
V0002096,Telangana,Hyderabad,26-35,Bank_A,Low,Cyber Blackmailing
V0002097,Telangana,Hyderabad,51+,Bank_B,Low,Fraud
V0002098,Maharashtra,Mumbai,36-50,Bank_D,Medium,Cheating
V0002099,Telangana,Hyderabad,36-50,Bank_C,High,Fraud
V0002100,Telangana,Hyderabad,26-35,Bank_D,Medium,Cheating
V0002101,Telangana,Hyderabad,36-50,Bank_C,Low,Fraud
V0002102,Telangana,Hyderabad,26-35,Bank_E,Medium,Fraud
V0002103,Bihar,Patna,51+,Bank_E,High,Fraud
V0002104,Odisha,Jaipur,18-25,Bank_D,High,Cheating
V0002105,Tamil Nadu,Chennai,36-50,Bank_E,Medium,Fraud
V0002106,Telangana,Hyderabad,26-35,Bank_B,Medium,Cyber Blackmailing
V0002107,Maharashtra,Mumbai,18-25,Bank_B,Low,Fraud
V0002108,Telangana,Hyderabad,18-25,Bank_C,Low,Cheating
V0002109,Telangana,Hyderabad,26-35,Bank_D,High,Fraud
V0002110,Maharashtra,Mumbai,36-50,Bank_B,Low,Cheating
V0002111,Telangana,Hyderabad,18-25,Bank_A,Medium,Cheating
V0002112,Maharashtra,Pune,18-25,Bank_C,High,Fraud
V0002113,Tamil Nadu,Chennai,26-35,Bank_B,Low,Data theft
V0002114,Telangana,Hyderabad,18-25,Bank_B,Low,Fraud
V0002115,Telangana,Hyderabad,26-35,Bank_A,Medium,Fraud
V0002116,Telangana,Hyderabad,36-50,Bank_A,High,Cheating
V0002117,Maharashtra,Pune,36-50,Bank_D,High,Cheating
V0002118,Telangana,Hyderabad,26-35,Bank_E,Low,Cheating
V0002119,Delhi,Delhi,18-25,Bank_B,Low,Cheating
V0002120,Maharashtra,Pune,51+,Bank_A,High,Cheating
V0002121,Telangana,Hyderabad,36-50,Bank_B,Medium,Fraud
V0002122,Telangana,Hyderabad,26-35,Bank_A,Low,Fraud
V0002123,Telangana,Hyderabad,51+,Bank_C,Medium,Fraud
V0002124,Bihar,Patna,36-50,Bank_C,Low,Fraud
V0002125,Telangana,Hyderabad,36-50,Bank_B,High,Cheating
V0002126,Telangana,Hyderabad,18-25,Bank_C,Low,Cheating
V0002127,Telangana,Hyderabad,36-50,Bank_A,Medium,Cheating
V0002128,Odisha,Chennai,18-25,Bank_A,Medium,Cheating
V0002129,Telangana,Hyderabad,36-50,Bank_B,Medium,Cheating
