complaint_id,account_id,hop_depth,chain_depth,incoming_amount,retained_amount_ratio,holding_time_minutes,outgoing_activity_in_case,prior_case_count,mule_reputation,account_age_days,ring_size,account_type,is_terminal_node
C0005131,ACC000011,3,6,2122500,0.0372,3.16,1,124,1.0,625,12,SAVINGS,0
C0005131,ACC000010,4,6,524010,0.0369,18.78,1,113,1.0,387,12,SAVINGS,0
C0005131,ACC000018,4,6,349968,0.0122,19.09,1,111,1.0,1680,12,SAVINGS,0
C0005131,ACC000008,4,6,1169622,0.0393,6.28,1,99,1.0,297,12,SAVINGS,0
C0005131,ACC000016,5,6,1974000,0.0281,13.65,1,102,1.0,1394,12,SAVINGS,0
C0005131,ACC000007,6,6,1918500,1.0,0.0,0,116,1.0,1026,12,SAVINGS,1
C0005132,ACC000001,1,3,40600,0.0172,7.99,1,1103,1.0,870,3,SAVINGS,0
C0005132,ACC000003,2,3,39900,0.0251,13.89,1,1091,1.0,1227,3,SAVINGS,0
C0005132,ACC000002,3,3,38900,1.0,0.0,0,1093,1.0,1451,3,SAVINGS,1
C0005133,ACC000001,1,3,644000,0.0219,20.97,1,1104,1.0,870,3,SAVINGS,0
C0005133,ACC000002,2,3,175342,0.0219,5.32,1,1094,1.0,1451,3,SAVINGS,0
C0005133,ACC000003,2,3,626058,0.0169,7.62,1,1092,1.0,1227,3,SAVINGS,0
C0005133,ACC000003,3,3,1241558,1.0,0.0,0,1092,1.0,1227,3,SAVINGS,1
C0005134,ACC000001,1,3,106100,0.0273,4.57,1,1105,1.0,870,3,SAVINGS,0
C0005134,ACC000003,2,3,103200,0.0329,22.6,1,1093,1.0,1227,3,SAVINGS,0
C0005134,ACC000002,3,3,99800,1.0,0.0,0,1095,1.0,1451,3,SAVINGS,1
C0005135,ACC000006,1,3,37700,0.0159,3.37,1,459,1.0,1301,3,SAVINGS,0
C0005135,ACC000004,2,3,37100,0.0189,5.77,1,453,1.0,1654,3,SAVINGS,0
C0005135,ACC000005,3,3,36400,1.0,0.0,0,459,1.0,1619,3,SAVINGS,1
C0005136,ACC000059,1,5,114600,0.0262,13.99,1,49,1.0,1396,7,SAVINGS,0
C0005136,ACC000057,2,5,45884,0.0149,2.26,1,51,1.0,290,7,SAVINGS,0
C0005136,ACC000056,2,5,17009,0.0299,19.83,1,38,1.0,1172,7,SAVINGS,0
C0005136,ACC000061,2,5,48707,0.0227,23.65,1,51,1.0,819,7,SAVINGS,0
C0005136,ACC000058,3,5,109300,0.0119,18.25,1,56,1.0,78,7,CURRENT,0
C0005136,ACC000055,4,5,108000,0.0352,9.64,1,48,1.0,199,7,CURRENT,0
C0005136,ACC000060,5,5,104200,1.0,0.0,0,44,1.0,997,7,SAVINGS,1
C0005137,ACC000340,1,3,2300,0.0435,1.82,1,12,0.985,1027,3,SAVINGS,0
C0005137,ACC000341,2,3,2087,0.0,15.92,1,12,0.985,1579,3,SAVINGS,0
C0005137,ACC000342,2,3,2213,0.0511,3.37,1,12,0.985,1940,3,SAVINGS,0
C0005137,ACC000342,3,3,4313,1.0,0.0,0,12,0.985,1940,3,SAVINGS,1
C0005138,ACC000057,1,5,4000,0.025,5.4,1,52,1.0,290,7,SAVINGS,0
C0005138,ACC000059,2,5,3900,0.0256,6.08,1,50,1.0,1396,7,SAVINGS,0
C0005138,ACC000056,3,5,3800,0.0263,17.58,1,39,1.0,1172,7,SAVINGS,0
C0005138,ACC000055,4,5,3700,0.027,18.2,1,49,1.0,199,7,CURRENT,0
C0005138,ACC000061,5,5,3600,1.0,0.0,0,52,1.0,819,7,SAVINGS,1
C0005139,ACC000188,1,3,117400,0.0358,18.95,1,4,0.7534,1872,18,SAVINGS,0
C0005139,ACC000192,2,3,38285,0.0257,19.63,1,3,0.6501,1338,18,SAVINGS,0
C0005139,ACC000185,2,3,33611,0.036,17.77,1,5,0.8262,599,18,SAVINGS,0
C0005139,ACC000190,2,3,41304,0.0074,14.98,1,6,0.8775,1446,18,SAVINGS,0
C0005139,ACC000191,3,3,110700,1.0,0.0,0,7,0.9137,1283,18,SAVINGS,1
C0005140,ACC000136,1,2,15500,0.0194,10.29,1,36,1.0,548,3,CURRENT,0
C0005140,ACC000134,2,2,15200,1.0,0.0,0,35,1.0,908,3,SAVINGS,1
C0005141,ACC000425,1,3,114400,0.021,8.31,1,9,0.9571,292,3,CURRENT,0
C0005141,ACC000424,2,3,51108,0.008,11.29,1,8,0.9392,837,3,SAVINGS,0
C0005141,ACC000423,2,3,60892,0.0064,8.82,1,9,0.9571,1870,3,SAVINGS,0
C0005141,ACC000425,3,3,225600,1.0,0.0,0,9,0.9571,292,3,CURRENT,1
C0005142,ACC000032,1,3,3700,0.0,11.74,1,153,1.0,157,3,SAVINGS,0
C0005142,ACC000031,2,3,3700,0.027,5.7,1,163,1.0,1935,3,SAVINGS,0
C0005142,ACC000030,3,3,3600,1.0,0.0,0,163,1.0,1649,3,SAVINGS,1
C0005143,ACC000002,1,3,23000,0.0391,16.76,1,1096,1.0,1451,3,SAVINGS,0
C0005143,ACC000001,2,3,22100,0.0271,14.05,1,1106,1.0,870,3,SAVINGS,0
C0005143,ACC000003,3,3,21500,1.0,0.0,0,1094,1.0,1227,3,SAVINGS,1
C0005144,ACC000067,1,3,40800,0.0147,18.27,1,13,0.9894,1253,18,SAVINGS,0
C0005144,ACC000078,2,3,40200,0.0274,2.12,1,20,0.9991,1267,18,SAVINGS,0
C0005144,ACC000081,3,3,39100,1.0,0.0,0,21,0.9994,808,18,SAVINGS,1
C0005145,ACC000003,1,3,3500,0.0286,3.49,1,1095,1.0,1227,3,SAVINGS,0
C0005145,ACC000002,2,3,3400,0.0,4.68,1,1097,1.0,1451,3,SAVINGS,0
C0005145,ACC000001,3,3,3400,1.0,0.0,0,1107,1.0,870,3,SAVINGS,1
C0005146,ACC000004,1,3,10000,0.03,17.37,1,454,1.0,1654,3,SAVINGS,0
C0005146,ACC000005,2,3,9700,0.0412,10.19,1,460,1.0,1619,3,SAVINGS,0
C0005146,ACC000006,3,3,9300,1.0,0.0,0,460,1.0,1301,3,SAVINGS,1
C0005147,ACC000037,1,5,224400,0.0085,10.97,1,87,1.0,270,5,SAVINGS,0
C0005147,ACC000036,2,5,222500,0.0229,19.76,1,94,1.0,815,5,SAVINGS,0
C0005147,ACC000038,3,5,99615,0.0132,19.39,1,88,1.0,1812,5,SAVINGS,0
C0005147,ACC000039,3,5,117785,0.0304,13.61,1,93,1.0,1441,5,SAVINGS,0
C0005147,ACC000040,4,5,212500,0.0052,21.34,1,88,1.0,2146,5,CURRENT,0
C0005147,ACC000040,5,5,423900,1.0,0.0,0,88,1.0,2146,5,CURRENT,1
C0005148,ACC000151,1,3,370800,0.0229,9.63,1,25,0.9998,2156,3,SAVINGS,0
C0005148,ACC000153,2,3,362300,0.0113,4.05,1,24,0.9998,1244,3,SAVINGS,0
C0005148,ACC000152,3,3,358200,1.0,0.0,0,25,0.9998,654,3,SAVINGS,1
C0005149,ACC000239,1,3,8700,0.023,24.16,1,17,0.9974,752,3,SAVINGS,0
C0005149,ACC000240,2,3,8500,0.0353,20.08,1,17,0.9974,648,3,SAVINGS,0
C0005149,ACC000238,3,3,8200,1.0,0.0,0,17,0.9974,781,3,SAVINGS,1
C0005150,ACC000045,1,3,1494000,0.0055,20.74,1,50,1.0,1153,9,SAVINGS,0
C0005150,ACC000046,2,3,1485800,0.0272,17.43,1,51,1.0,154,9,SAVINGS,0
C0005150,ACC000047,3,3,1445400,1.0,0.0,0,51,1.0,1425,9,CURRENT,1
C0005151,ACC000114,1,5,77200,0.0298,9.84,1,33,1.0,1648,5,SAVINGS,0
C0005151,ACC000116,2,5,74900,0.0401,21.32,1,29,1.0,537,5,SAVINGS,0
C0005151,ACC000115,3,5,41186,0.0288,20.0,1,29,1.0,800,5,SAVINGS,0
C0005151,ACC000112,3,5,30714,0.0135,20.51,1,29,1.0,608,5,SAVINGS,0
C0005151,ACC000113,4,5,70300,0.0384,13.05,1,28,0.9999,1554,5,SAVINGS,0
C0005151,ACC000116,5,5,142500,1.0,0.0,0,29,1.0,537,5,SAVINGS,1
C0005152,ACC000514,1,3,44600,0.0336,9.38,1,3,0.6501,488,3,SAVINGS,0
C0005152,ACC000516,2,3,6650,0.0226,2.87,1,3,0.6501,818,3,SAVINGS,0
C0005152,ACC000515,2,3,36450,0.037,1.0,1,3,0.6501,653,3,SAVINGS,0
C0005152,ACC000516,3,3,48250,1.0,0.0,0,3,0.6501,818,3,SAVINGS,1
C0005153,ACC000001,1,3,2220000,0.0261,22.49,1,1108,1.0,870,3,SAVINGS,0
C0005153,ACC000003,2,3,1217414,0.0352,6.23,1,1096,1.0,1227,3,SAVINGS,0
C0005153,ACC000002,2,3,944686,0.0185,8.37,1,1098,1.0,1451,3,SAVINGS,0
C0005153,ACC000003,3,3,3319214,1.0,0.0,0,1096,1.0,1227,3,SAVINGS,1
C0005154,ACC000005,1,3,444000,0.0257,10.09,1,461,1.0,1619,3,SAVINGS,0
C0005154,ACC000006,2,3,432600,0.0356,23.62,1,461,1.0,1301,3,SAVINGS,0
C0005154,ACC000004,3,3,417200,1.0,0.0,0,455,1.0,1654,3,SAVINGS,1
C0005155,ACC000040,1,3,78300,0.0064,22.19,1,89,1.0,2146,5,CURRENT,0
C0005155,ACC000038,2,3,2340,0.0171,20.82,1,89,1.0,1812,5,SAVINGS,0
C0005155,ACC000037,2,3,75460,0.0114,7.16,1,88,1.0,270,5,SAVINGS,0
C0005155,ACC000036,3,3,76900,1.0,0.0,0,95,1.0,815,5,SAVINGS,1
C0005156,ACC000006,1,3,62100,0.0113,17.99,1,462,1.0,1301,3,SAVINGS,0
C0005156,ACC000004,2,3,61400,0.0277,1.76,1,456,1.0,1654,3,SAVINGS,0
C0005156,ACC000005,3,3,59700,1.0,0.0,0,462,1.0,1619,3,SAVINGS,1
C0005157,ACC000043,1,5,33600,0.0149,24.18,1,45,1.0,1074,9,SAVINGS,0
C0005157,ACC000047,2,5,33100,0.0393,9.69,1,52,1.0,1425,9,CURRENT,0
C0005157,ACC000044,3,5,31800,0.0189,18.22,1,54,1.0,1820,9,SAVINGS,0
C0005157,ACC000046,4,5,12659,0.0126,5.86,1,52,1.0,154,9,SAVINGS,0
C0005157,ACC000042,4,5,5158,0.0112,6.81,1,56,1.0,1566,9,CURRENT,0
C0005157,ACC000049,4,5,13383,0.0211,4.64,1,41,1.0,438,9,SAVINGS,0
C0005157,ACC000041,5,5,30700,1.0,0.0,0,48,1.0,1619,9,SAVINGS,1
C0005158,ACC000001,1,3,16000,0.025,4.28,1,1109,1.0,870,3,SAVINGS,0
C0005158,ACC000002,2,3,15600,0.0385,1.62,1,1099,1.0,1451,3,SAVINGS,0
C0005158,ACC000003,3,3,15000,1.0,0.0,0,1097,1.0,1227,3,SAVINGS,1
C0005159,ACC000113,1,3,2220000,0.0059,23.65,1,29,1.0,1554,5,SAVINGS,0
C0005159,ACC000115,2,3,2207000,0.0169,6.4,1,30,1.0,800,5,SAVINGS,0
C0005159,ACC000112,3,3,2169600,1.0,0.0,0,30,1.0,608,5,SAVINGS,1
C0005160,ACC000107,1,3,336600,0.0279,22.19,1,31,1.0,1321,6,SAVINGS,0
C0005160,ACC000106,2,3,327200,0.022,7.42,1,31,1.0,771,6,SAVINGS,0
C0005160,ACC000111,3,3,320000,1.0,0.0,0,33,1.0,1169,6,SAVINGS,1
C0005161,ACC001184,1,3,71500,0.0056,14.56,1,0,0.0,1140,3,CURRENT,0
C0005161,ACC001185,2,3,35700,0.0252,12.9,1,0,0.0,787,3,SAVINGS,0
C0005161,ACC001183,2,3,35400,0.0141,23.05,1,0,0.0,773,3,SAVINGS,0
C0005161,ACC001185,3,3,105400,1.0,0.0,0,0,0.0,787,3,SAVINGS,1
C0005162,ACC000002,1,3,3300,0.0303,13.91,1,1100,1.0,1451,3,SAVINGS,0
C0005162,ACC000001,2,3,1649,0.0297,24.89,1,1110,1.0,870,3,SAVINGS,0
C0005162,ACC000003,2,3,3151,0.0162,20.54,1,1098,1.0,1227,3,SAVINGS,0
C0005162,ACC000003,3,3,6251,1.0,0.0,0,1098,1.0,1227,3,SAVINGS,1
C0005163,ACC000089,1,3,12100,0.0083,21.75,1,11,0.9787,1898,18,SAVINGS,0
C0005163,ACC000101,2,3,6130,0.0212,13.26,1,12,0.985,78,18,SAVINGS,0
C0005163,ACC000097,2,3,5870,0.029,5.73,1,11,0.9787,968,18,SAVINGS,0
C0005163,ACC000099,3,3,11700,1.0,0.0,0,18,0.9982,1779,18,SAVINGS,1
C0005164,ACC000005,1,3,56900,0.0228,22.88,1,463,1.0,1619,3,SAVINGS,0
C0005164,ACC000004,2,3,55600,0.0234,15.82,1,457,1.0,1654,3,SAVINGS,0
C0005164,ACC000006,3,3,54300,1.0,0.0,0,463,1.0,1301,3,SAVINGS,1
C0005165,ACC000002,1,3,4000,0.0,15.22,1,1101,1.0,1451,3,SAVINGS,0
C0005165,ACC000003,2,3,4000,0.025,11.42,1,1099,1.0,1227,3,SAVINGS,0
C0005165,ACC000001,3,3,3900,1.0,0.0,0,1111,1.0,870,3,SAVINGS,1
C0005166,ACC000034,1,2,807500,0.0391,19.95,1,116,1.0,1812,3,CURRENT,0
C0005166,ACC000035,2,2,775900,1.0,0.0,0,117,1.0,873,3,SAVINGS,1
C0005167,ACC000003,1,3,15000,0.0067,3.33,1,1100,1.0,1227,3,SAVINGS,0
C0005167,ACC000002,2,3,14900,0.0134,15.5,1,1102,1.0,1451,3,SAVINGS,0
C0005167,ACC000001,3,3,14700,1.0,0.0,0,1112,1.0,870,3,SAVINGS,1
C0005168,ACC000085,1,3,829600,0.0131,6.69,1,60,1.0,148,5,SAVINGS,0
C0005168,ACC000086,2,3,818700,0.0358,12.4,1,64,1.0,447,5,CURRENT,0
C0005168,ACC000087,3,3,789400,1.0,0.0,0,62,1.0,1365,5,CURRENT,1
C0005169,ACC000009,1,5,1100,0.0,18.82,1,127,1.0,1772,12,SAVINGS,0
C0005169,ACC000010,2,5,745,0.0604,9.64,1,114,1.0,387,12,SAVINGS,0
C0005169,ACC000016,2,5,355,0.1549,6.04,1,103,1.0,1394,12,SAVINGS,0
C0005169,ACC000015,3,5,422,0.0521,10.72,1,128,1.0,1880,12,CURRENT,0
C0005169,ACC000018,3,5,464,0.1379,10.62,1,112,1.0,1680,12,SAVINGS,0
C0005169,ACC000012,3,5,113,0.115,12.88,1,122,1.0,2096,12,SAVINGS,0
C0005169,ACC000007,4,5,900,0.0,18.44,1,117,1.0,1026,12,SAVINGS,0
C0005169,ACC000013,5,5,900,1.0,0.0,0,108,1.0,711,12,SAVINGS,1
C0005170,ACC000005,1,3,1629400,0.0069,4.25,1,464,1.0,1619,3,SAVINGS,0
C0005170,ACC000004,2,3,567745,0.0244,18.89,1,458,1.0,1654,3,SAVINGS,0
C0005170,ACC000006,2,3,1604255,0.0192,19.18,1,464,1.0,1301,3,SAVINGS,0
C0005170,ACC000006,3,3,3177655,1.0,0.0,0,464,1.0,1301,3,SAVINGS,1
C0005171,ACC000005,1,3,44300,0.0271,4.54,1,465,1.0,1619,3,SAVINGS,0
C0005171,ACC000006,2,3,43100,0.0371,2.37,1,465,1.0,1301,3,SAVINGS,0
C0005171,ACC000004,3,3,41500,1.0,0.0,0,459,1.0,1654,3,SAVINGS,1
C0005172,ACC000039,1,4,8900,0.0112,17.16,1,94,1.0,1441,5,SAVINGS,0
C0005172,ACC000038,2,4,8800,0.0341,10.83,1,90,1.0,1812,5,SAVINGS,0
C0005172,ACC000037,3,4,119,0.1597,5.01,1,89,1.0,270,5,SAVINGS,0
C0005172,ACC000036,3,4,1599,0.0,8.21,1,96,1.0,815,5,SAVINGS,0
C0005172,ACC000040,3,4,8483,0.0216,11.66,1,90,1.0,2146,5,CURRENT,0
C0005172,ACC000040,4,4,16783,1.0,0.0,0,90,1.0,2146,5,CURRENT,1
C0005173,ACC000004,1,3,51200,0.0352,16.21,1,460,1.0,1654,3,SAVINGS,0
C0005173,ACC000005,2,3,29856,0.0119,20.75,1,466,1.0,1619,3,SAVINGS,0
C0005173,ACC000006,2,3,49044,0.0376,20.95,1,466,1.0,1301,3,SAVINGS,0
C0005173,ACC000006,3,3,96244,1.0,0.0,0,466,1.0,1301,3,SAVINGS,1
C0005174,ACC000365,1,3,84900,0.0259,15.48,1,6,0.8775,1914,3,SAVINGS,0
C0005174,ACC000364,2,3,80079,0.0072,5.99,1,6,0.8775,1176,3,SAVINGS,0
C0005174,ACC000366,2,3,82121,0.0246,6.12,1,6,0.8775,1654,3,SAVINGS,0
C0005174,ACC000366,3,3,162221,1.0,0.0,0,6,0.8775,1654,3,SAVINGS,1
C0005175,ACC000374,1,4,2500,0.0,10.02,1,3,0.6501,546,18,SAVINGS,0
C0005175,ACC000376,2,4,2116,0.0076,11.82,1,4,0.7534,97,18,SAVINGS,0
C0005175,ACC000381,2,4,384,0.0,17.18,1,4,0.7534,1819,18,SAVINGS,0
C0005175,ACC000384,3,4,2500,0.0,18.11,1,1,0.2953,1297,18,SAVINGS,0
C0005175,ACC000377,4,4,2500,1.0,0.0,0,2,0.5034,1316,18,SAVINGS,1
C0005176,ACC000152,1,3,6300,0.0317,9.06,1,26,0.9999,654,3,SAVINGS,0
C0005176,ACC000151,2,3,6100,0.0328,2.11,1,26,0.9999,2156,3,SAVINGS,0
C0005176,ACC000153,3,3,5900,1.0,0.0,0,25,0.9998,1244,3,SAVINGS,1
C0005177,ACC001636,1,3,54500,0.0257,11.97,1,1,0.2953,1697,17,SAVINGS,0
C0005177,ACC001642,2,3,7934,0.0295,24.39,1,1,0.2953,720,17,SAVINGS,0
C0005177,ACC001641,2,3,45166,0.0236,15.06,1,2,0.5034,1589,17,CURRENT,0
C0005177,ACC001643,3,3,51800,1.0,0.0,0,1,0.2953,1993,17,SAVINGS,1
C0005178,ACC000173,1,3,96400,0.0301,3.71,1,31,1.0,1167,3,SAVINGS,0
C0005178,ACC000175,2,3,48225,0.0067,8.48,1,31,1.0,1035,3,SAVINGS,0
C0005178,ACC000174,2,3,45275,0.0215,17.27,1,28,0.9999,1139,3,SAVINGS,0
C0005178,ACC000175,3,3,140425,1.0,0.0,0,31,1.0,1035,3,SAVINGS,1
C0005179,ACC001013,1,3,2220000,0.0106,5.61,1,2,0.5034,1412,3,CURRENT,0
C0005179,ACC001015,2,3,2196400,0.0059,23.41,1,2,0.5034,2124,3,SAVINGS,0
C0005179,ACC001014,3,3,2183400,1.0,0.0,0,2,0.5034,509,3,SAVINGS,1
C0005180,ACC000820,1,3,12300,0.0081,18.52,1,3,0.6501,1396,3,SAVINGS,0
C0005180,ACC000822,2,3,12200,0.0246,16.19,1,3,0.6501,499,3,SAVINGS,0
C0005180,ACC000821,3,3,11900,1.0,0.0,0,3,0.6501,25,3,SAVINGS,1
C0005181,ACC000033,1,3,131800,0.0364,3.15,1,116,1.0,1438,3,SAVINGS,0
C0005181,ACC000035,2,3,109088,0.0191,5.02,1,118,1.0,873,3,SAVINGS,0
C0005181,ACC000034,2,3,17912,0.0174,23.11,1,117,1.0,1812,3,CURRENT,0
C0005181,ACC000035,3,3,233688,1.0,0.0,0,118,1.0,873,3,SAVINGS,1
C0005182,ACC000003,1,3,18100,0.0331,7.18,1,1101,1.0,1227,3,SAVINGS,0
C0005182,ACC000001,2,3,11743,0.0207,21.54,1,1113,1.0,870,3,SAVINGS,0
C0005182,ACC000002,2,3,5757,0.0099,9.29,1,1103,1.0,1451,3,SAVINGS,0
C0005182,ACC000003,3,3,35300,1.0,0.0,0,1101,1.0,1227,3,SAVINGS,1
C0005183,ACC001161,1,4,1200,0.0,2.69,1,1,0.2953,1817,6,SAVINGS,0
C0005183,ACC001165,2,4,852,0.061,13.83,1,1,0.2953,230,6,SAVINGS,0
C0005183,ACC001166,2,4,348,0.1379,16.07,1,2,0.5034,96,6,SAVINGS,0
C0005183,ACC001164,3,4,275,0.0,8.84,1,1,0.2953,105,6,SAVINGS,0
C0005183,ACC001162,3,4,567,0.0,20.23,1,2,0.5034,2096,6,SAVINGS,0
C0005183,ACC001163,3,4,258,0.2248,7.2,1,2,0.5034,546,6,SAVINGS,0
C0005183,ACC001166,4,4,1448,1.0,0.0,0,2,0.5034,96,6,SAVINGS,1
C0005184,ACC000020,1,3,167400,0.0239,23.78,1,230,1.0,1797,3,SAVINGS,0
C0005184,ACC000019,2,3,163400,0.0263,21.99,1,227,1.0,574,3,SAVINGS,0
C0005184,ACC000021,3,3,159100,1.0,0.0,0,233,1.0,1756,3,SAVINGS,1
C0005185,ACC000005,1,3,112400,0.0222,14.27,1,467,1.0,1619,3,SAVINGS,0
C0005185,ACC000004,2,3,109900,0.0373,22.95,1,461,1.0,1654,3,SAVINGS,0
C0005185,ACC000006,3,3,105800,1.0,0.0,0,467,1.0,1301,3,SAVINGS,1
C0005186,ACC000038,1,4,15100,0.0397,15.28,1,91,1.0,1812,5,SAVINGS,0
C0005186,ACC000040,2,4,14500,0.0414,4.24,1,91,1.0,2146,5,CURRENT,0
C0005186,ACC000039,3,4,13900,0.0288,2.63,1,95,1.0,1441,5,SAVINGS,0
C0005186,ACC000036,4,4,13500,1.0,0.0,0,97,1.0,815,5,SAVINGS,1
C0005187,ACC000730,1,3,1524800,0.0226,10.73,1,7,0.9137,1144,5,SAVINGS,0
C0005187,ACC000732,2,3,756968,0.0093,11.06,1,6,0.8775,1244,5,SAVINGS,0
C0005187,ACC000733,2,3,650914,0.0194,4.19,1,6,0.8775,674,5,SAVINGS,0
C0005187,ACC000729,2,3,82418,0.0245,6.32,1,6,0.8775,1046,5,SAVINGS,0
C0005187,ACC000731,3,3,1468600,1.0,0.0,0,6,0.8775,2194,5,CURRENT,1
C0005188,ACC000066,1,4,24700,0.0202,1.39,1,12,0.985,340,18,SAVINGS,0
C0005188,ACC000071,2,4,19425,0.0373,14.47,1,24,0.9998,1279,18,CURRENT,0
C0005188,ACC000075,2,4,4775,0.0157,5.4,1,18,0.9982,2068,18,SAVINGS,0
C0005188,ACC000076,3,4,23400,0.0385,8.22,1,16,0.9963,1382,18,SAVINGS,0
C0005188,ACC000069,4,4,22500,1.0,0.0,0,19,0.9987,337,18,SAVINGS,1
C0005189,ACC000003,1,3,284000,0.0074,10.12,1,1102,1.0,1227,3,SAVINGS,0
C0005189,ACC000001,2,3,138929,0.0304,4.91,1,1114,1.0,870,3,SAVINGS,0
C0005189,ACC000002,2,3,142971,0.0299,8.81,1,1104,1.0,1451,3,SAVINGS,0
C0005189,ACC000003,3,3,557400,1.0,0.0,0,1102,1.0,1227,3,SAVINGS,1
C0005190,ACC000002,1,3,42200,0.0237,20.15,1,1105,1.0,1451,3,SAVINGS,0
C0005190,ACC000001,2,3,41200,0.0097,5.43,1,1115,1.0,870,3,SAVINGS,0
C0005190,ACC000003,3,3,40800,1.0,0.0,0,1103,1.0,1227,3,SAVINGS,1
C0005191,ACC000002,1,2,25800,0.0039,13.46,1,1106,1.0,1451,3,SAVINGS,0
C0005191,ACC000001,2,2,25700,1.0,0.0,0,1116,1.0,870,3,SAVINGS,1
C0005192,ACC000053,1,2,3700,0.027,13.7,1,73,1.0,228,5,CURRENT,0
C0005192,ACC000050,2,2,3600,1.0,0.0,0,72,1.0,395,5,SAVINGS,1
C0005193,ACC001412,1,3,21800,0.0183,9.38,1,1,0.2953,47,3,SAVINGS,0
C0005193,ACC001413,2,3,4253,0.0125,9.83,1,1,0.2953,83,3,SAVINGS,0
C0005193,ACC001411,2,3,17147,0.0144,13.52,1,1,0.2953,288,3,SAVINGS,0
C0005193,ACC001413,3,3,25353,1.0,0.0,0,1,0.2953,83,3,SAVINGS,1
C0005194,ACC000003,1,3,173900,0.0121,6.68,1,1104,1.0,1227,3,SAVINGS,0
C0005194,ACC000002,2,3,89887,0.0199,9.03,1,1107,1.0,1451,3,SAVINGS,0
C0005194,ACC000001,2,3,81913,0.0209,4.51,1,1117,1.0,870,3,SAVINGS,0
C0005194,ACC000003,3,3,342200,1.0,0.0,0,1104,1.0,1227,3,SAVINGS,1
C0005195,ACC000006,1,3,19200,0.0365,2.88,1,468,1.0,1301,3,SAVINGS,0
C0005195,ACC000004,2,3,18500,0.0108,3.8,1,462,1.0,1654,3,SAVINGS,0
C0005195,ACC000005,3,3,18300,1.0,0.0,0,468,1.0,1619,3,SAVINGS,1
C0005196,ACC000352,1,5,58700,0.0392,8.1,1,2,0.5034,402,18,CURRENT,0
C0005196,ACC000345,2,5,51889,0.0383,3.61,1,2,0.5034,1086,18,SAVINGS,0
C0005196,ACC000355,2,5,4511,0.0246,14.9,1,2,0.5034,383,18,SAVINGS,0
C0005196,ACC000354,3,5,30792,0.0355,23.11,1,1,0.2953,1563,18,SAVINGS,0
C0005196,ACC000343,3,5,15799,0.0316,19.98,1,2,0.5034,873,18,CURRENT,0
C0005196,ACC000358,3,5,7709,0.0141,6.48,1,3,0.6501,561,18,SAVINGS,0
C0005196,ACC000353,4,5,52600,0.0361,2.39,1,1,0.2953,1518,18,CURRENT,0
C0005196,ACC000348,5,5,50700,1.0,0.0,0,3,0.6501,1801,18,SAVINGS,1
C0005197,ACC000005,1,2,13100,0.0382,13.11,1,469,1.0,1619,3,SAVINGS,0
C0005197,ACC000006,2,2,12600,1.0,0.0,0,469,1.0,1301,3,SAVINGS,1
C0005198,ACC000006,1,3,88000,0.0193,3.7,1,470,1.0,1301,3,SAVINGS,0
C0005198,ACC000005,2,3,86300,0.0139,19.83,1,470,1.0,1619,3,SAVINGS,0
C0005198,ACC000004,3,3,85100,1.0,0.0,0,463,1.0,1654,3,SAVINGS,1
C0005199,ACC000020,1,3,10600,0.0377,11.09,1,231,1.0,1797,3,SAVINGS,0
C0005199,ACC000019,2,3,4349,0.0113,19.23,1,228,1.0,574,3,SAVINGS,0
C0005199,ACC000021,2,3,10151,0.0247,20.11,1,234,1.0,1756,3,SAVINGS,0
C0005199,ACC000021,3,3,20051,1.0,0.0,0,234,1.0,1756,3,SAVINGS,1
C0005200,ACC000022,1,5,296300,0.024,17.22,1,102,1.0,431,8,CURRENT,0
C0005200,ACC000029,2,5,120856,0.012,19.38,1,103,1.0,1482,8,SAVINGS,0
C0005200,ACC000025,2,5,81234,0.0324,6.72,1,104,1.0,396,8,CURRENT,0
C0005200,ACC000027,2,5,87110,0.0311,9.84,1,87,1.0,1141,8,CURRENT,0
C0005200,ACC000026,3,5,282400,0.0071,14.28,1,106,1.0,1512,8,SAVINGS,0
C0005200,ACC000023,4,5,280400,0.0189,24.63,1,97,1.0,2053,8,SAVINGS,0
C0005200,ACC000024,5,5,275100,1.0,0.0,0,115,1.0,602,8,SAVINGS,1
C0005201,ACC000303,1,3,5800,0.0345,21.32,1,7,0.9137,1740,4,SAVINGS,0
C0005201,ACC000302,2,3,607,0.0115,20.21,1,7,0.9137,1291,4,SAVINGS,0
C0005201,ACC000301,2,3,1320,0.0152,5.58,1,7,0.9137,1261,4,SAVINGS,0
C0005201,ACC000300,2,3,3673,0.0199,8.12,1,7,0.9137,361,4,CURRENT,0
C0005201,ACC000303,3,3,11300,1.0,0.0,0,7,0.9137,1740,4,SAVINGS,1
C0005202,ACC000869,1,3,2900,0.0345,13.5,1,2,0.5034,432,3,SAVINGS,0
C0005202,ACC000870,2,3,2800,0.0,21.41,1,2,0.5034,899,3,CURRENT,0
C0005202,ACC000871,3,3,2800,1.0,0.0,0,2,0.5034,413,3,SAVINGS,1
C0005203,ACC000001,1,3,287000,0.0171,14.51,1,1118,1.0,870,3,SAVINGS,0
C0005203,ACC000003,2,3,261578,0.0232,1.51,1,1105,1.0,1227,3,SAVINGS,0
C0005203,ACC000002,2,3,20522,0.0157,9.11,1,1108,1.0,1451,3,SAVINGS,0
