account_id,transaction_velocity_24h,unique_counterparties_7d,incoming_outgoing_ratio,avg_holding_time_minutes,ring_membership,prior_case_count,is_fraud_account
NACC002733,7.454,4,1.323,231.73,0,0,0
NACC002734,0.395,3,1.119,181.54,0,0,0
NACC002735,1.709,5,1.152,519.84,0,0,0
NACC002736,2.712,5,1.407,876.62,0,0,0
NACC002737,1.516,3,0.646,324.76,0,0,0
NACC002738,2.669,4,1.441,1014.83,0,0,0
NACC002739,0.271,3,1.444,561.55,0,0,0
NACC002740,3.74,2,0.711,323.07,0,0,0
NACC002741,1.286,2,0.72,363.76,0,0,0
NACC002742,1.675,2,1.225,220.94,0,0,0
NACC002743,3.194,5,0.747,505.85,0,0,0
NACC002744,3.684,1,0.663,214.62,0,0,0
NACC002745,4.026,1,0.708,596.18,0,0,0
NACC002746,1.194,4,1.021,1294.81,0,0,0
NACC002747,2.027,2,0.925,181.4,0,0,0
NACC002748,0.839,3,1.023,434.13,0,0,0
NACC002749,0.591,5,0.693,787.24,0,0,0
NACC002750,7.651,5,1.329,509.79,0,0,0
NACC002751,2.925,3,1.113,657.19,0,0,0
NACC002752,2.127,2,1.332,176.88,0,0,0
NACC002753,4.669,5,0.726,506.28,0,0,0
NACC002754,2.871,3,1.297,543.81,0,0,0
NACC002755,1.349,1,0.888,285.15,0,0,0
NACC002756,5.382,2,0.93,366.25,0,0,0
NACC002757,4.491,1,0.9,273.13,0,0,0
NACC002758,0.608,3,1.477,483.82,0,0,0
NACC002759,2.841,1,0.863,567.22,0,0,0
NACC002760,1.479,4,1.059,554.93,0,0,0
NACC002761,4.177,2,0.987,251.79,0,0,0
NACC002762,6.407,2,0.673,313.73,0,0,0
NACC002763,3.451,4,1.411,133.28,0,0,0
NACC002764,2.177,2,1.219,917.91,0,0,0
NACC002765,5.023,1,0.951,189.71,0,0,0
NACC002766,3.396,5,1.089,617.08,0,0,0
NACC002767,2.451,5,1.075,487.86,0,0,0
NACC002768,1.978,4,0.961,456.19,0,0,0
NACC002769,2.532,3,0.701,128.14,0,0,0
NACC002770,1.974,4,1.127,431.53,0,0,0
NACC002771,1.205,1,0.648,430.18,0,0,0
NACC002772,1.932,4,0.86,413.24,0,0,0
NACC002773,2.014,5,1.096,277.48,0,0,0
NACC002774,0.88,4,1.497,503.01,0,0,0
NACC002775,2.003,4,1.374,567.04,0,0,0
NACC002776,1.863,2,1.199,274.97,0,0,0
NACC002777,0.475,3,0.828,1188.54,0,0,0
NACC002778,1.506,1,1.478,263.41,0,0,0
NACC002779,3.091,5,1.028,748.25,0,0,0
NACC002780,1.217,1,0.61,511.52,0,0,0
NACC002781,0.913,3,1.461,192.36,0,0,0
NACC002782,3.019,1,1.166,412.08,0,0,0
NACC002783,8.195,5,0.994,556.69,0,0,0
NACC002784,1.118,3,1.427,444.62,0,0,0
NACC002785,6.945,2,0.824,344.66,0,0,0
NACC002786,6.227,1,0.917,728.06,0,0,0
NACC002787,0.343,5,1.354,627.99,0,0,0
NACC002788,5.734,4,0.76,408.46,0,0,0
NACC002789,1.347,3,0.926,452.23,0,0,0
NACC002790,0.971,1,1.12,431.26,0,0,0
NACC002791,1.382,5,0.729,213.54,0,0,0
NACC002792,1.314,2,1.374,452.64,0,0,0
NACC002793,1.397,2,0.717,611.61,0,0,0
NACC002794,2.44,5,0.873,1092.43,0,0,0
NACC002795,1.385,2,1.113,250.32,0,0,0
NACC002796,1.789,5,1.17,850.96,0,0,0
NACC002797,2.399,4,1.138,1398.02,0,0,0
NACC002798,1.853,2,1.375,296.27,0,0,0
NACC002799,2.213,5,1.337,268.09,0,0,0
NACC002800,1.136,4,0.966,257.9,0,0,0
NACC002801,1.882,5,0.918,736.92,0,0,0
NACC002802,2.418,2,1.06,1244.51,0,0,0
NACC002803,1.385,1,1.061,647.38,0,0,0
NACC002804,2.86,1,0.786,693.11,0,0,0
NACC002805,0.799,5,1.048,778.98,0,0,0
NACC002806,1.405,1,0.988,235.12,0,0,0
NACC002807,1.352,5,1.411,927.75,0,0,0
NACC002808,2.632,4,0.619,344.51,0,0,0
NACC002809,2.655,2,0.712,362.78,0,0,0
NACC002810,3.323,3,1.168,292.7,0,0,0
NACC002811,0.854,5,1.45,342.31,0,0,0
NACC002812,5.091,2,1.054,443.44,0,0,0
NACC002813,3.288,4,0.746,213.58,0,0,0
NACC002814,1.359,4,0.842,638.65,0,0,0
NACC002815,3.096,2,0.866,174.27,0,0,0
NACC002816,3.239,2,1.005,489.67,0,0,0
NACC002817,2.656,3,0.908,305.32,0,0,0
NACC002818,1.066,4,1.308,158.95,0,0,0
NACC002819,3.407,4,1.11,1031.06,0,0,0
NACC002820,4.481,1,0.626,555.74,0,0,0
NACC002821,1.621,3,1.008,271.64,0,0,0
NACC002822,2.077,3,0.884,388.29,0,0,0
NACC002823,0.908,1,1.098,622.12,0,0,0
NACC002824,4.701,5,1.142,770.26,0,0,0
NACC002825,1.613,5,1.143,453.66,0,0,0
NACC002826,0.833,1,1.013,862.33,0,0,0
NACC002827,3.074,5,1.071,453.0,0,0,0
NACC002828,2.92,3,0.924,375.86,0,0,0
NACC002829,0.42,5,1.228,481.33,0,0,0
NACC002830,1.966,1,1.043,808.94,0,0,0
NACC002831,2.759,4,1.388,172.53,0,0,0
NACC002832,1.361,1,0.742,675.35,0,0,0
NACC002833,6.689,2,1.09,669.88,0,0,0
NACC002834,2.285,5,1.11,266.18,0,0,0
NACC002835,0.982,5,1.47,89.24,0,0,0
NACC002836,0.545,1,0.779,448.81,0,0,0
NACC002837,4.243,3,0.887,248.56,0,0,0
NACC002838,6.264,4,0.739,817.09,0,0,0
NACC002839,5.184,1,1.344,470.12,0,0,0
NACC002840,3.679,3,0.845,343.8,0,0,0
NACC002841,1.642,5,1.192,433.51,0,0,0
NACC002842,1.182,3,1.354,96.12,0,0,0
NACC002843,7.462,2,0.731,753.69,0,0,0
NACC002844,1.427,2,0.796,678.53,0,0,0
NACC002845,3.037,1,0.86,484.09,0,0,0
NACC002846,0.808,5,1.112,645.53,0,0,0
NACC002847,5.597,5,1.081,822.17,0,0,0
NACC002848,4.362,3,0.781,292.13,0,0,0
NACC002849,0.346,4,1.296,413.97,0,0,0
NACC002850,3.617,2,0.929,458.98,0,0,0
NACC002851,0.483,2,1.074,597.98,0,0,0
NACC002852,4.231,3,1.102,419.25,0,0,0
NACC002853,1.859,3,1.119,274.79,0,0,0
NACC002854,2.059,2,1.335,180.62,0,0,0
NACC002855,0.365,4,1.235,299.66,0,0,0
NACC002856,3.664,2,0.609,404.65,0,0,0
NACC002857,1.539,5,1.101,312.44,0,0,0
NACC002858,1.408,5,0.958,224.08,0,0,0
NACC002859,0.863,2,0.669,679.06,0,0,0
NACC002860,5.71,5,1.482,318.2,0,0,0
NACC002861,0.702,1,0.862,415.42,0,0,0
NACC002862,0.645,4,1.419,503.29,0,0,0
NACC002863,4.222,4,0.631,413.56,0,0,0
NACC002864,1.804,1,1.236,621.2,0,0,0
NACC002865,0.046,5,1.301,1070.24,0,0,0
NACC002866,2.462,2,1.379,741.52,0,0,0
NACC002867,4.424,5,1.153,392.06,0,0,0
NACC002868,8.32,2,0.893,474.19,0,0,0
NACC002869,4.407,1,0.875,598.47,0,0,0
NACC002870,1.882,3,1.177,221.32,0,0,0
NACC002871,2.39,5,1.112,390.74,0,0,0
NACC002872,1.795,2,0.639,607.46,0,0,0
NACC002873,2.137,4,0.932,377.78,0,0,0
NACC002874,2.001,1,1.366,368.51,0,0,0
NACC002875,2.894,4,1.356,575.87,0,0,0
NACC002876,0.558,5,1.244,283.79,0,0,0
NACC002877,1.418,4,1.408,426.11,0,0,0
NACC002878,7.648,2,0.676,152.04,0,0,0
NACC002879,3.703,5,0.703,296.93,0,0,0
NACC002880,4.286,1,1.145,192.15,0,0,0
NACC002881,3.338,1,1.27,1105.95,0,0,0
NACC002882,0.989,5,0.715,697.66,0,0,0
NACC002883,2.704,4,0.773,426.64,0,0,0
NACC002884,3.731,2,1.228,674.39,0,0,0
NACC002885,2.337,1,0.964,121.83,0,0,0
NACC002886,3.31,5,1.287,609.02,0,0,0
NACC002887,0.26,3,1.379,237.63,0,0,0
NACC002888,0.987,3,1.112,436.3,0,0,0
NACC002889,4.296,2,0.756,564.56,0,0,0
NACC002890,2.009,2,1.374,664.08,0,0,0
NACC002891,2.061,4,0.662,241.19,0,0,0
NACC002892,2.484,5,0.909,452.75,0,0,0
NACC002893,1.179,1,1.359,457.57,0,0,0
NACC002894,1.481,1,1.072,345.91,0,0,0
NACC002895,2.541,3,0.697,408.95,0,0,0
NACC002896,2.503,3,0.641,693.11,0,0,0
NACC002897,2.33,3,1.014,436.11,0,0,0
NACC002898,2.814,1,1.428,210.71,0,0,0
NACC002899,1.062,3,0.782,945.22,0,0,0
NACC002900,0.598,1,0.86,556.42,0,0,0
NACC002901,0.177,4,0.893,399.31,0,0,0
NACC002902,0.275,1,0.82,394.18,0,0,0
NACC002903,1.731,4,0.711,793.63,0,0,0
NACC002904,2.476,4,1.263,233.93,0,0,0
NACC002905,1.168,4,0.792,870.63,0,0,0
NACC002906,1.155,3,0.871,573.43,0,0,0
NACC002907,2.59,3,1.485,429.06,0,0,0
NACC002908,0.113,2,1.36,551.63,0,0,0
NACC002909,1.865,1,0.912,360.69,0,0,0
NACC002910,5.359,3,0.941,441.62,0,0,0
NACC002911,1.806,1,0.917,321.29,0,0,0
NACC002912,1.918,3,1.1,613.62,0,0,0
NACC002913,1.896,2,0.91,582.91,0,0,0
NACC002914,5.327,2,0.613,317.6,0,0,0
NACC002915,3.096,1,0.795,573.4,0,0,0
NACC002916,1.276,1,0.868,371.67,0,0,0
NACC002917,2.849,5,1.231,554.4,0,0,0
NACC002918,0.323,1,1.206,295.39,0,0,0
NACC002919,0.288,1,0.789,290.03,0,0,0
NACC002920,1.176,2,1.035,225.6,0,0,0
NACC002921,1.481,5,0.79,172.43,0,0,0
NACC002922,1.772,2,1.368,811.26,0,0,0
NACC002923,0.705,5,0.754,354.07,0,0,0
NACC002924,1.438,1,0.602,436.1,0,0,0
NACC002925,1.387,4,1.049,312.81,0,0,0
NACC002926,1.755,4,1.14,220.98,0,0,0
NACC002927,5.715,5,1.316,193.77,0,0,0
NACC002928,0.698,2,0.959,686.57,0,0,0
NACC002929,1.738,2,0.909,623.17,0,0,0
NACC002930,4.124,3,1.337,593.98,0,0,0
NACC002931,3.745,5,0.737,539.22,0,0,0
NACC002932,1.222,1,0.731,585.9,0,0,0
NACC002933,2.259,2,1.262,1055.7,0,0,0
NACC002934,4.482,1,1.135,351.61,0,0,0
NACC002935,2.219,2,0.93,419.62,0,0,0
NACC002936,0.75,3,1.161,675.55,0,0,0
NACC002937,2.288,3,0.816,228.89,0,0,0
NACC002938,1.943,5,0.811,403.83,0,0,0
NACC002939,2.633,4,1.399,269.71,0,0,0
NACC002940,1.787,1,1.363,428.93,0,0,0
NACC002941,4.551,3,1.081,201.9,0,0,0
NACC002942,2.276,3,0.774,412.61,0,0,0
NACC002943,5.212,4,1.237,191.34,0,0,0
NACC002944,2.27,2,0.92,549.02,0,0,0
NACC002945,3.571,2,0.629,199.26,0,0,0
NACC002946,1.747,2,1.291,189.53,0,0,0
NACC002947,3.291,3,0.678,704.27,0,0,0
NACC002948,1.293,3,0.735,256.45,0,0,0
NACC002949,1.544,4,0.616,272.12,0,0,0
NACC002950,0.513,5,0.967,454.28,0,0,0
NACC002951,4.486,3,0.924,312.82,0,0,0
NACC002952,1.32,4,1.338,814.27,0,0,0
NACC002953,1.295,3,1.291,516.84,0,0,0
NACC002954,1.626,1,0.618,475.92,0,0,0
NACC002955,0.596,1,1.383,852.03,0,0,0
NACC002956,0.705,3,0.947,584.14,0,0,0
NACC002957,5.409,2,1.498,300.22,0,0,0
NACC002958,0.291,2,0.997,495.09,0,0,0
NACC002959,3.01,5,1.187,379.05,0,0,0
NACC002960,1.388,1,1.054,251.84,0,0,0
NACC002961,2.264,2,0.956,290.15,0,0,0
NACC002962,2.846,3,1.438,492.1,0,0,0
NACC002963,2.472,1,0.858,454.15,0,0,0
NACC002964,2.187,1,0.789,422.04,0,0,0
NACC002965,1.953,1,0.985,952.89,0,0,0
NACC002966,3.787,5,1.041,500.84,0,0,0
NACC002967,3.806,5,0.945,981.06,0,0,0
NACC002968,8.188,1,1.128,821.55,0,0,0
NACC002969,5.775,4,0.663,592.71,0,0,0
NACC002970,1.299,4,0.891,424.44,0,0,0
NACC002971,3.691,1,1.293,228.49,0,0,0
NACC002972,2.888,5,1.27,233.02,0,0,0
NACC002973,4.971,2,1.122,619.02,0,0,0
NACC002974,0.923,3,1.116,146.36,0,0,0
NACC002975,2.718,2,0.788,564.7,0,0,0
NACC002976,3.176,5,1.317,451.86,0,0,0
NACC002977,2.011,5,0.898,333.98,0,0,0
NACC002978,1.479,5,0.955,575.83,0,0,0
NACC002979,1.667,4,1.101,672.93,0,0,0
NACC002980,1.036,5,0.609,722.78,0,0,0
NACC002981,0.882,5,1.366,838.08,0,0,0
NACC002982,0.731,1,1.37,238.0,0,0,0
NACC002983,0.104,2,1.041,502.12,0,0,0
NACC002984,6.659,2,0.956,521.13,0,0,0
NACC002985,1.247,1,0.845,599.96,0,0,0
NACC002986,0.272,5,1.0,433.65,0,0,0
NACC002987,2.058,2,1.272,627.74,0,0,0
NACC002988,1.098,3,0.772,619.38,0,0,0
NACC002989,1.746,2,1.229,174.96,0,0,0
NACC002990,3.454,4,0.945,427.63,0,0,0
NACC002991,3.759,1,1.342,732.25,0,0,0
NACC002992,3.61,5,1.058,583.12,0,0,0
NACC002993,0.999,4,1.2,754.32,0,0,0
NACC002994,0.723,3,1.256,316.45,0,0,0
NACC002995,1.755,5,1.248,368.26,0,0,0
NACC002996,1.772,3,1.408,518.42,0,0,0
NACC002997,3.702,5,1.15,356.09,0,0,0
NACC002998,3.426,5,0.928,330.7,0,0,0
NACC002999,3.79,4,1.007,135.61,0,0,0
NACC003000,2.269,5,0.709,338.16,0,0,0
NACC003001,2.54,4,0.952,347.17,0,0,0
NACC003002,5.93,3,0.854,647.44,0,0,0
NACC003003,3.176,2,0.629,612.97,0,0,0
NACC003004,0.987,2,1.145,243.76,0,0,0
NACC003005,0.567,2,0.964,189.53,0,0,0
NACC003006,0.988,3,0.771,195.11,0,0,0
NACC003007,0.293,1,0.684,331.41,0,0,0
NACC003008,2.333,4,1.423,397.05,0,0,0
NACC003009,1.951,5,0.813,472.81,0,0,0
NACC003010,2.113,4,0.727,400.53,0,0,0
NACC003011,0.689,4,0.986,341.82,0,0,0
NACC003012,2.933,5,0.716,516.3,0,0,0
NACC003013,0.828,4,0.624,217.33,0,0,0
NACC003014,3.874,2,0.742,213.61,0,0,0
NACC003015,2.142,5,1.233,178.74,0,0,0
NACC003016,1.689,2,1.261,440.75,0,0,0
NACC003017,4.528,5,1.223,698.65,0,0,0
NACC003018,0.191,3,0.834,940.28,0,0,0
NACC003019,3.541,4,1.47,236.19,0,0,0
NACC003020,1.566,1,1.477,284.56,0,0,0
NACC003021,0.367,3,1.246,859.97,0,0,0
NACC003022,4.823,4,1.301,425.19,0,0,0
NACC003023,0.973,2,0.899,684.23,0,0,0
NACC003024,1.455,5,1.437,395.54,0,0,0
NACC003025,0.923,2,1.424,327.24,0,0,0
NACC003026,0.886,2,1.367,400.4,0,0,0
NACC003027,1.839,1,1.452,195.14,0,0,0
NACC003028,1.036,4,0.836,624.68,0,0,0
NACC003029,3.098,1,0.841,597.48,0,0,0
NACC003030,1.489,5,1.132,717.53,0,0,0
NACC003031,3.283,3,0.849,385.66,0,0,0
NACC003032,1.302,5,1.488,796.82,0,0,0
NACC003033,1.587,5,0.995,122.45,0,0,0
NACC003034,3.259,1,0.947,803.51,0,0,0
NACC003035,0.541,1,1.456,649.52,0,0,0
NACC003036,5.456,3,1.247,434.02,0,0,0
NACC003037,6.447,3,0.845,170.62,0,0,0
NACC003038,1.579,5,1.074,115.53,0,0,0
NACC003039,1.529,3,1.324,367.58,0,0,0
NACC003040,3.782,2,0.744,1045.63,0,0,0
NACC003041,3.145,1,0.813,443.8,0,0,0
NACC003042,2.168,1,1.043,260.03,0,0,0
NACC003043,0.341,2,0.977,254.78,0,0,0
NACC003044,4.294,1,0.936,234.68,0,0,0
NACC003045,0.093,3,0.817,914.88,0,0,0
NACC003046,5.417,5,1.091,596.3,0,0,0
NACC003047,1.458,5,1.386,216.43,0,0,0
NACC003048,5.032,5,0.933,291.08,0,0,0
NACC003049,2.037,2,1.356,392.9,0,0,0
NACC003050,2.384,1,0.676,409.47,0,0,0
NACC003051,1.469,3,0.786,889.91,0,0,0
NACC003052,0.681,3,0.961,663.48,0,0,0
NACC003053,3.797,3,1.49,554.93,0,0,0
NACC003054,1.29,3,1.442,202.44,0,0,0
NACC003055,3.159,2,1.138,671.66,0,0,0
NACC003056,1.143,3,1.424,153.26,0,0,0
NACC003057,1.702,2,0.854,540.01,0,0,0
NACC003058,1.348,1,1.479,288.89,0,0,0
NACC003059,4.112,5,0.943,751.54,0,0,0
NACC003060,0.981,3,1.299,569.27,0,0,0
NACC003061,3.576,4,1.299,1423.51,0,0,0
NACC003062,2.768,1,0.658,1220.87,0,0,0
NACC003063,3.583,3,0.657,281.78,0,0,0
NACC003064,2.9,5,0.989,333.08,0,0,0
NACC003065,5.451,3,0.995,266.59,0,0,0
NACC003066,4.217,4,0.732,529.8,0,0,0
NACC003067,3.561,4,1.154,682.96,0,0,0
NACC003068,3.252,1,1.166,540.04,0,0,0
NACC003069,3.943,2,1.032,559.03,0,0,0
NACC003070,3.498,4,0.747,684.2,0,0,0
NACC003071,3.455,1,1.081,440.25,0,0,0
NACC003072,0.563,5,1.467,1270.12,0,0,0
NACC003073,0.647,4,0.643,763.46,0,0,0
NACC003074,5.267,3,1.42,965.93,0,0,0
NACC003075,1.633,4,1.299,379.94,0,0,0
NACC003076,7.616,4,1.055,1237.47,0,0,0
NACC003077,0.511,1,0.897,424.86,0,0,0
NACC003078,1.461,1,0.759,167.46,0,0,0
NACC003079,1.227,1,1.331,449.7,0,0,0
NACC003080,1.548,5,1.227,738.84,0,0,0
NACC003081,3.809,1,1.184,534.98,0,0,0
NACC003082,7.941,3,1.168,460.66,0,0,0
NACC003083,1.425,4,1.323,853.01,0,0,0
NACC003084,4.804,1,0.749,126.84,0,0,0
NACC003085,2.165,1,1.14,537.95,0,0,0
NACC003086,2.261,3,0.704,342.78,0,0,0
NACC003087,3.16,4,0.909,709.32,0,0,0
NACC003088,1.015,1,0.64,504.04,0,0,0
NACC003089,1.363,1,1.473,674.92,0,0,0
NACC003090,6.551,5,1.005,104.69,0,0,0
NACC003091,2.401,4,1.133,541.41,0,0,0
NACC003092,0.708,3,0.863,403.74,0,0,0
NACC003093,1.683,2,0.961,207.87,0,0,0
NACC003094,2.861,5,0.844,830.99,0,0,0
NACC003095,0.741,5,1.116,485.85,0,0,0
NACC003096,0.365,1,0.789,363.88,0,0,0
NACC003097,1.333,3,1.404,172.07,0,0,0
NACC003098,8.438,1,1.364,229.17,0,0,0
NACC003099,1.598,3,0.89,633.88,0,0,0
NACC003100,3.116,2,1.322,389.66,0,0,0
NACC003101,2.467,4,1.334,761.77,0,0,0
NACC003102,3.507,5,1.212,327.45,0,0,0
NACC003103,1.808,2,1.15,443.02,0,0,0
NACC003104,0.392,3,1.402,405.73,0,0,0
NACC003105,3.31,4,0.782,239.58,0,0,0
NACC003106,0.762,5,0.722,556.45,0,0,0
NACC003107,1.796,5,1.351,397.29,0,0,0
NACC003108,1.493,4,0.753,490.72,0,0,0
NACC003109,0.854,2,1.049,572.82,0,0,0
NACC003110,1.801,3,0.677,831.42,0,0,0
NACC003111,2.867,4,1.196,372.98,0,0,0
NACC003112,0.972,5,0.622,232.49,0,0,0
NACC003113,0.703,1,0.612,406.44,0,0,0
NACC003114,5.179,1,1.376,753.46,0,0,0
NACC003115,1.337,2,0.832,502.7,0,0,0
NACC003116,2.349,2,1.423,396.07,0,0,0
NACC003117,0.819,5,1.36,612.93,0,0,0
NACC003118,5.549,5,1.143,408.59,0,0,0
NACC003119,0.213,1,1.183,498.63,0,0,0
NACC003120,4.088,1,0.744,846.1,0,0,0
NACC003121,0.436,1,1.305,485.18,0,0,0
NACC003122,1.061,3,0.689,593.39,0,0,0
NACC003123,1.635,3,1.333,340.29,0,0,0
NACC003124,3.238,3,0.741,308.05,0,0,0
NACC003125,3.144,2,1.306,328.39,0,0,0
NACC003126,3.531,1,1.308,415.87,0,0,0
NACC003127,2.168,5,0.838,224.44,0,0,0
NACC003128,2.152,4,1.086,315.18,0,0,0
NACC003129,2.541,5,1.326,642.55,0,0,0
NACC003130,4.437,3,0.868,274.36,0,0,0
NACC003131,2.008,5,1.394,895.33,0,0,0
NACC003132,0.121,3,0.762,100.44,0,0,0
NACC003133,0.679,1,1.101,482.63,0,0,0
NACC003134,2.282,2,1.434,622.66,0,0,0
NACC003135,1.73,3,0.713,382.2,0,0,0
NACC003136,2.506,3,1.498,383.36,0,0,0
NACC003137,0.247,1,1.24,732.96,0,0,0
NACC003138,0.989,5,0.85,225.2,0,0,0
NACC003139,2.272,5,1.335,523.11,0,0,0
NACC003140,4.893,5,1.213,467.95,0,0,0
NACC003141,0.91,3,1.462,1092.97,0,0,0
NACC003142,2.755,3,0.716,745.03,0,0,0
NACC003143,1.366,2,1.016,364.67,0,0,0
NACC003144,5.309,5,0.922,363.33,0,0,0
NACC003145,3.68,5,0.679,260.03,0,0,0
NACC003146,3.841,1,1.284,460.03,0,0,0
NACC003147,1.341,5,1.408,737.02,0,0,0
NACC003148,0.47,2,0.967,326.94,0,0,0
NACC003149,2.697,4,0.72,636.55,0,0,0
NACC003150,0.741,4,1.387,481.05,0,0,0
NACC003151,0.763,1,0.754,761.83,0,0,0
NACC003152,0.345,1,0.999,390.52,0,0,0
NACC003153,2.371,3,1.216,753.07,0,0,0
NACC003154,3.664,2,0.916,340.48,0,0,0
NACC003155,0.948,1,0.782,455.59,0,0,0
NACC003156,2.137,1,1.094,447.33,0,0,0
NACC003157,0.407,2,1.459,201.04,0,0,0
NACC003158,1.505,5,0.919,507.01,0,0,0
NACC003159,1.894,4,1.377,388.72,0,0,0
NACC003160,1.44,1,1.045,231.17,0,0,0
NACC003161,0.679,4,1.331,535.27,0,0,0
NACC003162,2.05,5,0.807,313.56,0,0,0
NACC003163,4.324,3,1.026,215.32,0,0,0
NACC003164,1.52,3,0.804,361.55,0,0,0
NACC003165,2.116,2,1.012,488.77,0,0,0
NACC003166,1.842,4,0.801,446.11,0,0,0
NACC003167,0.702,5,1.189,486.35,0,0,0
NACC003168,0.605,3,1.142,455.76,0,0,0
NACC003169,3.741,3,0.833,661.68,0,0,0
NACC003170,2.141,3,1.449,627.76,0,0,0
NACC003171,0.521,4,1.047,179.69,0,0,0
NACC003172,1.007,2,0.919,529.79,0,0,0
NACC003173,1.522,2,1.001,333.32,0,0,0
NACC003174,1.418,3,1.284,344.22,0,0,0
NACC003175,0.839,3,0.982,137.16,0,0,0
NACC003176,0.962,5,0.863,666.84,0,0,0
NACC003177,1.378,5,0.844,281.13,0,0,0
NACC003178,0.388,2,1.127,627.26,0,0,0
NACC003179,2.842,5,1.182,218.96,0,0,0
NACC003180,0.934,5,0.891,764.41,0,0,0
NACC003181,6.417,2,1.013,499.78,0,0,0
NACC003182,0.683,4,1.288,606.61,0,0,0
NACC003183,1.465,5,0.628,579.15,0,0,0
NACC003184,6.458,4,0.846,332.49,0,0,0
NACC003185,4.922,1,0.766,628.35,0,0,0
NACC003186,1.193,4,1.436,299.78,0,0,0
NACC003187,2.902,3,1.304,373.85,0,0,0
NACC003188,1.312,3,0.693,513.8,0,0,0
NACC003189,2.723,1,0.963,829.45,0,0,0
NACC003190,5.59,5,1.056,807.39,0,0,0
NACC003191,5.546,2,1.189,588.04,0,0,0
NACC003192,2.893,5,1.379,142.06,0,0,0
NACC003193,1.68,3,1.314,499.24,0,0,0
NACC003194,2.414,1,0.778,418.59,0,0,0
NACC003195,3.944,5,1.125,564.84,0,0,0
NACC003196,2.998,5,1.19,547.16,0,0,0
NACC003197,5.413,1,1.091,515.48,0,0,0
NACC003198,0.473,4,0.768,226.51,0,0,0
NACC003199,7.241,1,1.069,311.69,0,0,0
NACC003200,3.282,1,1.325,335.77,0,0,0
NACC003201,2.488,4,0.653,704.54,0,0,0
NACC003202,3.714,5,1.002,1108.22,0,0,0
NACC003203,1.091,1,1.081,425.91,0,0,0
NACC003204,3.146,5,0.778,506.34,0,0,0
NACC003205,6.69,4,0.878,458.29,0,0,0
NACC003206,2.311,5,1.247,331.52,0,0,0
NACC003207,1.954,4,1.014,265.66,0,0,0
NACC003208,4.353,3,1.494,1125.99,0,0,0
NACC003209,1.086,2,0.832,1021.59,0,0,0
NACC003210,0.945,5,0.757,618.44,0,0,0
NACC003211,3.077,1,1.138,481.81,0,0,0
NACC003212,2.267,4,1.231,574.98,0,0,0
NACC003213,1.462,1,1.146,298.15,0,0,0
NACC003214,1.669,1,1.096,492.29,0,0,0
NACC003215,1.867,2,1.138,522.76,0,0,0
NACC003216,2.668,3,1.368,339.7,0,0,0
NACC003217,0.939,1,1.275,388.24,0,0,0
NACC003218,3.219,3,0.644,710.05,0,0,0
NACC003219,0.855,2,1.16,483.75,0,0,0
NACC003220,2.559,3,0.84,498.65,0,0,0
NACC003221,1.646,2,0.838,152.5,0,0,0
NACC003222,2.96,2,1.108,407.93,0,0,0
NACC003223,6.009,5,1.375,116.86,0,0,0
NACC003224,5.794,2,0.679,341.22,0,0,0
NACC003225,1.621,3,1.223,794.74,0,0,0
NACC003226,2.412,1,0.999,1034.18,0,0,0
NACC003227,1.478,5,1.207,239.07,0,0,0
NACC003228,0.961,5,0.847,933.11,0,0,0
NACC003229,1.598,2,0.708,938.03,0,0,0
NACC003230,1.944,5,1.185,351.79,0,0,0
NACC003231,1.231,5,1.454,477.22,0,0,0
NACC003232,2.597,3,0.857,398.85,0,0,0
NACC003233,5.532,5,0.666,281.11,0,0,0
NACC003234,2.673,2,0.753,625.78,0,0,0
NACC003235,4.484,2,1.352,743.76,0,0,0
NACC003236,4.582,1,0.611,916.74,0,0,0
NACC003237,2.058,5,1.453,556.78,0,0,0
NACC003238,0.551,3,1.277,421.31,0,0,0
NACC003239,3.157,5,1.276,432.95,0,0,0
NACC003240,3.984,1,1.059,180.32,0,0,0
NACC003241,0.915,5,1.457,418.53,0,0,0
NACC003242,1.344,1,0.622,236.2,0,0,0
NACC003243,0.741,4,1.273,135.94,0,0,0
NACC003244,1.936,5,0.718,433.1,0,0,0
NACC003245,2.281,3,0.665,924.32,0,0,0
NACC003246,2.222,5,1.188,605.95,0,0,0
NACC003247,0.993,2,0.718,498.78,0,0,0
NACC003248,3.71,1,1.363,658.95,0,0,0
NACC003249,6.426,5,1.343,501.65,0,0,0
NACC003250,3.851,1,0.85,599.98,0,0,0
NACC003251,2.746,1,0.711,401.64,0,0,0
NACC003252,1.528,2,1.401,545.73,0,0,0
NACC003253,2.317,1,1.45,325.97,0,0,0
NACC003254,0.904,2,1.152,808.14,0,0,0
NACC003255,1.108,4,1.231,427.57,0,0,0
NACC003256,0.767,4,0.642,342.83,0,0,0
NACC003257,2.765,1,1.038,476.7,0,0,0
NACC003258,2.848,3,0.914,420.4,0,0,0
NACC003259,2.727,5,0.603,129.43,0,0,0
NACC003260,0.737,2,0.69,550.84,0,0,0
NACC003261,0.463,3,0.898,805.08,0,0,0
NACC003262,2.689,2,0.862,221.92,0,0,0
NACC003263,6.442,1,1.396,339.58,0,0,0
NACC003264,2.773,3,1.376,431.54,0,0,0
NACC003265,1.882,5,1.16,283.76,0,0,0
NACC003266,2.832,1,1.211,232.44,0,0,0
