complaint_id,victim_id,fraud_type,amount,state,city,destination_account,bank,complaint_timestamp,free_text_description,ring_id
C0006281,V0006281,Fraud,105000.0,Telangana,Hyderabad,ACC000002,Bank_D,2026-01-02T04:07:36.944398,Victim reported suspected fraud fraud of INR 105000 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006282,V0006282,Forgery,37800.0,Telangana,Hyderabad,ACC000959,Bank_B,2026-01-02T04:07:59.668024,Victim reported suspected forgery fraud of INR 37800 from Hyderabad. Transaction details and beneficiary account were provided.,R0199
C0006283,V0006283,Fraud,19200.0,Telangana,Hyderabad,ACC000305,Bank_A,2026-01-02T04:08:07.945687,Victim reported suspected fraud fraud of INR 19200 from Hyderabad. Transaction details and beneficiary account were provided.,R0056
C0006284,V0006284,Fraud,486400.0,Telangana,Hyderabad,ACC000772,Bank_A,2026-01-02T04:08:15.850270,Victim reported suspected fraud fraud of INR 486400 from Hyderabad. Transaction details and beneficiary account were provided.,R0158
C0006285,V0006285,Cheating,27900.0,Maharashtra,Mumbai,ACC000315,Bank_C,2026-01-02T04:08:19.094977,Victim reported suspected cheating fraud of INR 27900 from Mumbai. Transaction details and beneficiary account were provided.,R0058
C0006286,V0006286,Fraud,143900.0,Telangana,Hyderabad,ACC000006,Bank_D,2026-01-02T04:08:28.440044,Victim reported suspected fraud fraud of INR 143900 from Hyderabad. Transaction details and beneficiary account were provided.,R0002
C0006287,V0006287,Cheating,12200.0,Telangana,Hyderabad,ACC000012,Bank_D,2026-01-02T04:09:07.184103,Victim reported suspected cheating fraud of INR 12200 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0006288,V0006288,Fraud,178600.0,Tamil Nadu,Chennai,ACC000005,Bank_D,2026-01-02T04:09:42.949872,Victim reported suspected fraud fraud of INR 178600 from Chennai. Transaction details and beneficiary account were provided.,R0002
C0006289,V0006289,Cheating,12700.0,Telangana,Hyderabad,ACC000004,Bank_A,2026-01-02T04:09:54.935595,Victim reported suspected cheating fraud of INR 12700 from Hyderabad. Transaction details and beneficiary account were provided.,R0002
C0006290,V0006290,Cheating,2082400.0,Uttar Pradesh,Lucknow,ACC000021,Bank_C,2026-01-02T04:10:00.104436,Victim reported suspected cheating fraud of INR 2082400 from Lucknow. Transaction details and beneficiary account were provided.,R0004
C0006291,V0006291,Cheating,355400.0,Maharashtra,Pune,ACC000002,Bank_D,2026-01-02T04:10:22.543778,Victim reported suspected cheating fraud of INR 355400 from Pune. Transaction details and beneficiary account were provided.,R0001
C0006292,V0006292,Fraud,2220000.0,Bihar,Patna,ACC000004,Bank_A,2026-01-02T04:10:23.058353,Victim reported suspected fraud fraud of INR 2220000 from Patna. Transaction details and beneficiary account were provided.,R0002
C0006293,V0006293,Fraud,78400.0,Telangana,Hyderabad,ACC000114,Bank_C,2026-01-02T04:10:24.092523,Victim reported suspected fraud fraud of INR 78400 from Hyderabad. Transaction details and beneficiary account were provided.,R0017
C0006294,V0006294,Cheating,33400.0,Telangana,Hyderabad,ACC000011,Bank_A,2026-01-02T04:10:41.281354,Victim reported suspected cheating fraud of INR 33400 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0006295,V0006295,Fraud,1600.0,Bihar,Patna,ACC000326,Bank_D,2026-01-02T04:10:45.491443,Victim reported suspected fraud fraud of INR 1600 from Patna. Transaction details and beneficiary account were provided.,R0062
C0006296,V0006296,Fraud,1000.0,Bihar,Patna,ACC000003,Bank_C,2026-01-02T04:10:56.577906,Victim reported suspected fraud fraud of INR 1000 from Patna. Transaction details and beneficiary account were provided.,R0001
C0006297,V0006297,Fraud,2220000.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T04:10:58.406719,Victim reported suspected fraud fraud of INR 2220000 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006298,V0006298,Fraud,3500.0,Telangana,Hyderabad,ACC000019,Bank_B,2026-01-02T04:11:08.140700,Victim reported suspected fraud fraud of INR 3500 from Hyderabad. Transaction details and beneficiary account were provided.,R0004
C0006299,V0006299,Fraud,16700.0,Telangana,Hyderabad,ACC000002,Bank_D,2026-01-02T04:11:17.910940,Victim reported suspected fraud fraud of INR 16700 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006300,V0006300,Cheating,2012500.0,Telangana,Hyderabad,ACC000258,Bank_C,2026-01-02T04:11:19.154828,Victim reported suspected cheating fraud of INR 2012500 from Hyderabad. Transaction details and beneficiary account were provided.,R0045
C0006301,V0006301,Fraud,1100.0,Telangana,Hyderabad,ACC000371,Bank_B,2026-01-02T04:11:20.106234,Victim reported suspected fraud fraud of INR 1100 from Hyderabad. Transaction details and beneficiary account were provided.,R0071
C0006302,V0006302,Fraud,64200.0,Bihar,Patna,ACC000693,Bank_A,2026-01-02T04:11:25.029489,Victim reported suspected fraud fraud of INR 64200 from Patna. Transaction details and beneficiary account were provided.,R0141
C0006303,V0006303,Fraud,49000.0,Telangana,Hyderabad,ACC000008,Bank_C,2026-01-02T04:11:28.588879,Victim reported suspected fraud fraud of INR 49000 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0006304,V0006304,Fraud,820200.0,Telangana,Hyderabad,ACC000164,Bank_D,2026-01-02T04:11:49.679471,Victim reported suspected fraud fraud of INR 820200 from Hyderabad. Transaction details and beneficiary account were provided.,R0028
C0006305,V0006305,Cheating,3100.0,Telangana,Hyderabad,ACC000296,Bank_E,2026-01-02T04:11:54.115268,Victim reported suspected cheating fraud of INR 3100 from Hyderabad. Transaction details and beneficiary account were provided.,R0053
C0006306,V0006306,Cheating,533900.0,Maharashtra,Mumbai,ACC001799,Bank_C,2026-01-02T04:12:04.856632,Victim reported suspected cheating fraud of INR 533900 from Mumbai. Transaction details and beneficiary account were provided.,R0366
C0006307,V0006307,Fraud,9400.0,Telangana,Hyderabad,ACC000023,Bank_E,2026-01-02T04:12:05.446069,Victim reported suspected fraud fraud of INR 9400 from Hyderabad. Transaction details and beneficiary account were provided.,R0005
C0006308,V0006308,Cheating,363800.0,Telangana,Hyderabad,ACC001536,Bank_D,2026-01-02T04:12:07.781453,Victim reported suspected cheating fraud of INR 363800 from Hyderabad. Transaction details and beneficiary account were provided.,R0319
C0006309,V0006309,Cheating,26300.0,Telangana,Hyderabad,ACC000011,Bank_A,2026-01-02T04:12:39.253843,Victim reported suspected cheating fraud of INR 26300 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0006310,V0006310,Fraud,269300.0,Bihar,Patna,ACC000023,Bank_E,2026-01-02T04:12:59.487544,Victim reported suspected fraud fraud of INR 269300 from Patna. Transaction details and beneficiary account were provided.,R0005
C0006311,V0006311,Fraud,409800.0,Telangana,Hyderabad,ACC000005,Bank_D,2026-01-02T04:13:04.383934,Victim reported suspected fraud fraud of INR 409800 from Hyderabad. Transaction details and beneficiary account were provided.,R0002
C0006312,V0006312,Fraud,62800.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T04:13:08.452155,Victim reported suspected fraud fraud of INR 62800 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006313,V0006313,Cheating,517200.0,Telangana,Hyderabad,ACC000005,Bank_D,2026-01-02T04:13:08.550552,Victim reported suspected cheating fraud of INR 517200 from Hyderabad. Transaction details and beneficiary account were provided.,R0002
C0006314,V0006314,Fraud,1000.0,Telangana,Hyderabad,ACC000004,Bank_A,2026-01-02T04:13:26.053365,Victim reported suspected fraud fraud of INR 1000 from Hyderabad. Transaction details and beneficiary account were provided.,R0002
C0006315,V0006315,Cheating,1000.0,Telangana,Hyderabad,ACC000664,Bank_B,2026-01-02T04:13:31.709014,Victim reported suspected cheating fraud of INR 1000 from Hyderabad. Transaction details and beneficiary account were provided.,R0135
C0006316,V0006316,Fraud,5400.0,Bihar,Patna,ACC000382,Bank_C,2026-01-02T04:13:45.127480,Victim reported suspected fraud fraud of INR 5400 from Patna. Transaction details and beneficiary account were provided.,R0072
C0006317,V0006317,Cheating,116100.0,Telangana,Hyderabad,ACC000289,Bank_A,2026-01-02T04:13:47.055073,Victim reported suspected cheating fraud of INR 116100 from Hyderabad. Transaction details and beneficiary account were provided.,R0052
C0006318,V0006318,Fraud,159200.0,Telangana,Hyderabad,ACC000001,Bank_C,2026-01-02T04:13:50.139343,Victim reported suspected fraud fraud of INR 159200 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006319,V0006319,Cheating,38900.0,Maharashtra,Mumbai,ACC000061,Bank_C,2026-01-02T04:14:04.737750,Victim reported suspected cheating fraud of INR 38900 from Mumbai. Transaction details and beneficiary account were provided.,R0011
C0006320,V0006320,Fraud,105000.0,Telangana,Hyderabad,ACC000043,Bank_B,2026-01-02T04:14:25.042632,Victim reported suspected fraud fraud of INR 105000 from Hyderabad. Transaction details and beneficiary account were provided.,R0009
C0006321,V0006321,Cheating,50500.0,Telangana,Hyderabad,ACC000035,Bank_C,2026-01-02T04:14:34.590055,Victim reported suspected cheating fraud of INR 50500 from Hyderabad. Transaction details and beneficiary account were provided.,R0007
C0006322,V0006322,Cheating,30200.0,Telangana,Hyderabad,ACC000001,Bank_C,2026-01-02T04:14:59.264609,Victim reported suspected cheating fraud of INR 30200 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006323,V0006323,Fraud,1000.0,Telangana,Hyderabad,ACC000107,Bank_D,2026-01-02T04:15:18.506169,Victim reported suspected fraud fraud of INR 1000 from Hyderabad. Transaction details and beneficiary account were provided.,R0016
C0006324,V0006324,Cheating,1500.0,Maharashtra,Pune,ACC000060,Bank_B,2026-01-02T04:15:18.611292,Victim reported suspected cheating fraud of INR 1500 from Pune. Transaction details and beneficiary account were provided.,R0011
C0006325,V0006325,Fraud,165200.0,Maharashtra,Mumbai,ACC000215,Bank_C,2026-01-02T04:15:53.441850,Victim reported suspected fraud fraud of INR 165200 from Mumbai. Transaction details and beneficiary account were provided.,R0036
C0006326,V0006326,Fraud,5400.0,Telangana,Hyderabad,ACC000139,Bank_E,2026-01-02T04:16:00.186472,Victim reported suspected fraud fraud of INR 5400 from Hyderabad. Transaction details and beneficiary account were provided.,R0022
C0006327,V0006327,Cheating,14400.0,Maharashtra,Mumbai,ACC000003,Bank_C,2026-01-02T04:16:03.335369,Victim reported suspected cheating fraud of INR 14400 from Mumbai. Transaction details and beneficiary account were provided.,R0001
C0006328,V0006328,Fraud,19500.0,Telangana,Hyderabad,ACC000020,Bank_D,2026-01-02T04:16:08.039255,Victim reported suspected fraud fraud of INR 19500 from Hyderabad. Transaction details and beneficiary account were provided.,R0004
C0006329,V0006329,Fraud,10200.0,Telangana,Hyderabad,ACC000010,Bank_A,2026-01-02T04:16:36.667116,Victim reported suspected fraud fraud of INR 10200 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0006330,V0006330,Cheating,5300.0,Telangana,Hyderabad,ACC000587,Bank_D,2026-01-02T04:16:39.720824,Victim reported suspected cheating fraud of INR 5300 from Hyderabad. Transaction details and beneficiary account were provided.,R0117
C0006331,V0006331,Cheating,272800.0,Telangana,Hyderabad,ACC000007,Bank_C,2026-01-02T04:16:43.512848,Victim reported suspected cheating fraud of INR 272800 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0006332,V0006332,Fraud,1000.0,Andhra Pradesh,Jaipur,ACC000003,Bank_C,2026-01-02T04:16:53.115506,Victim reported suspected fraud fraud of INR 1000 from Jaipur. Transaction details and beneficiary account were provided.,R0001
C0006333,V0006333,Cheating,40700.0,Tamil Nadu,Chennai,ACC000006,Bank_D,2026-01-02T04:17:03.702815,Victim reported suspected cheating fraud of INR 40700 from Chennai. Transaction details and beneficiary account were provided.,R0002
C0006334,V0006334,Fraud,41000.0,Bihar,Patna,ACC000086,Bank_A,2026-01-02T04:17:11.191925,Victim reported suspected fraud fraud of INR 41000 from Patna. Transaction details and beneficiary account were provided.,R0014
C0006335,V0006335,Fraud,51900.0,Telangana,Hyderabad,ACC000166,Bank_A,2026-01-02T04:17:12.475374,Victim reported suspected fraud fraud of INR 51900 from Hyderabad. Transaction details and beneficiary account were provided.,R0029
C0006336,V0006336,Forgery,25800.0,Bihar,Patna,ACC000111,Bank_B,2026-01-02T04:17:15.671062,Victim reported suspected forgery fraud of INR 25800 from Patna. Transaction details and beneficiary account were provided.,R0016
C0006337,V0006337,Cheating,18800.0,Telangana,Hyderabad,ACC000001,Bank_C,2026-01-02T04:17:42.078139,Victim reported suspected cheating fraud of INR 18800 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006338,V0006338,Fraud,37800.0,Bihar,Patna,ACC000005,Bank_D,2026-01-02T04:18:00.364002,Victim reported suspected fraud fraud of INR 37800 from Patna. Transaction details and beneficiary account were provided.,R0002
C0006339,V0006339,Fraud,165700.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T04:18:04.368985,Victim reported suspected fraud fraud of INR 165700 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006340,V0006340,Cheating,2000.0,Telangana,Hyderabad,ACC000001,Bank_C,2026-01-02T04:18:04.624539,Victim reported suspected cheating fraud of INR 2000 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006341,V0006341,Cheating,9400.0,Telangana,Hyderabad,ACC000743,Bank_E,2026-01-02T04:18:54.383708,Victim reported suspected cheating fraud of INR 9400 from Hyderabad. Transaction details and beneficiary account were provided.,R0153
C0006342,V0006342,Cheating,1000.0,Telangana,Hyderabad,ACC000035,Bank_C,2026-01-02T04:18:58.686815,Victim reported suspected cheating fraud of INR 1000 from Hyderabad. Transaction details and beneficiary account were provided.,R0007
C0006343,V0006343,Cheating,4600.0,Odisha,Mumbai,ACC000132,Bank_E,2026-01-02T04:19:01.542640,Victim reported suspected cheating fraud of INR 4600 from Mumbai. Transaction details and beneficiary account were provided.,R0020
C0006344,V0006344,Fraud,11400.0,Telangana,Hyderabad,ACC000031,Bank_C,2026-01-02T04:19:02.927145,Victim reported suspected fraud fraud of INR 11400 from Hyderabad. Transaction details and beneficiary account were provided.,R0006
C0006345,V0006345,Fraud,2900.0,Telangana,Hyderabad,ACC001510,Bank_B,2026-01-02T04:19:23.485205,Victim reported suspected fraud fraud of INR 2900 from Hyderabad. Transaction details and beneficiary account were provided.,R0312
C0006346,V0006346,Fraud,28300.0,Telangana,Hyderabad,ACC000741,Bank_E,2026-01-02T04:19:28.600175,Victim reported suspected fraud fraud of INR 28300 from Hyderabad. Transaction details and beneficiary account were provided.,R0153
C0006347,V0006347,Fraud,2800.0,Bihar,Patna,ACC000019,Bank_B,2026-01-02T04:19:42.950838,Victim reported suspected fraud fraud of INR 2800 from Patna. Transaction details and beneficiary account were provided.,R0004
C0006348,V0006348,Fraud,1862900.0,Telangana,Hyderabad,ACC000077,Bank_D,2026-01-02T04:19:57.893962,Victim reported suspected fraud fraud of INR 1862900 from Hyderabad. Transaction details and beneficiary account were provided.,R0013
C0006349,V0006349,Fraud,8900.0,Telangana,Hyderabad,ACC000028,Bank_B,2026-01-02T04:20:06.201862,Victim reported suspected fraud fraud of INR 8900 from Hyderabad. Transaction details and beneficiary account were provided.,R0005
C0006350,V0006350,Cheating,20300.0,Tamil Nadu,Chennai,ACC000317,Bank_B,2026-01-02T04:20:21.592953,Victim reported suspected cheating fraud of INR 20300 from Chennai. Transaction details and beneficiary account were provided.,R0059
C0006351,V0006351,Cheating,14100.0,Maharashtra,Mumbai,ACC000006,Bank_D,2026-01-02T04:20:32.531981,Victim reported suspected cheating fraud of INR 14100 from Mumbai. Transaction details and beneficiary account were provided.,R0002
C0006352,V0006352,Fraud,30900.0,Telangana,Hyderabad,ACC000007,Bank_C,2026-01-02T04:21:06.949415,Victim reported suspected fraud fraud of INR 30900 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0006353,V0006353,Fraud,35000.0,Bihar,Patna,ACC000011,Bank_A,2026-01-02T04:21:17.426224,Victim reported suspected fraud fraud of INR 35000 from Patna. Transaction details and beneficiary account were provided.,R0003
C0006354,V0006354,Cheating,12600.0,Telangana,Hyderabad,ACC000510,Bank_B,2026-01-02T04:21:32.144049,Victim reported suspected cheating fraud of INR 12600 from Hyderabad. Transaction details and beneficiary account were provided.,R0097
C0006355,V0006355,Fraud,198700.0,Delhi,Delhi,ACC000035,Bank_C,2026-01-02T04:21:32.175699,Victim reported suspected fraud fraud of INR 198700 from Delhi. Transaction details and beneficiary account were provided.,R0007
C0006356,V0006356,Fraud,2200.0,Telangana,Hyderabad,ACC000004,Bank_A,2026-01-02T04:21:48.881860,Victim reported suspected fraud fraud of INR 2200 from Hyderabad. Transaction details and beneficiary account were provided.,R0002
C0006357,V0006357,Cheating,21500.0,Telangana,Hyderabad,ACC000197,Bank_B,2026-01-02T04:21:50.564985,Victim reported suspected cheating fraud of INR 21500 from Hyderabad. Transaction details and beneficiary account were provided.,R0033
C0006358,V0006358,Cheating,140200.0,Bihar,Patna,ACC000008,Bank_C,2026-01-02T04:21:51.422098,Victim reported suspected cheating fraud of INR 140200 from Patna. Transaction details and beneficiary account were provided.,R0003
C0006359,V0006359,Cheating,1039200.0,Madhya Pradesh,Pune,ACC001099,Bank_E,2026-01-02T04:21:53.578601,Victim reported suspected cheating fraud of INR 1039200 from Pune. Transaction details and beneficiary account were provided.,R0229
C0006360,V0006360,Cheating,1000.0,Bihar,Patna,ACC000004,Bank_A,2026-01-02T04:22:04.999950,Victim reported suspected cheating fraud of INR 1000 from Patna. Transaction details and beneficiary account were provided.,R0002
C0006361,V0006361,Fraud,598700.0,Maharashtra,Mumbai,ACC000005,Bank_D,2026-01-02T04:22:22.030020,Victim reported suspected fraud fraud of INR 598700 from Mumbai. Transaction details and beneficiary account were provided.,R0002
C0006362,V0006362,Fraud,412400.0,Telangana,Hyderabad,ACC000032,Bank_B,2026-01-02T04:22:30.886174,Victim reported suspected fraud fraud of INR 412400 from Hyderabad. Transaction details and beneficiary account were provided.,R0006
C0006363,V0006363,Cheating,888500.0,Telangana,Hyderabad,ACC000011,Bank_A,2026-01-02T04:22:41.180504,Victim reported suspected cheating fraud of INR 888500 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0006364,V0006364,Fraud,25600.0,Bihar,Patna,ACC000032,Bank_B,2026-01-02T04:22:48.391038,Victim reported suspected fraud fraud of INR 25600 from Patna. Transaction details and beneficiary account were provided.,R0006
C0006365,V0006365,Fraud,683900.0,Telangana,Hyderabad,ACC000969,Bank_A,2026-01-02T04:22:55.671208,Victim reported suspected fraud fraud of INR 683900 from Hyderabad. Transaction details and beneficiary account were provided.,R0201
C0006366,V0006366,Fraud,2900.0,Maharashtra,Mumbai,ACC000270,Bank_A,2026-01-02T04:23:08.630941,Victim reported suspected fraud fraud of INR 2900 from Mumbai. Transaction details and beneficiary account were provided.,R0048
C0006367,V0006367,Cheating,227300.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T04:23:10.418313,Victim reported suspected cheating fraud of INR 227300 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006368,V0006368,Fraud,755200.0,Odisha,Hyderabad,ACC000002,Bank_D,2026-01-02T04:23:30.380245,Victim reported suspected fraud fraud of INR 755200 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006369,V0006369,Cheating,85800.0,Telangana,Hyderabad,ACC000002,Bank_D,2026-01-02T04:23:31.695428,Victim reported suspected cheating fraud of INR 85800 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006370,V0006370,Fraud,946100.0,Telangana,Hyderabad,ACC000001,Bank_C,2026-01-02T04:23:56.943435,Victim reported suspected fraud fraud of INR 946100 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006371,V0006371,Fraud,909200.0,Bihar,Patna,ACC001036,Bank_E,2026-01-02T04:24:14.299821,Victim reported suspected fraud fraud of INR 909200 from Patna. Transaction details and beneficiary account were provided.,R0215
C0006372,V0006372,Fraud,3100.0,Telangana,Hyderabad,ACC000271,Bank_A,2026-01-02T04:24:15.313044,Victim reported suspected fraud fraud of INR 3100 from Hyderabad. Transaction details and beneficiary account were provided.,R0049
C0006373,V0006373,Cheating,187500.0,Telangana,Hyderabad,ACC000040,Bank_E,2026-01-02T04:24:22.095471,Victim reported suspected cheating fraud of INR 187500 from Hyderabad. Transaction details and beneficiary account were provided.,R0008
C0006374,V0006374,Cheating,280000.0,Maharashtra,Mumbai,ACC000006,Bank_D,2026-01-02T04:24:28.198254,Victim reported suspected cheating fraud of INR 280000 from Mumbai. Transaction details and beneficiary account were provided.,R0002
C0006375,V0006375,Fraud,66200.0,Telangana,Hyderabad,ACC000812,Bank_B,2026-01-02T04:24:28.217200,Victim reported suspected fraud fraud of INR 66200 from Hyderabad. Transaction details and beneficiary account were provided.,R0165
C0006376,V0006376,Fraud,38800.0,Telangana,Hyderabad,ACC001249,Bank_E,2026-01-02T04:24:48.881727,Victim reported suspected fraud fraud of INR 38800 from Hyderabad. Transaction details and beneficiary account were provided.,R0266
C0006377,V0006377,Fraud,13300.0,Maharashtra,Pune,ACC000003,Bank_C,2026-01-02T04:25:19.585250,Victim reported suspected fraud fraud of INR 13300 from Pune. Transaction details and beneficiary account were provided.,R0001
C0006378,V0006378,Fraud,1000.0,Telangana,Hyderabad,ACC000020,Bank_D,2026-01-02T04:25:24.306035,Victim reported suspected fraud fraud of INR 1000 from Hyderabad. Transaction details and beneficiary account were provided.,R0004
C0006379,V0006379,Fraud,40400.0,Maharashtra,Mumbai,ACC000138,Bank_D,2026-01-02T04:25:24.956392,Victim reported suspected fraud fraud of INR 40400 from Mumbai. Transaction details and beneficiary account were provided.,R0022
C0006380,V0006380,Cheating,29600.0,Andhra Pradesh,Patna,ACC000326,Bank_D,2026-01-02T04:25:26.974485,Victim reported suspected cheating fraud of INR 29600 from Patna. Transaction details and beneficiary account were provided.,R0062
C0006381,V0006381,Cheating,521100.0,Bihar,Patna,ACC000254,Bank_B,2026-01-02T04:25:28.232041,Victim reported suspected cheating fraud of INR 521100 from Patna. Transaction details and beneficiary account were provided.,R0043
C0006382,V0006382,Fake Profile,3300.0,Tamil Nadu,Chennai,ACC000001,Bank_C,2026-01-02T04:25:36.780272,Victim reported suspected fake profile fraud of INR 3300 from Chennai. Transaction details and beneficiary account were provided.,R0001
C0006383,V0006383,Fraud,2220000.0,Telangana,Hyderabad,ACC000262,Bank_B,2026-01-02T04:26:05.300790,Victim reported suspected fraud fraud of INR 2220000 from Hyderabad. Transaction details and beneficiary account were provided.,R0046
C0006384,V0006384,Cheating,133200.0,Telangana,Hyderabad,ACC000021,Bank_C,2026-01-02T04:26:28.011724,Victim reported suspected cheating fraud of INR 133200 from Hyderabad. Transaction details and beneficiary account were provided.,R0004
C0006385,V0006385,Cheating,6700.0,Maharashtra,Pune,ACC000017,Bank_E,2026-01-02T04:26:28.803793,Victim reported suspected cheating fraud of INR 6700 from Pune. Transaction details and beneficiary account were provided.,R0003
C0006386,V0006386,Fraud,12500.0,Bihar,Patna,ACC000057,Bank_C,2026-01-02T04:26:38.029327,Victim reported suspected fraud fraud of INR 12500 from Patna. Transaction details and beneficiary account were provided.,R0011
C0006387,V0006387,Cyber Blackmailing,20900.0,Telangana,Hyderabad,ACC000002,Bank_D,2026-01-02T04:27:31.529926,Victim reported suspected cyber blackmailing fraud of INR 20900 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006388,V0006388,Fraud,692700.0,Telangana,Hyderabad,ACC000001,Bank_C,2026-01-02T04:27:50.487884,Victim reported suspected fraud fraud of INR 692700 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006389,V0006389,Cheating,280200.0,Telangana,Hyderabad,ACC000039,Bank_E,2026-01-02T04:28:08.321799,Victim reported suspected cheating fraud of INR 280200 from Hyderabad. Transaction details and beneficiary account were provided.,R0008
C0006390,V0006390,Fraud,77500.0,Telangana,Hyderabad,ACC000385,Bank_D,2026-01-02T04:28:09.583172,Victim reported suspected fraud fraud of INR 77500 from Hyderabad. Transaction details and beneficiary account were provided.,R0072
C0006391,V0006391,Fraud,2220000.0,Bihar,Patna,ACC000163,Bank_D,2026-01-02T04:28:12.165722,Victim reported suspected fraud fraud of INR 2220000 from Patna. Transaction details and beneficiary account were provided.,R0028
C0006392,V0006392,Fraud,61200.0,Telangana,Hyderabad,ACC000013,Bank_A,2026-01-02T04:28:26.507408,Victim reported suspected fraud fraud of INR 61200 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0006393,V0006393,Fraud,2220000.0,Bihar,Patna,ACC000002,Bank_D,2026-01-02T04:28:31.835817,Victim reported suspected fraud fraud of INR 2220000 from Patna. Transaction details and beneficiary account were provided.,R0001
C0006394,V0006394,Cheating,179400.0,Telangana,Hyderabad,ACC000035,Bank_C,2026-01-02T04:28:32.676263,Victim reported suspected cheating fraud of INR 179400 from Hyderabad. Transaction details and beneficiary account were provided.,R0007
C0006395,V0006395,Cheating,136300.0,Telangana,Hyderabad,ACC001877,Bank_B,2026-01-02T04:28:32.787377,Victim reported suspected cheating fraud of INR 136300 from Hyderabad. Transaction details and beneficiary account were provided.,R0388
C0006396,V0006396,Cheating,11000.0,Andhra Pradesh,Lucknow,ACC000001,Bank_C,2026-01-02T04:28:45.649307,Victim reported suspected cheating fraud of INR 11000 from Lucknow. Transaction details and beneficiary account were provided.,R0001
C0006397,V0006397,Cheating,159300.0,Andhra Pradesh,Delhi,ACC000011,Bank_A,2026-01-02T04:29:01.440711,Victim reported suspected cheating fraud of INR 159300 from Delhi. Transaction details and beneficiary account were provided.,R0003
C0006398,V0006398,Cheating,7500.0,Telangana,Hyderabad,ACC000007,Bank_C,2026-01-02T04:29:25.268217,Victim reported suspected cheating fraud of INR 7500 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0006399,V0006399,Fraud,286300.0,Telangana,Hyderabad,ACC000017,Bank_E,2026-01-02T04:29:53.156272,Victim reported suspected fraud fraud of INR 286300 from Hyderabad. Transaction details and beneficiary account were provided.,R0003
C0006400,V0006400,Cheating,1200400.0,Telangana,Hyderabad,ACC000005,Bank_D,2026-01-02T04:30:13.077617,Victim reported suspected cheating fraud of INR 1200400 from Hyderabad. Transaction details and beneficiary account were provided.,R0002
C0006401,V0006401,Fraud,58900.0,Odisha,Kolkata,ACC000003,Bank_C,2026-01-02T04:30:14.433807,Victim reported suspected fraud fraud of INR 58900 from Kolkata. Transaction details and beneficiary account were provided.,R0001
C0006402,V0006402,Fraud,19200.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T04:30:15.818590,Victim reported suspected fraud fraud of INR 19200 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006403,V0006403,Fraud,10000.0,Maharashtra,Mumbai,ACC000032,Bank_B,2026-01-02T04:30:20.525598,Victim reported suspected fraud fraud of INR 10000 from Mumbai. Transaction details and beneficiary account were provided.,R0006
C0006404,V0006404,Fraud,1000.0,Telangana,Hyderabad,ACC000003,Bank_C,2026-01-02T04:30:51.510919,Victim reported suspected fraud fraud of INR 1000 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
C0006405,V0006405,Cheating,32800.0,Bihar,Patna,ACC000001,Bank_C,2026-01-02T04:30:53.008255,Victim reported suspected cheating fraud of INR 32800 from Patna. Transaction details and beneficiary account were provided.,R0001
C0006406,V0006406,Fraud,5900.0,Telangana,Hyderabad,ACC001449,Bank_A,2026-01-02T04:30:53.966918,Victim reported suspected fraud fraud of INR 5900 from Hyderabad. Transaction details and beneficiary account were provided.,R0299
C0006407,V0006407,Cyber Blackmailing,1500.0,Telangana,Hyderabad,ACC000002,Bank_D,2026-01-02T04:31:11.677147,Victim reported suspected cyber blackmailing fraud of INR 1500 from Hyderabad. Transaction details and beneficiary account were provided.,R0001
