complaint_id,fraud_type,amount,state,city,chain_depth,prior_case_count,mule_reputation,account_age_days,ring_size,account_type,channel
C0005983,Cheating,23900.0,Odisha,Kolkata,6,135,1.0,1680,12,SAVINGS,ATM
C0005984,Cheating,316900.0,Telangana,Hyderabad,3,3,0.6501,1461,3,SAVINGS,BRANCH
C0005985,Cheating,74000.0,Andhra Pradesh,Patna,3,181,1.0,1649,3,SAVINGS,BRANCH
C0005986,Cheating,232900.0,Maharashtra,Pune,3,3,0.6501,1659,3,SAVINGS,BRANCH
C0005987,Fraud,3000.0,Telangana,Hyderabad,5,94,1.0,800,5,SAVINGS,BRANCH
C0005988,Fraud,10700.0,Telangana,Hyderabad,2,1271,1.0,1227,3,SAVINGS,ATM
C0005989,Fraud,266500.0,Telangana,Hyderabad,3,6,0.8775,1882,3,SAVINGS,ATM
C0005990,Fraud,167700.0,Bihar,Patna,3,5,0.8262,1768,3,SAVINGS,BRANCH
C0005991,Fraud,2500.0,Uttar Pradesh,Lucknow,3,11,0.9787,1316,6,SAVINGS,ATM
C0005992,Fraud,30300.0,Maharashtra,Mumbai,3,1272,1.0,1227,3,SAVINGS,BRANCH
C0005993,Fraud,56100.0,Telangana,Hyderabad,2,127,1.0,711,12,SAVINGS,ATM
C0005994,Fraud,591800.0,Telangana,Hyderabad,4,148,1.0,1772,12,SAVINGS,ATM
C0005995,Cheating,6600.0,Maharashtra,Mumbai,3,272,1.0,1797,3,SAVINGS,ATM
C0005996,Fraud,688400.0,Telangana,Hyderabad,4,13,0.9894,1919,4,SAVINGS,ATM
C0005997,Cheating,60100.0,Telangana,Hyderabad,3,1273,1.0,1227,3,SAVINGS,BRANCH
C0005998,Fraud,651100.0,Bihar,Patna,4,8,0.9392,1340,4,SAVINGS,BRANCH
C0005999,Cheating,16000.0,Andhra Pradesh,Mumbai,3,5,0.8262,1261,3,SAVINGS,ATM
C0006000,Cheating,10000.0,Telangana,Hyderabad,3,3,0.6501,823,3,SAVINGS,ATM
C0006001,Cheating,1852800.0,Telangana,Hyderabad,3,126,1.0,1482,8,SAVINGS,ATM
C0006002,Fraud,4600.0,Telangana,Hyderabad,2,14,0.9926,1027,3,SAVINGS,ATM
C0006003,Fraud,33400.0,Uttar Pradesh,Lucknow,3,103,1.0,2146,5,CURRENT,BRANCH
C0006004,Fraud,1300.0,Maharashtra,Mumbai,3,1,0.2953,160,3,SAVINGS,ATM
C0006005,Fraud,14700.0,Telangana,Hyderabad,3,2,0.5034,1269,3,SAVINGS,ATM
C0006006,Fraud,10800.0,Telangana,Hyderabad,3,133,1.0,602,8,SAVINGS,BRANCH
C0006007,Cheating,265300.0,Telangana,Hyderabad,3,1278,1.0,1451,3,SAVINGS,BRANCH
C0006008,Cheating,60800.0,Bihar,Patna,3,1275,1.0,1227,3,SAVINGS,BRANCH
C0006009,Cheating,2126200.0,Andhra Pradesh,Kolkata,3,182,1.0,1649,3,SAVINGS,BRANCH
C0006010,Fraud,4300.0,Bihar,Patna,3,547,1.0,1619,3,SAVINGS,BRANCH
C0006011,Fraud,11400.0,Telangana,Hyderabad,3,1276,1.0,1227,3,SAVINGS,ATM
C0006012,Fraud,25300.0,Telangana,Hyderabad,3,1277,1.0,1227,3,SAVINGS,ATM
C0006013,Cheating,127200.0,Telangana,Hyderabad,3,276,1.0,1756,3,SAVINGS,BRANCH
C0006014,Fraud,3700.0,Telangana,Hyderabad,3,183,1.0,1935,3,SAVINGS,ATM
C0006015,Fraud,45500.0,Telangana,Hyderabad,3,18,0.9982,215,3,SAVINGS,ATM
C0006016,Fraud,1500.0,Telangana,Hyderabad,3,1293,1.0,870,3,SAVINGS,ATM
C0006017,Cheating,87300.0,Telangana,Hyderabad,3,132,1.0,1812,3,CURRENT,ATM
C0006018,Cheating,114900.0,Odisha,Delhi,5,12,0.985,335,18,SAVINGS,BRANCH
C0006019,Cheating,2300.0,Telangana,Hyderabad,6,137,1.0,1680,12,SAVINGS,ATM
C0006020,Cheating,502200.0,Maharashtra,Pune,3,174,1.0,157,3,SAVINGS,ATM
C0006021,Cheating,8000.0,Telangana,Hyderabad,6,1,0.2953,1608,18,SAVINGS,ATM
C0006022,Fraud,10000.0,Telangana,Hyderabad,3,134,1.0,873,3,SAVINGS,BRANCH
C0006023,Cheating,84700.0,Odisha,Lucknow,2,4,0.7534,1659,3,SAVINGS,ATM
C0006024,Cheating,14700.0,Telangana,Hyderabad,3,1283,1.0,1451,3,SAVINGS,ATM
C0006025,Fraud,238300.0,Tamil Nadu,Chennai,3,1280,1.0,1227,3,SAVINGS,ATM
C0006026,Fraud,28600.0,Telangana,Hyderabad,3,39,1.0,94,3,CURRENT,BRANCH
C0006027,Fraud,1300.0,Telangana,Hyderabad,3,1285,1.0,1451,3,SAVINGS,BRANCH
C0006028,Fraud,49800.0,Bihar,Patna,3,111,1.0,815,5,SAVINGS,ATM
C0006029,Cheating,1700.0,Telangana,Hyderabad,3,7,0.9137,1034,3,CURRENT,ATM
C0006030,Cheating,60700.0,Telangana,Hyderabad,3,546,1.0,1301,3,SAVINGS,ATM
C0006031,Cheating,14800.0,Andhra Pradesh,Patna,3,1282,1.0,1227,3,SAVINGS,BRANCH
C0006032,Cheating,5300.0,Telangana,Hyderabad,2,135,1.0,873,3,SAVINGS,BRANCH
C0006033,Cheating,182000.0,Telangana,Hyderabad,2,2,0.5034,566,3,SAVINGS,ATM
C0006034,Fraud,74600.0,Telangana,Hyderabad,2,2,0.5034,219,4,CURRENT,ATM
C0006035,Cheating,385200.0,Telangana,Hyderabad,4,60,1.0,1566,9,CURRENT,BRANCH
C0006036,Fraud,6800.0,Telangana,Hyderabad,3,277,1.0,1756,3,SAVINGS,ATM
C0006037,Cheating,27200.0,Telangana,Hyderabad,3,39,1.0,205,3,SAVINGS,ATM
C0006038,Cheating,129600.0,Telangana,Hyderabad,3,1283,1.0,1227,3,SAVINGS,ATM
C0006039,Cheating,70900.0,Telangana,Hyderabad,4,18,0.9982,1764,5,SAVINGS,BRANCH
C0006040,Cheating,3600.0,Andhra Pradesh,Lucknow,3,175,1.0,157,3,SAVINGS,ATM
C0006041,Fraud,57100.0,Bihar,Patna,2,3,0.6501,414,3,CURRENT,ATM
C0006042,Cheating,23800.0,Maharashtra,Mumbai,3,124,1.0,1394,12,SAVINGS,ATM
C0006043,Cheating,2220000.0,Telangana,Hyderabad,3,39,1.0,1035,3,SAVINGS,BRANCH
C0006044,Data theft,76800.0,Telangana,Hyderabad,3,547,1.0,1301,3,SAVINGS,ATM
C0006045,Fraud,1076100.0,Bihar,Patna,3,4,0.7534,823,3,SAVINGS,BRANCH
C0006046,Fraud,14500.0,Odisha,Lucknow,3,1288,1.0,1451,3,SAVINGS,BRANCH
C0006047,Fraud,24900.0,Andhra Pradesh,Delhi,3,3,0.6501,714,3,CURRENT,ATM
C0006048,Fraud,10200.0,Telangana,Hyderabad,4,0,0.0,1973,10,SAVINGS,ATM
C0006049,Cheating,7100.0,Andhra Pradesh,Lucknow,3,1300,1.0,870,3,SAVINGS,ATM
C0006050,Cheating,22700.0,Maharashtra,Mumbai,3,16,0.9963,603,3,SAVINGS,BRANCH
C0006051,Cheating,276300.0,Odisha,Patna,3,1286,1.0,1227,3,SAVINGS,BRANCH
C0006052,Cheating,9500.0,Telangana,Hyderabad,3,134,1.0,1438,3,SAVINGS,ATM
C0006053,Cheating,518000.0,Odisha,Patna,4,2,0.5034,1168,6,SAVINGS,BRANCH
C0006054,Fraud,62300.0,Telangana,Hyderabad,3,1291,1.0,1451,3,SAVINGS,BRANCH
C0006055,Fraud,4100.0,Andhra Pradesh,Bengaluru,3,1288,1.0,1227,3,SAVINGS,ATM
C0006056,Forgery,49200.0,Kerala,Jaipur,3,278,1.0,1756,3,SAVINGS,ATM
C0006057,Fraud,32200.0,Bihar,Patna,3,142,1.0,1026,12,SAVINGS,BRANCH
C0006058,Cheating,155900.0,Telangana,Hyderabad,3,271,1.0,574,3,SAVINGS,BRANCH
C0006059,Cheating,126100.0,Telangana,Hyderabad,3,550,1.0,1619,3,SAVINGS,BRANCH
C0006060,Fraud,1000.0,Telangana,Hyderabad,3,89,1.0,277,5,SAVINGS,ATM
C0006061,Cheating,5500.0,Uttar Pradesh,Lucknow,4,105,1.0,1141,8,CURRENT,BRANCH
C0006062,Fraud,58200.0,Telangana,Hyderabad,3,6,0.8775,1350,3,SAVINGS,ATM
C0006063,Cheating,17200.0,Telangana,Hyderabad,6,1,0.2953,955,13,SAVINGS,ATM
C0006064,Cheating,123900.0,Telangana,Hyderabad,3,1,0.2953,1887,10,SAVINGS,ATM
C0006065,Cheating,152500.0,Andhra Pradesh,Pune,3,1289,1.0,1227,3,SAVINGS,ATM
C0006066,Cheating,1000.0,Telangana,Hyderabad,4,108,1.0,1441,5,SAVINGS,ATM
C0006067,Fraud,77600.0,Telangana,Hyderabad,4,24,0.9998,1779,18,SAVINGS,ATM
C0006068,Fraud,38200.0,Telangana,Hyderabad,3,544,1.0,1654,3,SAVINGS,ATM
C0006069,Fake Profile,242700.0,Andhra Pradesh,Ahmedabad,3,552,1.0,1619,3,SAVINGS,BRANCH
C0006070,Fraud,23200.0,Telangana,Hyderabad,3,176,1.0,157,3,SAVINGS,BRANCH
C0006071,Cheating,8800.0,Telangana,Hyderabad,5,71,1.0,1365,5,CURRENT,ATM
C0006072,Fraud,2220000.0,Telangana,Hyderabad,3,16,0.9963,567,3,SAVINGS,BRANCH
C0006073,Cheating,2100.0,Telangana,Hyderabad,2,1294,1.0,1451,3,SAVINGS,ATM
C0006074,Fraud,106200.0,Telangana,Hyderabad,4,39,1.0,608,5,SAVINGS,ATM
C0006075,Fraud,10100.0,Maharashtra,Mumbai,3,551,1.0,1301,3,SAVINGS,ATM
C0006076,Cheating,36500.0,Telangana,Hyderabad,3,28,0.9999,1244,3,SAVINGS,ATM
C0006077,Cheating,91500.0,Tamil Nadu,Chennai,3,280,1.0,1756,3,SAVINGS,BRANCH
C0006078,Fraud,22200.0,Rajasthan,Jaipur,3,1306,1.0,870,3,SAVINGS,BRANCH
C0006079,Cheating,433000.0,Telangana,Hyderabad,3,137,1.0,873,3,SAVINGS,BRANCH
C0006080,Cheating,5000.0,Telangana,Hyderabad,5,38,1.0,1554,5,SAVINGS,BRANCH
C0006081,Fraud,82300.0,Bihar,Patna,3,552,1.0,1301,3,SAVINGS,BRANCH
C0006082,Cheating,1000.0,Odisha,Pune,3,11,0.9787,1261,4,SAVINGS,ATM
C0006083,Fraud,43500.0,Tamil Nadu,Chennai,2,548,1.0,1654,3,SAVINGS,ATM
C0006084,Cheating,324900.0,Telangana,Hyderabad,3,126,1.0,1394,12,SAVINGS,BRANCH
C0006085,Fraud,71200.0,Bihar,Patna,3,187,1.0,1649,3,SAVINGS,ATM
C0006086,Cheating,65500.0,Odisha,Ahmedabad,2,188,1.0,1649,3,SAVINGS,ATM
C0006087,Fraud,7700.0,Maharashtra,Pune,3,3,0.6501,1585,3,SAVINGS,ATM
C0006088,Cheating,548300.0,Rajasthan,Jaipur,3,1291,1.0,1227,3,SAVINGS,BRANCH
C0006089,Cheating,865500.0,Telangana,Hyderabad,4,2,0.5034,849,5,SAVINGS,ATM
C0006090,Fraud,633200.0,Telangana,Hyderabad,5,23,0.9997,337,18,SAVINGS,ATM
C0006091,Fraud,128100.0,Telangana,Hyderabad,3,1292,1.0,1227,3,SAVINGS,ATM
C0006092,Fraud,78500.0,Telangana,Hyderabad,3,553,1.0,1301,3,SAVINGS,BRANCH
C0006093,Cheating,830500.0,Bihar,Patna,3,18,0.9982,22,3,SAVINGS,BRANCH
C0006094,Fraud,52400.0,Bihar,Patna,6,150,1.0,1772,12,SAVINGS,ATM
C0006095,Fraud,504900.0,Telangana,Hyderabad,3,278,1.0,1797,3,SAVINGS,BRANCH
C0006096,Fraud,37500.0,Telangana,Hyderabad,3,1309,1.0,870,3,SAVINGS,BRANCH
C0006097,Fraud,48100.0,Telangana,Hyderabad,3,30,1.0,934,3,SAVINGS,ATM
C0006098,Fraud,15000.0,Kerala,Hyderabad,3,1299,1.0,1451,3,SAVINGS,ATM
C0006099,Fraud,76400.0,Telangana,Hyderabad,3,274,1.0,574,3,SAVINGS,BRANCH
C0006100,Cheating,118800.0,Telangana,Hyderabad,3,40,1.0,205,3,SAVINGS,ATM
C0006101,Fraud,276400.0,Andhra Pradesh,Chennai,3,65,1.0,2183,3,SAVINGS,BRANCH
C0006102,Fraud,6300.0,Bihar,Patna,3,1295,1.0,1227,3,SAVINGS,BRANCH
C0006103,Cheating,5100.0,Uttar Pradesh,Lucknow,3,30,1.0,683,3,CURRENT,ATM
C0006104,Fraud,21200.0,Andhra Pradesh,Ahmedabad,3,43,1.0,476,3,CURRENT,ATM
C0006105,Cheating,15400.0,Bihar,Patna,4,21,0.9994,640,8,SAVINGS,ATM
C0006106,Cheating,4900.0,Bihar,Patna,3,27,0.9999,1223,3,SAVINGS,BRANCH
C0006107,Fraud,19900.0,Telangana,Hyderabad,3,1,0.2953,704,7,SAVINGS,ATM
C0006108,Cheating,40900.0,Maharashtra,Mumbai,4,144,1.0,625,12,SAVINGS,ATM
C0006109,Fraud,10800.0,Andhra Pradesh,Hyderabad,3,6,0.8775,608,3,SAVINGS,ATM
C0006110,Fraud,289000.0,Telangana,Hyderabad,3,1312,1.0,870,3,SAVINGS,BRANCH
C0006111,Cheating,6000.0,Maharashtra,Pune,3,1313,1.0,870,3,SAVINGS,BRANCH
C0006112,Cheating,270200.0,Telangana,Hyderabad,4,1,0.2953,1675,4,SAVINGS,BRANCH
C0006113,Cheating,161600.0,Bihar,Patna,3,1298,1.0,1227,3,SAVINGS,ATM
C0006114,Fraud,2800.0,Telangana,Hyderabad,3,21,0.9994,1395,3,SAVINGS,ATM
C0006115,Cheating,134600.0,Bihar,Patna,3,76,1.0,447,5,CURRENT,BRANCH
C0006116,Fraud,1000.0,Telangana,Hyderabad,4,90,1.0,277,5,SAVINGS,ATM
C0006117,Fraud,132800.0,Andhra Pradesh,Delhi,2,21,0.9994,1121,3,SAVINGS,ATM
C0006118,Fraud,891100.0,Bihar,Patna,3,5,0.8262,1183,3,SAVINGS,BRANCH
C0006119,Fraud,7000.0,Telangana,Hyderabad,3,1315,1.0,870,3,SAVINGS,BRANCH
C0006120,Fraud,1000.0,Telangana,Hyderabad,4,23,0.9997,1720,8,SAVINGS,BRANCH
C0006121,Cheating,149800.0,Odisha,Kolkata,3,127,1.0,1394,12,SAVINGS,ATM
C0006122,Fraud,47800.0,Telangana,Hyderabad,2,33,1.0,2010,8,SAVINGS,BRANCH
C0006123,Cheating,1200.0,Telangana,Hyderabad,3,2,0.5034,72,12,SAVINGS,BRANCH
C0006124,Fraud,7700.0,Uttar Pradesh,Lucknow,3,1305,1.0,1451,3,SAVINGS,ATM
C0006125,Cheating,2300.0,Maharashtra,Pune,4,106,1.0,2146,5,CURRENT,BRANCH
C0006126,Fraud,16100.0,Telangana,Hyderabad,3,2,0.5034,1575,3,CURRENT,BRANCH
C0006127,Cheating,122800.0,Andhra Pradesh,Bengaluru,3,557,1.0,1619,3,SAVINGS,ATM
C0006128,Cheating,6900.0,Tamil Nadu,Chennai,3,69,1.0,2130,3,SAVINGS,ATM
C0006129,Cheating,18600.0,Tamil Nadu,Chennai,3,123,1.0,297,12,SAVINGS,BRANCH
C0006130,Fraud,244200.0,Telangana,Hyderabad,3,1301,1.0,1227,3,SAVINGS,ATM
C0006131,Cheating,478300.0,Telangana,Hyderabad,3,1318,1.0,870,3,SAVINGS,ATM
C0006132,Cheating,78800.0,Bihar,Patna,3,1303,1.0,1227,3,SAVINGS,ATM
C0006133,Fraud,9300.0,Telangana,Hyderabad,2,555,1.0,1301,3,SAVINGS,ATM
C0006134,Cheating,13800.0,Telangana,Hyderabad,3,2,0.5034,881,3,SAVINGS,ATM
C0006135,Fraud,45800.0,Bihar,Patna,3,551,1.0,1654,3,SAVINGS,ATM
C0006136,Fraud,13600.0,Maharashtra,Pune,4,124,1.0,297,12,SAVINGS,ATM
C0006137,Cheating,162100.0,Telangana,Hyderabad,3,2,0.5034,284,3,SAVINGS,ATM
C0006138,Fraud,1500.0,Maharashtra,Pune,3,4,0.7534,1606,3,SAVINGS,BRANCH
C0006139,Cheating,210500.0,Maharashtra,Pune,4,102,1.0,1346,5,SAVINGS,BRANCH
C0006140,Cheating,1000.0,Telangana,Hyderabad,2,31,1.0,683,3,CURRENT,BRANCH
C0006141,Cheating,27900.0,Bihar,Patna,3,6,0.8775,1183,3,SAVINGS,BRANCH
C0006142,Cheating,74800.0,Odisha,Patna,4,3,0.6501,849,5,SAVINGS,ATM
C0006143,Cheating,1000.0,Bihar,Patna,4,135,1.0,602,8,SAVINGS,ATM
C0006144,Forgery,1700.0,Telangana,Hyderabad,3,98,1.0,800,5,SAVINGS,BRANCH
C0006145,Fraud,145800.0,Telangana,Hyderabad,3,1304,1.0,1227,3,SAVINGS,ATM
C0006146,Fraud,202300.0,Telangana,Hyderabad,3,150,1.0,886,12,SAVINGS,ATM
C0006147,Fraud,3300.0,Bihar,Patna,4,12,0.985,766,5,SAVINGS,BRANCH
C0006148,Fraud,26200.0,Bihar,Patna,4,151,1.0,886,12,SAVINGS,ATM
C0006149,Fraud,4200.0,Telangana,Hyderabad,3,557,1.0,1301,3,SAVINGS,ATM
C0006150,Cheating,15300.0,Telangana,Hyderabad,3,42,1.0,205,3,SAVINGS,BRANCH
C0006151,Fraud,20400.0,Telangana,Hyderabad,3,1305,1.0,1227,3,SAVINGS,BRANCH
C0006152,Fraud,8700.0,Telangana,Hyderabad,3,558,1.0,1301,3,SAVINGS,BRANCH
C0006153,Fraud,250700.0,Telangana,Hyderabad,3,559,1.0,1301,3,SAVINGS,BRANCH
C0006154,Cheating,388900.0,Telangana,Hyderabad,3,10,0.9698,292,3,CURRENT,BRANCH
C0006155,Cheating,2220000.0,Maharashtra,Mumbai,6,130,1.0,1482,8,SAVINGS,BRANCH
C0006156,Fraud,7500.0,Telangana,Hyderabad,3,0,0.0,75,3,SAVINGS,ATM
C0006157,Cheating,216000.0,Bihar,Patna,3,560,1.0,1301,3,SAVINGS,BRANCH
C0006158,Cheating,37200.0,Telangana,Hyderabad,2,126,1.0,1512,8,SAVINGS,BRANCH
C0006159,Fraud,546000.0,Telangana,Hyderabad,4,72,1.0,148,5,SAVINGS,BRANCH
C0006160,Fraud,7900.0,Telangana,Hyderabad,3,15,0.9948,1940,3,SAVINGS,BRANCH
C0006161,Cheating,333500.0,Maharashtra,Pune,3,1311,1.0,1451,3,SAVINGS,BRANCH
C0006162,Fraud,153600.0,Telangana,Hyderabad,4,152,1.0,1772,12,SAVINGS,BRANCH
C0006163,Fraud,15000.0,Telangana,Hyderabad,3,12,0.985,716,3,SAVINGS,ATM
C0006164,Fraud,54400.0,Telangana,Hyderabad,3,561,1.0,1301,3,SAVINGS,BRANCH
C0006165,Cheating,53900.0,Tamil Nadu,Chennai,4,104,1.0,270,5,SAVINGS,BRANCH
C0006166,Cheating,17200.0,Telangana,Hyderabad,5,143,1.0,1680,12,SAVINGS,BRANCH
C0006167,Cheating,23300.0,Bihar,Patna,3,17,0.9974,567,3,SAVINGS,BRANCH
C0006168,Fraud,71600.0,Telangana,Hyderabad,2,0,0.0,1169,11,SAVINGS,ATM
C0006169,Cheating,50600.0,Tamil Nadu,Chennai,3,114,1.0,815,5,SAVINGS,BRANCH
C0006170,Fraud,26800.0,Maharashtra,Mumbai,3,565,1.0,1619,3,SAVINGS,ATM
C0006171,Fraud,6100.0,Andhra Pradesh,Hyderabad,3,43,1.0,205,3,SAVINGS,BRANCH
C0006172,Fraud,671500.0,Telangana,Hyderabad,3,153,1.0,1772,12,SAVINGS,BRANCH
C0006173,Fraud,383000.0,Odisha,Hyderabad,3,1307,1.0,1227,3,SAVINGS,BRANCH
C0006174,Cheating,2200.0,Odisha,Lucknow,3,15,0.9948,1683,4,SAVINGS,BRANCH
C0006175,Fraud,69300.0,Telangana,Hyderabad,3,1324,1.0,870,3,SAVINGS,ATM
C0006176,Fraud,161600.0,Tamil Nadu,Chennai,4,34,1.0,1055,6,SAVINGS,BRANCH
C0006177,Cheating,1000.0,Telangana,Hyderabad,2,189,1.0,1649,3,SAVINGS,BRANCH
C0006178,Fraud,13600.0,Maharashtra,Mumbai,3,283,1.0,1756,3,SAVINGS,ATM
C0006179,Fraud,195900.0,Telangana,Hyderabad,4,35,1.0,951,8,SAVINGS,BRANCH
C0006180,Fraud,8300.0,Tamil Nadu,Chennai,5,131,1.0,1482,8,SAVINGS,BRANCH
C0006181,Fraud,504500.0,Bihar,Patna,3,179,1.0,157,3,SAVINGS,BRANCH
C0006182,Cheating,99100.0,Telangana,Hyderabad,2,1309,1.0,1227,3,SAVINGS,BRANCH
C0006183,Fraud,9700.0,Odisha,Ahmedabad,3,24,0.9998,1023,3,SAVINGS,ATM
C0006184,Fraud,50100.0,Telangana,Hyderabad,3,131,1.0,707,8,CURRENT,BRANCH
C0006185,Cheating,3400.0,Telangana,Hyderabad,3,1325,1.0,870,3,SAVINGS,ATM
C0006186,Cheating,21500.0,Tamil Nadu,Chennai,3,563,1.0,1301,3,SAVINGS,ATM
C0006187,Cyber Blackmailing,33900.0,Bihar,Patna,5,60,1.0,1052,9,SAVINGS,ATM
C0006188,Fraud,8000.0,Kerala,Pune,3,284,1.0,1756,3,SAVINGS,ATM
C0006189,Fraud,33900.0,Tamil Nadu,Chennai,3,180,1.0,157,3,SAVINGS,ATM
C0006190,Cheating,1173900.0,Telangana,Hyderabad,3,4,0.7534,414,3,CURRENT,BRANCH
C0006191,Cheating,53800.0,Bihar,Patna,2,129,1.0,1512,8,SAVINGS,BRANCH
C0006192,Fraud,4300.0,Bihar,Patna,6,24,0.9998,337,18,SAVINGS,ATM
C0006193,Fraud,18400.0,Telangana,Hyderabad,3,1311,1.0,1227,3,SAVINGS,BRANCH
C0006194,Cheating,160900.0,Andhra Pradesh,Kolkata,3,0,0.0,2144,18,SAVINGS,BRANCH
C0006195,Fraud,8900.0,Telangana,Hyderabad,4,14,0.9926,1628,4,SAVINGS,BRANCH
C0006196,Cheating,137300.0,Bihar,Patna,2,32,1.0,1176,6,SAVINGS,BRANCH
C0006197,Cheating,12900.0,Odisha,Chennai,3,107,1.0,2146,5,CURRENT,BRANCH
C0006198,Cheating,10600.0,Telangana,Hyderabad,4,93,1.0,277,5,SAVINGS,BRANCH
C0006199,Cheating,59000.0,Uttar Pradesh,Lucknow,3,564,1.0,1301,3,SAVINGS,BRANCH
C0006200,Fraud,3200.0,Telangana,Hyderabad,4,1,0.2953,265,13,SAVINGS,ATM
C0006201,Fraud,487900.0,Telangana,Hyderabad,3,285,1.0,1756,3,SAVINGS,BRANCH
C0006202,Fraud,44800.0,Tamil Nadu,Chennai,4,145,1.0,1680,12,SAVINGS,BRANCH
C0006203,Cheating,22200.0,Telangana,Hyderabad,3,568,1.0,1619,3,SAVINGS,ATM
C0006204,Fraud,71900.0,Telangana,Hyderabad,2,1317,1.0,1451,3,SAVINGS,ATM
C0006205,Fraud,599000.0,Telangana,Hyderabad,3,17,0.9974,1683,4,SAVINGS,ATM
C0006206,Cheating,3300.0,Bihar,Patna,2,70,1.0,2130,3,SAVINGS,ATM
C0006207,Cheating,136700.0,Maharashtra,Mumbai,3,67,1.0,1176,3,SAVINGS,BRANCH
C0006208,Fraud,2500.0,Gujarat,Ahmedabad,3,25,0.9998,381,6,CURRENT,BRANCH
C0006209,Fraud,11800.0,Telangana,Hyderabad,5,60,1.0,819,7,SAVINGS,ATM
C0006210,Fraud,182900.0,Bihar,Patna,3,1312,1.0,1227,3,SAVINGS,ATM
C0006211,Cheating,788600.0,Telangana,Hyderabad,3,566,1.0,1301,3,SAVINGS,ATM
C0006212,Cheating,3500.0,Telangana,Hyderabad,2,130,1.0,1512,8,SAVINGS,ATM
C0006213,Cheating,130000.0,Telangana,Hyderabad,2,56,1.0,1619,9,SAVINGS,ATM
C0006214,Cheating,178500.0,Odisha,Delhi,3,19,0.9987,2074,3,SAVINGS,BRANCH
C0006215,Fraud,277100.0,Maharashtra,Pune,3,3,0.6501,75,3,SAVINGS,BRANCH
C0006216,Fraud,13800.0,Telangana,Hyderabad,3,1329,1.0,870,3,SAVINGS,ATM
C0006217,Fraud,488800.0,Telangana,Hyderabad,3,1314,1.0,1227,3,SAVINGS,BRANCH
C0006218,Cheating,43000.0,Telangana,Hyderabad,3,25,0.9998,780,3,CURRENT,BRANCH
C0006219,Cheating,9500.0,Bihar,Patna,3,8,0.9392,1825,3,SAVINGS,BRANCH
C0006220,Fraud,65100.0,Telangana,Hyderabad,3,567,1.0,1301,3,SAVINGS,ATM
C0006221,Fraud,67700.0,Telangana,Hyderabad,3,1315,1.0,1227,3,SAVINGS,BRANCH
C0006222,Fraud,10900.0,Telangana,Hyderabad,3,568,1.0,1301,3,SAVINGS,ATM
C0006223,Fraud,27500.0,Odisha,Delhi,3,2,0.5034,1761,3,SAVINGS,BRANCH
C0006224,Cheating,417000.0,Telangana,Hyderabad,3,5,0.8262,745,3,SAVINGS,BRANCH
C0006225,Fraud,17100.0,Telangana,Hyderabad,3,1332,1.0,870,3,SAVINGS,ATM
C0006226,Cheating,177300.0,Telangana,Hyderabad,3,20,0.9991,22,3,SAVINGS,BRANCH
C0006227,Cheating,39200.0,Maharashtra,Mumbai,3,26,0.9999,269,3,SAVINGS,ATM
C0006228,Cheating,181900.0,Bihar,Patna,3,8,0.9392,1619,8,SAVINGS,ATM
C0006229,Fraud,194500.0,Odisha,Bengaluru,3,569,1.0,1301,3,SAVINGS,BRANCH
C0006230,Data theft,4400.0,Maharashtra,Pune,3,3,0.6501,757,3,SAVINGS,ATM
C0006231,Fraud,7200.0,Telangana,Hyderabad,3,21,0.9994,138,3,SAVINGS,BRANCH
C0006232,Cyber Blackmailing,52900.0,Maharashtra,Pune,3,1323,1.0,1451,3,SAVINGS,ATM
C0006233,Fraud,2700.0,Maharashtra,Pune,3,138,1.0,602,8,SAVINGS,ATM
C0006234,Fraud,60600.0,Telangana,Hyderabad,5,20,0.9991,1130,5,SAVINGS,ATM
C0006235,Fraud,59100.0,Telangana,Hyderabad,3,181,1.0,157,3,SAVINGS,BRANCH
C0006236,Fraud,5900.0,Bihar,Patna,3,182,1.0,157,3,SAVINGS,ATM
C0006237,Cheating,2220000.0,Telangana,Hyderabad,4,2,0.5034,1650,4,CURRENT,BRANCH
C0006238,Fraud,9700.0,Telangana,Hyderabad,4,11,0.9787,735,4,SAVINGS,BRANCH
C0006239,Fraud,2220000.0,Telangana,Hyderabad,3,22,0.9995,160,18,CURRENT,BRANCH
C0006240,Cheating,7100.0,Tamil Nadu,Chennai,4,22,0.9995,2138,4,SAVINGS,BRANCH
C0006241,Cheating,375400.0,Telangana,Hyderabad,4,131,1.0,396,8,CURRENT,BRANCH
C0006242,Fraud,155200.0,Telangana,Hyderabad,3,3,0.6501,1387,3,SAVINGS,ATM
C0006243,Fraud,40200.0,Telangana,Hyderabad,4,20,0.9991,1764,5,SAVINGS,BRANCH
C0006244,Fraud,2220000.0,Telangana,Hyderabad,4,29,1.0,2188,8,CURRENT,BRANCH
C0006245,Cheating,261900.0,Tamil Nadu,Chennai,4,8,0.9392,783,4,SAVINGS,BRANCH
C0006246,Fraud,193300.0,Maharashtra,Mumbai,3,41,1.0,1521,3,SAVINGS,ATM
C0006247,Fraud,153900.0,Telangana,Hyderabad,2,1324,1.0,1451,3,SAVINGS,BRANCH
C0006248,Cheating,48100.0,Maharashtra,Pune,3,183,1.0,157,3,SAVINGS,BRANCH
C0006249,Fraud,280300.0,Telangana,Hyderabad,3,2,0.5034,1379,3,SAVINGS,BRANCH
