complaint_id,fraud_type,amount,complaint_state,complaint_city,chain_depth,prior_case_count,mule_reputation,account_age_days,ring_size,account_type,channel,time_bucket,delay_minutes
C0000572,Cheating,10500.0,Uttar Pradesh,Lucknow,2,123,1.0,1451,3,SAVINGS,BRANCH,BankingHours,
C0000573,Cheating,70900.0,Andhra Pradesh,Chennai,3,14,0.9926,1797,3,SAVINGS,ATM,Night,789.4286432833334
C0000574,Fraud,11200.0,Bihar,Patna,3,2,0.5034,878,3,SAVINGS,BRANCH,BankingHours,
C0000575,Cheating,36300.0,Telangana,Hyderabad,5,8,0.9392,707,8,CURRENT,ATM,Evening,633.9104976166667
C0000576,Cheating,43000.0,Maharashtra,Pune,3,1,0.2953,1000,3,SAVINGS,ATM,Night,684.8089384333333
C0000577,Cheating,1000.0,Bihar,Patna,5,11,0.9787,387,12,SAVINGS,ATM,Morning,-243.28838134999998
C0000578,Fraud,1800.0,Telangana,Hyderabad,3,124,1.0,1451,3,SAVINGS,ATM,Evening,594.7027325166667
C0000579,Fraud,2700.0,Bihar,Patna,2,0,0.0,1365,6,SAVINGS,ATM,Night,750.6635930333334
C0000580,Fraud,21100.0,Telangana,Hyderabad,3,126,1.0,1227,3,SAVINGS,ATM,Night,789.45718
C0000581,Fraud,23400.0,Bihar,Patna,3,127,1.0,1227,3,SAVINGS,ATM,Night,730.1382323
C0000582,Fraud,249500.0,Telangana,Hyderabad,3,44,1.0,1301,3,SAVINGS,ATM,Afternoon,345.7260227833333
C0000583,Fraud,15900.0,Bihar,Patna,3,127,1.0,1451,3,SAVINGS,ATM,Night,756.4450839
C0000584,Cheating,9100.0,Telangana,Hyderabad,3,10,0.9698,711,12,SAVINGS,ATM,Afternoon,123.42123216666667
C0000585,Fraud,1054700.0,Bihar,Patna,3,129,1.0,1227,3,SAVINGS,BRANCH,BankingHours,1713.2737878
C0000586,Fraud,5500.0,Bihar,Patna,4,15,0.9948,1026,12,SAVINGS,ATM,Night,704.2301002333334
C0000587,Fraud,138800.0,Telangana,Hyderabad,3,45,1.0,1301,3,SAVINGS,ATM,Morning,-174.02048261666667
C0000588,Fraud,70200.0,Telangana,Hyderabad,3,130,1.0,1227,3,SAVINGS,ATM,Night,709.6886896833333
C0000589,Cheating,10600.0,Telangana,Hyderabad,3,131,1.0,1227,3,SAVINGS,ATM,Night,2145.6740178
C0000590,Fraud,41000.0,Telangana,Hyderabad,3,132,1.0,1227,3,SAVINGS,ATM,Afternoon,261.55192361666667
C0000591,Fraud,7300.0,Telangana,Hyderabad,3,132,1.0,1451,3,SAVINGS,ATM,Night,770.2484129833333
C0000592,Fraud,58600.0,Odisha,Bengaluru,3,134,1.0,1227,3,SAVINGS,ATM,Afternoon,308.2145051833333
C0000593,Fraud,159900.0,Maharashtra,Pune,4,1,0.2953,689,5,SAVINGS,ATM,Evening,640.9831066
C0000594,Fraud,144000.0,Telangana,Hyderabad,3,133,1.0,870,3,SAVINGS,ATM,Evening,2063.8925097166666
C0000595,Fraud,2220000.0,Telangana,Hyderabad,3,136,1.0,1227,3,SAVINGS,BRANCH,BankingHours,
C0000596,Fake Profile,600100.0,Telangana,Hyderabad,4,3,0.6501,1919,4,SAVINGS,BRANCH,BankingHours,1689.8245528833334
C0000597,Cheating,172400.0,Telangana,Hyderabad,3,137,1.0,1227,3,SAVINGS,ATM,Evening,589.7079033166666
C0000598,Fraud,476000.0,Telangana,Hyderabad,3,9,0.9571,707,8,CURRENT,BRANCH,BankingHours,
C0000599,Fraud,49500.0,Telangana,Hyderabad,4,2,0.5034,608,5,SAVINGS,ATM,Evening,521.0693142833333
C0000600,Fraud,529000.0,Telangana,Hyderabad,3,1,0.2953,381,6,CURRENT,BRANCH,BankingHours,
C0000601,Fraud,141400.0,Telangana,Hyderabad,3,0,0.0,222,3,SAVINGS,ATM,Afternoon,162.58246286666665
C0000602,Fraud,5500.0,Telangana,Hyderabad,3,138,1.0,1227,3,SAVINGS,ATM,Night,711.5110633
C0000603,Cheating,9600.0,Maharashtra,Pune,2,138,1.0,1451,3,SAVINGS,BRANCH,BankingHours,1661.4859962166668
C0000604,Cheating,1386700.0,Bihar,Patna,2,137,1.0,870,3,SAVINGS,ATM,Night,710.4267880166666
C0000605,Fraud,6300.0,Telangana,Hyderabad,3,1,0.2953,1382,18,SAVINGS,ATM,Evening,658.4185344666668
C0000606,Fraud,7900.0,Telangana,Hyderabad,3,140,1.0,1227,3,SAVINGS,ATM,Evening,434.2382139
C0000607,Cheating,310700.0,Telangana,Hyderabad,3,141,1.0,1227,3,SAVINGS,BRANCH,BankingHours,
C0000607,Cheating,310700.0,Telangana,Hyderabad,3,141,1.0,1227,3,SAVINGS,BRANCH,BankingHours,
C0000607,Cheating,310700.0,Telangana,Hyderabad,3,141,1.0,1227,3,SAVINGS,BRANCH,BankingHours,
C0000608,Cheating,1600.0,Telangana,Hyderabad,2,142,1.0,1451,3,SAVINGS,ATM,Afternoon,105.98857556666667
C0000609,Fraud,27300.0,Bihar,Patna,3,141,1.0,870,3,SAVINGS,ATM,Evening,615.6780797666667
C0000610,Fraud,16100.0,Telangana,Hyderabad,3,3,0.6501,502,3,SAVINGS,ATM,Afternoon,85.52061031666668
C0000611,Cheating,18300.0,Tamil Nadu,Chennai,6,5,0.8262,819,7,SAVINGS,ATM,Night,696.8414238333334
C0000612,Fraud,124800.0,Bihar,Patna,4,1,0.2953,537,5,SAVINGS,ATM,Evening,494.82444995
C0000613,Fraud,1000.0,Bihar,Patna,3,1,0.2953,603,3,SAVINGS,BRANCH,BankingHours,
C0000614,Fraud,1774200.0,Telangana,Hyderabad,3,0,0.0,160,3,SAVINGS,BRANCH,BankingHours,1446.74933715
C0000614,Fraud,1774200.0,Telangana,Hyderabad,3,0,0.0,160,3,SAVINGS,BRANCH,BankingHours,1454.74933715
C0000615,Fraud,39700.0,Telangana,Hyderabad,3,2,0.5034,934,3,SAVINGS,BRANCH,BankingHours,
C0000616,Cheating,2220000.0,Telangana,Hyderabad,2,21,0.9994,1935,3,SAVINGS,BRANCH,BankingHours,1654.2123758166667
C0000617,Fraud,161200.0,Telangana,Hyderabad,3,0,0.0,1329,6,CURRENT,BRANCH,BankingHours,
C0000618,Fraud,184000.0,Telangana,Hyderabad,3,14,0.9926,1812,3,CURRENT,BRANCH,BankingHours,1428.1062184833331
C0000619,Fraud,2220000.0,Maharashtra,Pune,3,46,1.0,1301,3,SAVINGS,BRANCH,BankingHours,
C0000620,Fraud,13400.0,Tamil Nadu,Chennai,3,143,1.0,1227,3,SAVINGS,ATM,Evening,648.0896385666667
C0000621,Cheating,1200.0,Tamil Nadu,Chennai,2,0,0.0,1179,3,SAVINGS,ATM,Evening,627.0798969499999
C0000622,Fraud,358000.0,Telangana,Hyderabad,3,1,0.2953,1955,4,CURRENT,ATM,Night,774.0385670333333
C0000622,Fraud,358000.0,Telangana,Hyderabad,3,1,0.2953,1955,4,CURRENT,ATM,Night,782.0385670333333
C0000622,Fraud,358000.0,Telangana,Hyderabad,3,1,0.2953,1955,4,CURRENT,ATM,Night,820.0385670333333
C0000623,Fraud,1000.0,Telangana,Hyderabad,3,4,0.7534,1055,6,SAVINGS,ATM,Night,666.0285723666667
C0000624,Fraud,109100.0,Telangana,Hyderabad,2,2,0.5034,850,3,SAVINGS,BRANCH,BankingHours,
C0000625,Fraud,63700.0,Bihar,Patna,3,1,0.2953,766,5,SAVINGS,BRANCH,BankingHours,
C0000626,Fraud,2100.0,Odisha,Mumbai,3,1,0.2953,1724,8,SAVINGS,ATM,Night,749.69740295
C0000627,Cheating,566800.0,Odisha,Patna,3,145,1.0,1451,3,SAVINGS,BRANCH,BankingHours,
C0000627,Cheating,566800.0,Odisha,Patna,3,145,1.0,1451,3,SAVINGS,BRANCH,BankingHours,
C0000627,Cheating,566800.0,Odisha,Patna,3,145,1.0,1451,3,SAVINGS,BRANCH,BankingHours,
C0000628,Fraud,48900.0,Odisha,Mumbai,3,0,0.0,552,3,CURRENT,ATM,Evening,543.5724192166666
C0000629,Cheating,105800.0,Telangana,Hyderabad,3,47,1.0,1301,3,SAVINGS,ATM,Afternoon,362.40229404999997
C0000630,Fraud,738800.0,Telangana,Hyderabad,3,19,0.9987,157,3,SAVINGS,BRANCH,BankingHours,
C0000630,Fraud,738800.0,Telangana,Hyderabad,3,19,0.9987,157,3,SAVINGS,BRANCH,BankingHours,
C0000630,Fraud,738800.0,Telangana,Hyderabad,3,19,0.9987,157,3,SAVINGS,BRANCH,BankingHours,
C0000631,Cheating,464700.0,Maharashtra,Pune,3,1,0.2953,752,8,SAVINGS,BRANCH,BankingHours,
C0000632,Cheating,202000.0,Telangana,Hyderabad,4,0,0.0,1046,5,SAVINGS,BRANCH,BankingHours,1741.5508051833335
C0000633,Fraud,158000.0,Telangana,Hyderabad,3,0,0.0,364,3,SAVINGS,BRANCH,BankingHours,
C0000634,Fraud,14300.0,Telangana,Hyderabad,2,0,0.0,2026,9,SAVINGS,ATM,Morning,-31.510705566666665
C0000635,Forgery,179500.0,Andhra Pradesh,Mumbai,3,8,0.9392,2183,3,SAVINGS,BRANCH,BankingHours,
C0000636,Cheating,789700.0,Bihar,Patna,3,0,0.0,240,3,SAVINGS,ATM,Night,684.0503943333333
C0000637,Cheating,9300.0,Telangana,Hyderabad,3,1,0.2953,99,18,CURRENT,BRANCH,BankingHours,
C0000638,Fraud,51700.0,Andhra Pradesh,Ahmedabad,3,1,0.2953,451,3,SAVINGS,ATM,Afternoon,135.08920238333334
C0000639,Fraud,489300.0,Kerala,Pune,3,1,0.2953,1116,8,SAVINGS,BRANCH,BankingHours,1716.0487991833334
C0000639,Fraud,489300.0,Kerala,Pune,3,1,0.2953,1116,8,SAVINGS,BRANCH,BankingHours,1738.0487991833334
C0000639,Fraud,489300.0,Kerala,Pune,3,1,0.2953,1116,8,SAVINGS,BRANCH,BankingHours,1728.0487991833334
C0000640,Fraud,159200.0,Andhra Pradesh,Pune,3,144,1.0,870,3,SAVINGS,ATM,Evening,2004.0170818833333
C0000641,Fraud,26500.0,Bihar,Patna,3,1,0.2953,1673,4,SAVINGS,ATM,Evening,455.96932615
C0000642,Fraud,23600.0,Telangana,Hyderabad,4,14,0.9926,1394,12,SAVINGS,ATM,Afternoon,63.938229066666665
C0000643,Fraud,1090200.0,Tamil Nadu,Chennai,3,1,0.2953,1595,18,SAVINGS,BRANCH,BankingHours,1400.9087626166665
C0000643,Fraud,1090200.0,Tamil Nadu,Chennai,3,1,0.2953,1595,18,SAVINGS,BRANCH,BankingHours,1418.9087626166665
C0000644,Cheating,516700.0,Tamil Nadu,Chennai,3,47,1.0,1654,3,SAVINGS,BRANCH,BankingHours,
C0000645,Fraud,118700.0,Odisha,Hyderabad,3,1,0.2953,1683,4,SAVINGS,ATM,Afternoon,148.61238625
C0000646,Cheating,4700.0,Telangana,Hyderabad,3,2,0.5034,248,3,SAVINGS,ATM,Night,777.3671929833333
C0000647,Cheating,9200.0,Maharashtra,Mumbai,3,145,1.0,870,3,SAVINGS,ATM,Night,687.2226931166666
C0000648,Fraud,86600.0,Telangana,Hyderabad,3,16,0.9963,1026,12,SAVINGS,BRANCH,BankingHours,
C0000649,Cheating,3500.0,Telangana,Hyderabad,3,147,1.0,1227,3,SAVINGS,BRANCH,BankingHours,1432.9245686
C0000650,Cheating,96600.0,Odisha,Mumbai,2,3,0.6501,767,3,SAVINGS,ATM,Night,749.8413776
C0000651,Fraud,5400.0,Telangana,Hyderabad,4,3,0.6501,1253,18,SAVINGS,ATM,Night,741.7069181166667
C0000652,Fraud,59200.0,Telangana,Hyderabad,3,14,0.9926,1756,3,SAVINGS,ATM,Night,752.6120166333333
C0000653,Cheating,211000.0,Maharashtra,Mumbai,3,149,1.0,1451,3,SAVINGS,BRANCH,BankingHours,1455.1129357
C0000654,Fraud,4500.0,Tamil Nadu,Chennai,2,16,0.9963,574,3,SAVINGS,BRANCH,BankingHours,
C0000655,Fraud,179500.0,Bihar,Patna,4,9,0.9571,2146,5,CURRENT,BRANCH,BankingHours,1560.9371032666668
C0000656,Cheating,15100.0,Bihar,Patna,3,15,0.9948,873,3,SAVINGS,ATM,Morning,-260.17743343333336
C0000657,Fraud,8300.0,Telangana,Hyderabad,3,148,1.0,870,3,SAVINGS,ATM,Evening,597.7700332833333
C0000658,Fraud,25700.0,Maharashtra,Mumbai,3,20,0.9991,157,3,SAVINGS,BRANCH,BankingHours,1601.5236612333333
C0000659,Fraud,60500.0,Bihar,Patna,3,21,0.9994,157,3,SAVINGS,BRANCH,BankingHours,
C0000660,Cheating,1000.0,Tamil Nadu,Chennai,3,3,0.6501,228,6,SAVINGS,BRANCH,BankingHours,1511.4626524999999
C0000661,Fraud,1000.0,Uttar Pradesh,Lucknow,3,15,0.9948,1756,3,SAVINGS,BRANCH,BankingHours,
C0000662,Cheating,36700.0,Maharashtra,Pune,3,10,0.9698,270,5,SAVINGS,ATM,Afternoon,331.36650775
C0000663,Cheating,8500.0,Odisha,Pune,3,149,1.0,870,3,SAVINGS,ATM,Evening,486.25514211666666
C0000664,Fraud,33100.0,Tamil Nadu,Chennai,2,150,1.0,870,3,SAVINGS,ATM,Night,2145.772758466667
C0000665,Cheating,146800.0,Bihar,Patna,4,1,0.2953,1954,6,SAVINGS,BRANCH,BankingHours,
C0000666,Fraud,131400.0,Telangana,Hyderabad,3,5,0.8262,199,7,CURRENT,BRANCH,BankingHours,
C0000667,Fraud,785400.0,Telangana,Hyderabad,4,11,0.9787,2053,8,SAVINGS,ATM,Night,763.4524089333333
C0000668,Fraud,23900.0,Telangana,Hyderabad,3,49,1.0,1301,3,SAVINGS,BRANCH,BankingHours,1565.27321965
C0000669,Fraud,123400.0,Bihar,Patna,3,0,0.0,2110,3,SAVINGS,BRANCH,BankingHours,1474.2314645000001
C0000670,Fraud,5000.0,Telangana,Hyderabad,3,22,0.9995,157,3,SAVINGS,BRANCH,BankingHours,
C0000671,Cheating,58600.0,Telangana,Hyderabad,4,2,0.5034,766,5,SAVINGS,ATM,Night,683.8963299166667
C0000672,Fraud,38500.0,Tamil Nadu,Chennai,3,2,0.5034,1223,3,SAVINGS,BRANCH,BankingHours,
C0000673,Cheating,12300.0,Odisha,Chennai,5,1,0.2953,2035,18,CURRENT,ATM,Night,668.5249641833333
C0000674,Cheating,347800.0,Telangana,Hyderabad,3,16,0.9963,1756,3,SAVINGS,BRANCH,BankingHours,
C0000674,Cheating,347800.0,Telangana,Hyderabad,3,16,0.9963,1756,3,SAVINGS,BRANCH,BankingHours,
C0000675,Cheating,4600.0,Telangana,Hyderabad,5,1,0.2953,1407,11,SAVINGS,ATM,Night,766.3917110666666
C0000676,Fraud,101900.0,Telangana,Hyderabad,2,23,0.9997,157,3,SAVINGS,BRANCH,BankingHours,
C0000677,Fraud,40600.0,Telangana,Hyderabad,3,151,1.0,1227,3,SAVINGS,ATM,Night,662.1340760666667
C0000678,Cheating,22100.0,Rajasthan,Jaipur,3,152,1.0,870,3,SAVINGS,ATM,Night,669.1289172666667
C0000679,Fraud,7400.0,Telangana,Hyderabad,3,153,1.0,1227,3,SAVINGS,ATM,Night,677.0440612333333
C0000680,Fraud,26200.0,Maharashtra,Pune,3,9,0.9571,2183,3,SAVINGS,BRANCH,BankingHours,
C0000681,Fraud,1000.0,Telangana,Hyderabad,4,20,0.9991,625,12,SAVINGS,ATM,Night,693.6859035333333
C0000682,Cheating,891600.0,Maharashtra,Pune,4,14,0.9926,387,12,SAVINGS,BRANCH,BankingHours,
C0000682,Cheating,891600.0,Maharashtra,Pune,4,14,0.9926,387,12,SAVINGS,BRANCH,BankingHours,
C0000683,Fraud,191100.0,Telangana,Hyderabad,3,10,0.9698,2130,3,SAVINGS,ATM,Night,2171.5813743333333
C0000684,Fraud,3800.0,Tamil Nadu,Chennai,3,154,1.0,1227,3,SAVINGS,BRANCH,BankingHours,
C0000685,Cheating,2500.0,Telangana,Hyderabad,3,50,1.0,1301,3,SAVINGS,BRANCH,BankingHours,
C0000686,Fraud,10300.0,Telangana,Hyderabad,3,157,1.0,1451,3,SAVINGS,BRANCH,BankingHours,1698.1830321
C0000687,Cheating,7100.0,Telangana,Hyderabad,3,0,0.0,506,3,SAVINGS,BRANCH,BankingHours,
C0000688,Cheating,39100.0,Bihar,Patna,3,17,0.9974,1756,3,SAVINGS,BRANCH,BankingHours,
C0000689,Fraud,714600.0,Madhya Pradesh,Hyderabad,3,156,1.0,870,3,SAVINGS,BRANCH,BankingHours,
C0000689,Fraud,714600.0,Madhya Pradesh,Hyderabad,3,156,1.0,870,3,SAVINGS,BRANCH,BankingHours,
C0000690,Cheating,106800.0,Telangana,Hyderabad,3,157,1.0,870,3,SAVINGS,BRANCH,BankingHours,
C0000691,Fraud,14400.0,Telangana,Hyderabad,3,158,1.0,1227,3,SAVINGS,BRANCH,BankingHours,1503.1442314166668
C0000692,Fraud,34500.0,Andhra Pradesh,Hyderabad,2,20,0.9991,1797,3,SAVINGS,ATM,Night,688.1442260333333
C0000693,Fraud,55300.0,Telangana,Hyderabad,3,1,0.2953,1566,3,SAVINGS,BRANCH,BankingHours,
C0000694,Cheating,3800.0,Telangana,Hyderabad,3,9,0.9571,1141,8,CURRENT,BRANCH,BankingHours,
C0000695,Fraud,215600.0,Telangana,Hyderabad,3,13,0.9894,711,12,SAVINGS,BRANCH,BankingHours,1586.53049895
C0000696,Fraud,139400.0,Telangana,Hyderabad,3,2,0.5034,325,3,SAVINGS,ATM,Evening,575.1775773833334
C0000697,Cheating,107600.0,Maharashtra,Mumbai,3,27,0.9999,1935,3,SAVINGS,BRANCH,BankingHours,
C0000698,Cheating,12200.0,Andhra Pradesh,Lucknow,4,14,0.9926,711,12,SAVINGS,BRANCH,BankingHours,
C0000699,Fraud,10600.0,Tamil Nadu,Chennai,2,3,0.6501,766,5,SAVINGS,BRANCH,BankingHours,
C0000700,Fraud,30200.0,Bihar,Patna,3,16,0.9963,873,3,SAVINGS,BRANCH,BankingHours,
C0000701,Cheating,111400.0,Telangana,Hyderabad,2,159,1.0,1227,3,SAVINGS,BRANCH,BankingHours,
C0000702,Fraud,24200.0,Telangana,Hyderabad,2,16,0.9963,1680,12,SAVINGS,ATM,Night,763.9857614333334
C0000703,Fraud,7900.0,Telangana,Hyderabad,4,4,0.7534,1153,9,SAVINGS,ATM,Evening,604.5289355
C0000704,Cheating,91800.0,Telangana,Hyderabad,3,1,0.2953,1654,3,SAVINGS,ATM,Evening,399.5148321666667
C0000705,Cheating,363700.0,Telangana,Hyderabad,4,19,0.9987,1026,12,SAVINGS,BRANCH,BankingHours,
C0000705,Cheating,363700.0,Telangana,Hyderabad,4,19,0.9987,1026,12,SAVINGS,BRANCH,BankingHours,
C0000706,Cheating,173000.0,Telangana,Hyderabad,3,6,0.8775,228,5,CURRENT,BRANCH,BankingHours,
C0000707,Fraud,133800.0,Andhra Pradesh,Pune,3,160,1.0,1227,3,SAVINGS,ATM,Afternoon,1738.2893063000001
C0000708,Cheating,297100.0,Telangana,Hyderabad,3,20,0.9991,574,3,SAVINGS,BRANCH,BankingHours,
C0000709,Cheating,2220000.0,Telangana,Hyderabad,3,19,0.9987,1880,12,CURRENT,ATM,Evening,376.7719646166667
C0000710,Cheating,8500.0,Telangana,Hyderabad,4,20,0.9991,1880,12,CURRENT,ATM,Night,683.6805424666667
C0000711,Cheating,36800.0,Maharashtra,Mumbai,3,21,0.9994,574,3,SAVINGS,BRANCH,BankingHours,
C0000712,Fraud,17000.0,Madhya Pradesh,Bengaluru,3,17,0.9974,873,3,SAVINGS,ATM,Night,674.6647716499999
C0000713,Fraud,6200.0,Odisha,Lucknow,3,163,1.0,1451,3,SAVINGS,ATM,Afternoon,111.35499086666667
C0000714,Cheating,11500.0,Bihar,Patna,3,51,1.0,1301,3,SAVINGS,ATM,Night,719.20439495
C0000715,Cheating,208600.0,Telangana,Hyderabad,3,0,0.0,552,3,SAVINGS,BRANCH,BankingHours,
C0000716,Cheating,139900.0,Maharashtra,Pune,3,21,0.9994,1756,3,SAVINGS,ATM,Afternoon,1684.8739980666667
C0000717,Cheating,42500.0,Maharashtra,Pune,3,11,0.9787,1812,5,SAVINGS,ATM,Afternoon,105.85368786666666
C0000718,Forgery,59100.0,Maharashtra,Mumbai,4,10,0.9698,1365,5,CURRENT,ATM,Evening,639.7941426166667
C0000719,Cheating,28600.0,Andhra Pradesh,Chennai,3,4,0.7534,934,3,SAVINGS,BRANCH,BankingHours,
C0000720,Fraud,34200.0,Telangana,Hyderabad,3,25,0.9998,157,3,SAVINGS,ATM,Night,701.3266504166667
C0000721,Cheating,178100.0,Telangana,Hyderabad,3,51,1.0,1654,3,SAVINGS,ATM,Evening,447.12051513333336
C0000722,Cheating,39900.0,Tamil Nadu,Chennai,2,3,0.6501,248,3,SAVINGS,BRANCH,BankingHours,
C0000723,Cheating,19200.0,Bihar,Patna,2,7,0.9137,277,5,SAVINGS,ATM,Afternoon,191.0885457166667
C0000724,Fraud,240000.0,Bihar,Patna,4,4,0.7534,766,5,SAVINGS,BRANCH,BankingHours,
C0000725,Cheating,9700.0,Telangana,Hyderabad,3,162,1.0,1227,3,SAVINGS,BRANCH,BankingHours,1474.9909632000001
C0000726,Cheating,1000.0,Telangana,Hyderabad,3,53,1.0,1301,3,SAVINGS,ATM,Night,713.7996746
C0000727,Fraud,225700.0,Andhra Pradesh,Patna,3,1,0.2953,1340,4,SAVINGS,BRANCH,BankingHours,
C0000728,Cheating,89000.0,Odisha,Kolkata,4,6,0.8775,1074,9,SAVINGS,ATM,Night,753.2958928333334
C0000729,Fraud,99100.0,Telangana,Hyderabad,4,11,0.9787,1365,5,CURRENT,ATM,Night,674.2347396333333
C0000730,Fraud,8300.0,Bihar,Patna,4,13,0.9894,148,5,SAVINGS,ATM,Evening,369.1645747666667
C0000731,Cheating,47300.0,Telangana,Hyderabad,3,0,0.0,1942,4,SAVINGS,ATM,Night,705.1069081833334
C0000732,Cheating,4700.0,Telangana,Hyderabad,3,4,0.7534,430,3,SAVINGS,BRANCH,BankingHours,1434.7534145666666
C0000733,Cheating,803700.0,Andhra Pradesh,Hyderabad,3,162,1.0,870,3,SAVINGS,BRANCH,BankingHours,1401.7405238166668
C0000733,Cheating,803700.0,Andhra Pradesh,Hyderabad,3,162,1.0,870,3,SAVINGS,BRANCH,BankingHours,1407.7405238166668
C0000734,Fraud,9200.0,Tamil Nadu,Chennai,4,2,0.5034,172,6,CURRENT,ATM,Night,761.7207834833333
C0000735,Fraud,11100.0,Telangana,Hyderabad,3,26,0.9999,157,3,SAVINGS,ATM,Evening,467.3008541333333
C0000736,Cyber Blackmailing,24200.0,Telangana,Hyderabad,3,164,1.0,1227,3,SAVINGS,ATM,Night,682.2616177166667
C0000737,Cheating,26100.0,Telangana,Hyderabad,3,165,1.0,1227,3,SAVINGS,ATM,Night,680.8230237166666
C0000738,Fraud,1186400.0,Telangana,Hyderabad,3,54,1.0,1619,3,SAVINGS,BRANCH,BankingHours,
C0000738,Fraud,1186400.0,Telangana,Hyderabad,3,54,1.0,1619,3,SAVINGS,BRANCH,BankingHours,
C0000739,Fraud,8100.0,Telangana,Hyderabad,3,54,1.0,1654,3,SAVINGS,BRANCH,BankingHours,1616.6710605333333
C0000740,Cheating,259200.0,Bihar,Patna,2,165,1.0,870,3,SAVINGS,ATM,Afternoon,276.2350286833333
C0000741,Cheating,164800.0,Telangana,Hyderabad,4,18,0.9982,1680,12,SAVINGS,BRANCH,BankingHours,
C0000742,Fraud,42500.0,Kerala,Lucknow,3,19,0.9987,1680,12,SAVINGS,ATM,Evening,352.94699031666664
C0000743,Fraud,49200.0,Telangana,Hyderabad,3,3,0.6501,205,3,SAVINGS,BRANCH,BankingHours,
C0000744,Cheating,2201100.0,Telangana,Hyderabad,3,2,0.5034,2091,3,CURRENT,BRANCH,BankingHours,
C0000744,Cheating,2201100.0,Telangana,Hyderabad,3,2,0.5034,2091,3,CURRENT,BRANCH,BankingHours,
C0000745,Fraud,210100.0,Telangana,Hyderabad,3,0,0.0,1208,3,SAVINGS,BRANCH,BankingHours,
C0000746,Fraud,114100.0,Uttar Pradesh,Lucknow,3,2,0.5034,2009,8,SAVINGS,ATM,Afternoon,229.53286740000001
C0000747,Cheating,60200.0,Telangana,Hyderabad,3,12,0.985,396,8,CURRENT,BRANCH,BankingHours,
C0000748,Fraud,3200.0,Telangana,Hyderabad,3,22,0.9995,1756,3,SAVINGS,ATM,Evening,632.85645775
C0000749,Fraud,943400.0,Telangana,Hyderabad,4,4,0.7534,438,9,SAVINGS,BRANCH,BankingHours,
C0000749,Fraud,943400.0,Telangana,Hyderabad,4,4,0.7534,438,9,SAVINGS,BRANCH,BankingHours,
C0000750,Fraud,6700.0,Maharashtra,Pune,3,30,1.0,1935,3,SAVINGS,BRANCH,BankingHours,
C0000751,Cheating,152400.0,Bihar,Patna,3,18,0.9982,1438,3,SAVINGS,ATM,Night,670.1894252333333
C0000752,Cheating,198800.0,Bihar,Patna,3,4,0.7534,951,8,SAVINGS,BRANCH,BankingHours,
C0000753,Cheating,22800.0,Telangana,Hyderabad,3,169,1.0,1451,3,SAVINGS,ATM,Night,706.1580039166668
C0000754,Fraud,4200.0,Telangana,Hyderabad,3,167,1.0,1227,3,SAVINGS,ATM,Night,670.8882191499999
C0000755,Fraud,6800.0,Telangana,Hyderabad,3,168,1.0,1227,3,SAVINGS,ATM,Night,693.7459120666666
C0000756,Cheating,17300.0,Telangana,Hyderabad,3,56,1.0,1301,3,SAVINGS,ATM,Night,639.7369220166668
C0000757,Fraud,24300.0,Telangana,Hyderabad,3,56,1.0,1654,3,SAVINGS,BRANCH,BankingHours,
C0000758,Fraud,1000.0,Maharashtra,Pune,4,13,0.9894,1365,5,CURRENT,ATM,Evening,533.5677975833333
C0000759,Cheating,1000.0,Telangana,Hyderabad,2,169,1.0,870,3,SAVINGS,ATM,Night,656.4638681166667
C0000760,Fraud,76200.0,Bihar,Patna,5,1,0.2953,640,8,SAVINGS,ATM,Night,656.3729445166666
C0000761,Fraud,16900.0,Maharashtra,Mumbai,2,173,1.0,1451,3,SAVINGS,ATM,Afternoon,217.25774940000002
C0000762,Fraud,197000.0,Bihar,Patna,4,14,0.9926,1365,5,CURRENT,ATM,Evening,360.0525184333334
C0000763,Cheating,131600.0,Telangana,Hyderabad,3,169,1.0,1227,3,SAVINGS,ATM,Evening,594.4312866833334
C0000764,Fraud,86500.0,Maharashtra,Pune,3,175,1.0,1451,3,SAVINGS,ATM,Evening,489.3141365
C0000765,Cheating,47200.0,Telangana,Hyderabad,3,0,0.0,74,3,SAVINGS,ATM,Night,713.4697948166666
C0000766,Fraud,18800.0,Telangana,Hyderabad,3,1,0.2953,1552,3,SAVINGS,ATM,Evening,411.74301241666666
C0000767,Cheating,115100.0,Telangana,Hyderabad,3,1,0.2953,1208,3,SAVINGS,BRANCH,BankingHours,1616.7371033166667
C0000768,Fraud,14400.0,Maharashtra,Pune,3,5,0.8262,934,3,SAVINGS,ATM,Night,640.5754891
C0000769,Fraud,73500.0,Maharashtra,Mumbai,5,17,0.9974,1394,12,SAVINGS,ATM,Afternoon,134.54756701666668
C0000770,Cheating,57500.0,Tamil Nadu,Chennai,3,171,1.0,1227,3,SAVINGS,ATM,Night,714.1581901000001
C0000771,Fraud,1300.0,Telangana,Hyderabad,3,177,1.0,1451,3,SAVINGS,ATM,Night,683.9884013333334
C0000772,Cheating,33600.0,Telangana,Hyderabad,4,0,0.0,781,5,SAVINGS,ATM,Night,653.6079897
C0000773,Cheating,81000.0,Telangana,Hyderabad,3,173,1.0,1227,3,SAVINGS,BRANCH,BankingHours,
C0000774,Fraud,102000.0,Telangana,Hyderabad,2,1,0.2953,599,18,SAVINGS,ATM,Evening,501.18464233333333
